,Product,Minimum,Maximum,Average,Date
29,French Bean(Local) KG,40.0,45.0,42.0,2017-02-14
30,Garlic Dry Chinese KG,340.0,350.0,345.0,2017-02-14
31,Garlic Dry Nepali KG,310.0,320.0,315.0,2017-02-14
32,Garlic Green KG,70.0,80.0,75.0,2017-02-14
33,Ginger KG,40.0,50.0,45.0,2017-02-14
34,Grapes(Green) KG,100.0,110.0,105.0,2017-02-14
35,Green Peas KG,50.0,55.0,52.0,2017-02-14
36,Jack Fruit KG,50.0,60.0,55.0,2017-02-14
37,Knolkhol KG,35.0,40.0,38.0,2017-02-14
38,Lettuce KG,35.0,40.0,38.0,2017-02-14
39,Lime KG,400.0,450.0,425.0,2017-02-14
40,Mint KG,90.0,100.0,95.0,2017-02-14
41,Mombin KG,45.0,50.0,48.0,2017-02-14
42,Mushroom(Kanya) KG,100.0,110.0,105.0,2017-02-14
43,Mustard Leaf KG,30.0,35.0,33.0,2017-02-14
44,Okara KG,110.0,120.0,115.0,2017-02-14
45,Onion Dry (Indian) KG,22.0,24.0,23.0,2017-02-14
46,Onion Green KG,30.0,35.0,33.0,2017-02-14
47,Orange(Nepali) KG,100.0,110.0,105.0,2017-02-14
48,Papaya(Nepali) KG,50.0,60.0,55.0,2017-02-14
49,Parseley KG,90.0,100.0,95.0,2017-02-14
50,Pear(Local) KG,100.0,110.0,105.0,2017-02-14
51,Pineapple 1 Pc,100.0,110.0,105.0,2017-02-14
52,Pomegranate KG,210.0,220.0,215.0,2017-02-14
53,Potato Red KG,20.0,22.0,21.0,2017-02-14
54,Potato White KG,15.0,17.0,16.0,2017-02-14
55,Pumpkin KG,20.0,22.0,21.0,2017-02-14
56,Raddish Red KG,10.0,15.0,12.0,2017-02-14
57,Raddish White(Local) KG,10.0,15.0,12.0,2017-02-14
58,Red Cabbbage KG,50.0,55.0,53.0,2017-02-14
59,Spinach Leaf KG,30.0,35.0,33.0,2017-02-14
60,Squash(Long) KG,10.0,15.0,12.0,2017-02-14
61,Sugarbeet KG,90.0,100.0,95.0,2017-02-14
62,Sweet Orange KG,100.0,110.0,105.0,2017-02-14
63,Sweet Potato KG,60.0,65.0,63.0,2017-02-14
64,Sword Bean KG,35.0,40.0,38.0,2017-02-14
65,Tamarind KG,100.0,110.0,105.0,2017-02-14
66,Tofu KG,80.0,90.0,85.0,2017-02-14
67,Tomato Big(Nepali) KG,25.0,30.0,28.0,2017-02-14
68,Tomato Small(Local) KG,15.0,20.0,18.0,2017-02-14
69,Turnip A KG,35.0,40.0,38.0,2017-02-14
70,Water Melon(Green) KG,40.0,45.0,43.0,2017-02-14
71,Yam KG,45.0,50.0,48.0,2017-02-14
0,Apple(Jholey) KG,100.0,110.0,105.0,2017-02-15
1,Arum KG,40.0,45.0,42.0,2017-02-15
2,Bakula KG,60.0,70.0,65.0,2017-02-15
3,Bamboo Shoot KG,120.0,130.0,125.0,2017-02-15
4,Banana Per Dozen,70.0,80.0,75.0,2017-02-15
5,Barela KG,25.0,30.0,28.0,2017-02-15
6,Bitter Gourd KG,150.0,160.0,155.0,2017-02-15
7,Bottle Gourd KG,35.0,40.0,38.0,2017-02-15
8,Brd Leaf Mustard KG,25.0,30.0,28.0,2017-02-15
9,Brinjal Long KG,30.0,35.0,33.0,2017-02-15
10,Brinjal Round KG,30.0,35.0,33.0,2017-02-15
11,Brocauli KG,20.0,25.0,22.0,2017-02-15
12,Cabbage(Local) KG,15.0,17.0,16.0,2017-02-15
13,Capsicum KG,35.0,40.0,38.0,2017-02-15
14,Carrot(Local) KG,25.0,30.0,28.0,2017-02-15
15,Cauli Local KG,15.0,20.0,18.0,2017-02-15
16,Cauli Terai KG,10.0,15.0,12.0,2017-02-15
17,Celery KG,90.0,100.0,95.0,2017-02-15
18,Chilli Dry KG,270.0,280.0,275.0,2017-02-15
19,Chilli Green KG,45.0,50.0,48.0,2017-02-15
20,Christophine KG,25.0,30.0,28.0,2017-02-15
21,Clive Dry KG,200.0,210.0,205.0,2017-02-15
22,Clive Green KG,70.0,80.0,75.0,2017-02-15
23,Coriander Green KG,30.0,40.0,35.0,2017-02-15
24,Cress Leaf KG,30.0,35.0,33.0,2017-02-15
25,Cucumber(Local) KG,35.0,40.0,38.0,2017-02-15
26,Fennel Leaf KG,35.0,40.0,38.0,2017-02-15
27,Fenugreek Leaf KG,30.0,35.0,33.0,2017-02-15
28,Fish Fresh KG,225.0,230.0,228.0,2017-02-15
29,French Bean(Local) KG,40.0,45.0,42.0,2017-02-15
30,Garlic Dry Chinese KG,340.0,350.0,345.0,2017-02-15
31,Garlic Dry Nepali KG,310.0,320.0,315.0,2017-02-15
32,Garlic Green KG,50.0,60.0,55.0,2017-02-15
33,Ginger KG,40.0,50.0,45.0,2017-02-15
34,Grapes(Green) KG,100.0,110.0,105.0,2017-02-15
35,Green Peas KG,45.0,50.0,48.0,2017-02-15
36,Jack Fruit KG,50.0,60.0,55.0,2017-02-15
37,Knolkhol KG,30.0,35.0,33.0,2017-02-15
38,Lettuce KG,35.0,40.0,38.0,2017-02-15
39,Lime KG,400.0,450.0,425.0,2017-02-15
40,Mint KG,90.0,100.0,95.0,2017-02-15
41,Mombin KG,45.0,50.0,48.0,2017-02-15
42,Mushroom(Kanya) KG,100.0,110.0,105.0,2017-02-15
43,Mustard Leaf KG,30.0,35.0,33.0,2017-02-15
44,Okara KG,110.0,120.0,115.0,2017-02-15
45,Onion Dry (Indian) KG,22.0,24.0,23.0,2017-02-15
46,Onion Green KG,25.0,30.0,28.0,2017-02-15
47,Orange(Nepali) KG,90.0,100.0,95.0,2017-02-15
48,Papaya(Nepali) KG,50.0,60.0,55.0,2017-02-15
49,Parseley KG,90.0,100.0,95.0,2017-02-15
50,Pear(Local) KG,100.0,110.0,105.0,2017-02-15
51,Pineapple 1 Pc,100.0,110.0,105.0,2017-02-15
52,Pomegranate KG,210.0,220.0,215.0,2017-02-15
53,Potato Red KG,20.0,22.0,21.0,2017-02-15
54,Potato White KG,15.0,17.0,16.0,2017-02-15
55,Pumpkin KG,20.0,22.0,21.0,2017-02-15
56,Raddish Red KG,10.0,15.0,12.0,2017-02-15
57,Raddish White(Local) KG,10.0,15.0,12.0,2017-02-15
58,Red Cabbbage KG,50.0,55.0,53.0,2017-02-15
59,Spinach Leaf KG,30.0,35.0,33.0,2017-02-15
60,Squash(Long) KG,10.0,15.0,12.0,2017-02-15
61,Sugarbeet KG,90.0,100.0,95.0,2017-02-15
62,Sweet Orange KG,100.0,110.0,105.0,2017-02-15
63,Sweet Potato KG,60.0,65.0,63.0,2017-02-15
64,Sword Bean KG,35.0,40.0,38.0,2017-02-15
65,Tamarind KG,100.0,110.0,105.0,2017-02-15
66,Tofu KG,80.0,90.0,85.0,2017-02-15
67,Tomato Big(Nepali) KG,25.0,30.0,28.0,2017-02-15
68,Tomato Small(Local) KG,15.0,20.0,18.0,2017-02-15
69,Turnip A KG,35.0,40.0,38.0,2017-02-15
70,Water Melon(Green) KG,40.0,45.0,43.0,2017-02-15
71,Yam KG,40.0,45.0,43.0,2017-02-15
0,Apple(Jholey) KG,100.0,110.0,105.0,2017-02-16
1,Arum KG,40.0,45.0,42.0,2017-02-16
2,Bakula KG,65.0,70.0,68.0,2017-02-16
3,Bamboo Shoot KG,120.0,130.0,125.0,2017-02-16
4,Banana Per Dozen,70.0,80.0,75.0,2017-02-16
5,Barela KG,25.0,30.0,28.0,2017-02-16
6,Bitter Gourd KG,150.0,160.0,155.0,2017-02-16
7,Bottle Gourd KG,35.0,40.0,38.0,2017-02-16
8,Brd Leaf Mustard KG,25.0,30.0,28.0,2017-02-16
9,Brinjal Long KG,30.0,35.0,33.0,2017-02-16
10,Brinjal Round KG,30.0,35.0,33.0,2017-02-16
11,Brocauli KG,20.0,25.0,22.0,2017-02-16
12,Cabbage(Local) KG,15.0,17.0,16.0,2017-02-16
13,Capsicum KG,35.0,40.0,38.0,2017-02-16
14,Carrot(Local) KG,25.0,30.0,28.0,2017-02-16
15,Cauli Local KG,15.0,20.0,18.0,2017-02-16
16,Cauli Terai KG,10.0,15.0,12.0,2017-02-16
17,Celery KG,90.0,100.0,95.0,2017-02-16
18,Chilli Dry KG,270.0,280.0,275.0,2017-02-16
19,Chilli Green KG,45.0,50.0,48.0,2017-02-16
20,Christophine KG,25.0,30.0,28.0,2017-02-16
21,Clive Dry KG,200.0,210.0,205.0,2017-02-16
22,Clive Green KG,70.0,80.0,75.0,2017-02-16
23,Coriander Green KG,30.0,40.0,35.0,2017-02-16
24,Cress Leaf KG,30.0,35.0,33.0,2017-02-16
25,Cucumber(Local) KG,35.0,40.0,38.0,2017-02-16
26,Fennel Leaf KG,35.0,40.0,38.0,2017-02-16
27,Fenugreek Leaf KG,30.0,35.0,33.0,2017-02-16
28,Fish Fresh KG,225.0,230.0,228.0,2017-02-16
29,French Bean(Local) KG,40.0,50.0,47.0,2017-02-16
30,Garlic Dry Chinese KG,340.0,350.0,345.0,2017-02-16
31,Garlic Dry Nepali KG,310.0,320.0,315.0,2017-02-16
32,Garlic Green KG,50.0,60.0,55.0,2017-02-16
33,Ginger KG,40.0,50.0,45.0,2017-02-16
34,Grapes(Green) KG,100.0,110.0,105.0,2017-02-16
35,Green Peas KG,40.0,45.0,42.0,2017-02-16
36,Jack Fruit KG,50.0,60.0,55.0,2017-02-16
37,Knolkhol KG,30.0,35.0,33.0,2017-02-16
38,Lettuce KG,35.0,40.0,38.0,2017-02-16
39,Lime KG,400.0,450.0,425.0,2017-02-16
40,Mint KG,90.0,100.0,95.0,2017-02-16
41,Mombin KG,45.0,50.0,48.0,2017-02-16
42,Mushroom(Kanya) KG,100.0,110.0,105.0,2017-02-16
43,Mustard Leaf KG,30.0,35.0,33.0,2017-02-16
44,Okara KG,110.0,120.0,115.0,2017-02-16
45,Onion Dry (Indian) KG,22.0,24.0,23.0,2017-02-16
46,Onion Green KG,25.0,30.0,28.0,2017-02-16
47,Orange(Nepali) KG,90.0,100.0,95.0,2017-02-16
48,Papaya(Nepali) KG,50.0,55.0,53.0,2017-02-16
49,Parseley KG,90.0,100.0,95.0,2017-02-16
50,Pear(Local) KG,100.0,110.0,105.0,2017-02-16
51,Pineapple 1 Pc,100.0,110.0,105.0,2017-02-16
52,Pomegranate KG,210.0,220.0,215.0,2017-02-16
53,Potato Red KG,20.0,22.0,21.0,2017-02-16
54,Potato White KG,15.0,17.0,16.0,2017-02-16
55,Pumpkin KG,20.0,22.0,21.0,2017-02-16
56,Raddish Red KG,10.0,15.0,12.0,2017-02-16
57,Raddish White(Local) KG,10.0,15.0,12.0,2017-02-16
58,Red Cabbbage KG,50.0,55.0,53.0,2017-02-16
59,Spinach Leaf KG,30.0,35.0,33.0,2017-02-16
60,Squash(Long) KG,10.0,15.0,12.0,2017-02-16
61,Sugarbeet KG,90.0,100.0,95.0,2017-02-16
62,Sweet Orange KG,100.0,110.0,105.0,2017-02-16
63,Sweet Potato KG,60.0,65.0,63.0,2017-02-16
64,Sword Bean KG,35.0,40.0,38.0,2017-02-16
65,Tamarind KG,100.0,110.0,105.0,2017-02-16
66,Tofu KG,80.0,90.0,85.0,2017-02-16
67,Tomato Big(Nepali) KG,25.0,30.0,28.0,2017-02-16
68,Tomato Small(Local) KG,15.0,20.0,18.0,2017-02-16
69,Turnip A KG,30.0,35.0,33.0,2017-02-16
70,Water Melon(Green) KG,40.0,45.0,43.0,2017-02-16
71,Yam KG,40.0,45.0,43.0,2017-02-16
0,Apple(Jholey) KG,100.0,110.0,105.0,2017-02-17
1,Arum KG,40.0,45.0,42.0,2017-02-17
2,Bakula KG,60.0,70.0,65.0,2017-02-17
3,Bamboo Shoot KG,120.0,130.0,125.0,2017-02-17
4,Banana Per Dozen,70.0,80.0,75.0,2017-02-17
5,Barela KG,25.0,30.0,28.0,2017-02-17
6,Bitter Gourd KG,130.0,140.0,135.0,2017-02-17
7,Bottle Gourd KG,35.0,40.0,38.0,2017-02-17
8,Brd Leaf Mustard KG,25.0,30.0,28.0,2017-02-17
9,Brinjal Long KG,30.0,35.0,33.0,2017-02-17
10,Brinjal Round KG,30.0,35.0,33.0,2017-02-17
11,Brocauli KG,20.0,25.0,22.0,2017-02-17
12,Cabbage(Local) KG,15.0,17.0,16.0,2017-02-17
13,Capsicum KG,35.0,40.0,38.0,2017-02-17
14,Carrot(Local) KG,25.0,30.0,28.0,2017-02-17
15,Cauli Local KG,15.0,20.0,18.0,2017-02-17
16,Cauli Terai KG,10.0,15.0,12.0,2017-02-17
17,Celery KG,90.0,100.0,95.0,2017-02-17
18,Chilli Dry KG,270.0,280.0,275.0,2017-02-17
19,Chilli Green KG,45.0,50.0,48.0,2017-02-17
20,Christophine KG,25.0,30.0,28.0,2017-02-17
21,Clive Dry KG,200.0,210.0,205.0,2017-02-17
22,Clive Green KG,70.0,80.0,75.0,2017-02-17
23,Coriander Green KG,30.0,40.0,36.0,2017-02-17
24,Cress Leaf KG,30.0,35.0,33.0,2017-02-17
25,Cucumber(Local) KG,35.0,40.0,38.0,2017-02-17
26,Fennel Leaf KG,35.0,40.0,38.0,2017-02-17
27,Fenugreek Leaf KG,30.0,35.0,33.0,2017-02-17
28,Fish Fresh KG,225.0,230.0,228.0,2017-02-17
29,French Bean(Local) KG,50.0,60.0,55.0,2017-02-17
30,Garlic Dry Chinese KG,340.0,350.0,345.0,2017-02-17
31,Garlic Dry Nepali KG,310.0,350.0,327.0,2017-02-17
32,Garlic Green KG,50.0,60.0,55.0,2017-02-17
33,Ginger KG,40.0,50.0,45.0,2017-02-17
34,Grapes(Green) KG,100.0,110.0,105.0,2017-02-17
35,Green Peas KG,45.0,50.0,48.0,2017-02-17
36,Jack Fruit KG,50.0,60.0,55.0,2017-02-17
37,Knolkhol KG,30.0,35.0,33.0,2017-02-17
38,Lettuce KG,35.0,40.0,38.0,2017-02-17
39,Lime KG,400.0,450.0,425.0,2017-02-17
40,Mint KG,90.0,100.0,95.0,2017-02-17
41,Mombin KG,45.0,50.0,48.0,2017-02-17
42,Mushroom(Kanya) KG,100.0,110.0,103.0,2017-02-17
43,Mustard Leaf KG,30.0,35.0,33.0,2017-02-17
44,Okara KG,95.0,100.0,98.0,2017-02-17
45,Onion Dry (Indian) KG,22.0,24.0,23.0,2017-02-17
46,Onion Green KG,25.0,30.0,28.0,2017-02-17
47,Orange(Nepali) KG,90.0,100.0,95.0,2017-02-17
48,Parseley KG,90.0,100.0,95.0,2017-02-17
49,Pear(Local) KG,100.0,110.0,105.0,2017-02-17
50,Pineapple 1 Pc,100.0,110.0,105.0,2017-02-17
51,Pomegranate KG,210.0,220.0,215.0,2017-02-17
52,Potato Red KG,20.0,22.0,21.0,2017-02-17
53,Potato White KG,15.0,17.0,16.0,2017-02-17
54,Pumpkin KG,20.0,22.0,21.0,2017-02-17
55,Raddish Red KG,10.0,15.0,12.0,2017-02-17
56,Raddish White(Local) KG,10.0,15.0,12.0,2017-02-17
57,Red Cabbbage KG,50.0,55.0,53.0,2017-02-17
58,Spinach Leaf KG,30.0,35.0,33.0,2017-02-17
59,Squash(Long) KG,10.0,15.0,13.0,2017-02-17
60,Sugarbeet KG,90.0,100.0,95.0,2017-02-17
61,Sweet Orange KG,100.0,110.0,105.0,2017-02-17
62,Sweet Potato KG,60.0,65.0,63.0,2017-02-17
63,Sword Bean KG,35.0,40.0,38.0,2017-02-17
64,Tamarind KG,100.0,110.0,105.0,2017-02-17
65,Tofu KG,80.0,90.0,85.0,2017-02-17
66,Tomato Big(Nepali) KG,25.0,30.0,28.0,2017-02-17
67,Tomato Small(Local) KG,15.0,20.0,18.0,2017-02-17
68,Turnip A KG,30.0,35.0,33.0,2017-02-17
69,Water Melon(Green) KG,45.0,50.0,48.0,2017-02-17
70,Yam KG,40.0,45.0,43.0,2017-02-17
0,Apple(Jholey) KG,100.0,110.0,105.0,2017-02-18
1,Arum KG,40.0,45.0,42.0,2017-02-18
2,Bakula KG,65.0,70.0,68.0,2017-02-18
3,Bamboo Shoot KG,120.0,130.0,125.0,2017-02-18
4,Banana Per Dozen,70.0,80.0,75.0,2017-02-18
5,Barela KG,24.0,30.0,27.0,2017-02-18
6,Bitter Gourd KG,130.0,150.0,140.0,2017-02-18
7,Bottle Gourd KG,35.0,40.0,38.0,2017-02-18
8,Brd Leaf Mustard KG,25.0,30.0,28.0,2017-02-18
9,Brinjal Long KG,30.0,35.0,33.0,2017-02-18
10,Brinjal Round KG,30.0,35.0,33.0,2017-02-18
11,Cabbage(Local) KG,15.0,18.0,16.0,2017-02-18
12,Capsicum KG,30.0,38.0,33.0,2017-02-18
13,Carrot(Local) KG,25.0,30.0,27.0,2017-02-18
14,Cauli Local KG,16.0,20.0,18.0,2017-02-18
15,Cauli Terai KG,10.0,15.0,12.0,2017-02-18
16,Celery KG,90.0,100.0,95.0,2017-02-18
17,Chilli Dry KG,270.0,280.0,275.0,2017-02-18
18,Chilli Green KG,45.0,50.0,47.0,2017-02-18
19,Christophine KG,25.0,30.0,28.0,2017-02-18
20,Clive Dry KG,200.0,210.0,205.0,2017-02-18
21,Clive Green KG,70.0,80.0,75.0,2017-02-18
22,Coriander Green KG,30.0,40.0,35.0,2017-02-18
23,Cress Leaf KG,30.0,35.0,33.0,2017-02-18
24,Cucumber(Local) KG,35.0,40.0,38.0,2017-02-18
25,Fennel Leaf KG,35.0,40.0,38.0,2017-02-18
26,Fenugreek Leaf KG,30.0,35.0,33.0,2017-02-18
27,Fish Fresh KG,225.0,230.0,228.0,2017-02-18
28,French Bean(Local) KG,55.0,60.0,58.0,2017-02-18
29,Garlic Dry Chinese KG,340.0,350.0,345.0,2017-02-18
30,Garlic Dry Nepali KG,310.0,320.0,315.0,2017-02-18
31,Garlic Green KG,50.0,60.0,56.0,2017-02-18
32,Ginger KG,40.0,50.0,46.0,2017-02-18
33,Grapes(Green) KG,100.0,110.0,105.0,2017-02-18
34,Green Peas KG,45.0,50.0,48.0,2017-02-18
35,Jack Fruit KG,50.0,60.0,55.0,2017-02-18
36,Knolkhol KG,30.0,35.0,33.0,2017-02-18
37,Lettuce KG,35.0,40.0,38.0,2017-02-18
38,Lime KG,400.0,450.0,425.0,2017-02-18
39,Mint KG,90.0,100.0,95.0,2017-02-18
40,Mombin KG,50.0,60.0,55.0,2017-02-18
41,Mushroom(Kanya) KG,100.0,110.0,105.0,2017-02-18
42,Mustard Leaf KG,30.0,35.0,33.0,2017-02-18
43,Okara KG,95.0,100.0,98.0,2017-02-18
44,Onion Dry (Indian) KG,22.0,24.0,23.0,2017-02-18
45,Onion Green KG,25.0,30.0,28.0,2017-02-18
46,Orange(Nepali) KG,90.0,95.0,93.0,2017-02-18
47,Parseley KG,90.0,100.0,95.0,2017-02-18
48,Pear(Local) KG,100.0,110.0,105.0,2017-02-18
49,Pineapple 1 Pc,100.0,110.0,105.0,2017-02-18
50,Pomegranate KG,210.0,220.0,215.0,2017-02-18
51,Potato Red KG,20.0,22.0,21.0,2017-02-18
52,Potato White KG,15.0,17.0,16.0,2017-02-18
53,Pumpkin KG,18.0,21.0,20.0,2017-02-18
54,Raddish Red KG,14.0,16.0,15.0,2017-02-18
55,Raddish White(Local) KG,14.0,16.0,15.0,2017-02-18
56,Red Cabbbage KG,50.0,55.0,53.0,2017-02-18
57,Spinach Leaf KG,30.0,35.0,33.0,2017-02-18
58,Squash(Long) KG,10.0,15.0,13.0,2017-02-18
59,Sugarbeet KG,90.0,100.0,95.0,2017-02-18
60,Sweet Orange KG,100.0,110.0,105.0,2017-02-18
61,Sweet Potato KG,60.0,65.0,63.0,2017-02-18
62,Sword Bean KG,45.0,50.0,48.0,2017-02-18
63,Tamarind KG,100.0,110.0,105.0,2017-02-18
64,Tofu KG,80.0,90.0,85.0,2017-02-18
65,Tomato Big(Nepali) KG,25.0,30.0,28.0,2017-02-18
66,Tomato Small(Local) KG,15.0,20.0,17.0,2017-02-18
67,Turnip A KG,30.0,35.0,33.0,2017-02-18
68,Water Melon(Green) KG,45.0,50.0,48.0,2017-02-18
69,Yam KG,40.0,45.0,43.0,2017-02-18
0,Apple(Jholey) KG,100.0,110.0,105.0,2017-02-19
1,Arum KG,40.0,45.0,42.0,2017-02-19
2,Bakula KG,65.0,70.0,68.0,2017-02-19
3,Bamboo Shoot KG,120.0,130.0,125.0,2017-02-19
4,Banana Per Dozen,70.0,80.0,75.0,2017-02-19
5,Barela KG,25.0,30.0,28.0,2017-02-19
6,Bitter Gourd KG,95.0,100.0,98.0,2017-02-19
7,Bottle Gourd KG,35.0,40.0,38.0,2017-02-19
8,Brd Leaf Mustard KG,25.0,30.0,28.0,2017-02-19
9,Brinjal Long KG,30.0,35.0,33.0,2017-02-19
10,Brinjal Round KG,30.0,35.0,33.0,2017-02-19
11,Brocauli KG,25.0,30.0,28.0,2017-02-19
12,Cabbage(Local) KG,12.0,15.0,13.0,2017-02-19
13,Capsicum KG,30.0,35.0,33.0,2017-02-19
14,Carrot(Local) KG,25.0,30.0,28.0,2017-02-19
15,Cauli Local KG,15.0,20.0,18.0,2017-02-19
16,Cauli Terai KG,10.0,15.0,12.0,2017-02-19
17,Celery KG,90.0,100.0,95.0,2017-02-19
18,Chilli Dry KG,270.0,280.0,275.0,2017-02-19
19,Chilli Green KG,45.0,50.0,48.0,2017-02-19
20,Christophine KG,25.0,30.0,28.0,2017-02-19
21,Clive Dry KG,200.0,210.0,205.0,2017-02-19
22,Clive Green KG,70.0,80.0,75.0,2017-02-19
23,Coriander Green KG,40.0,50.0,45.0,2017-02-19
24,Cress Leaf KG,30.0,35.0,33.0,2017-02-19
25,Cucumber(Local) KG,35.0,40.0,38.0,2017-02-19
26,Fennel Leaf KG,35.0,40.0,38.0,2017-02-19
27,Fenugreek Leaf KG,30.0,35.0,33.0,2017-02-19
28,Fish Fresh KG,225.0,230.0,228.0,2017-02-19
29,French Bean(Local) KG,45.0,50.0,48.0,2017-02-19
30,Garlic Dry Chinese KG,340.0,350.0,345.0,2017-02-19
31,Garlic Dry Nepali KG,310.0,320.0,315.0,2017-02-19
32,Garlic Green KG,60.0,70.0,65.0,2017-02-19
33,Ginger KG,40.0,50.0,45.0,2017-02-19
34,Grapes(Green) KG,100.0,110.0,105.0,2017-02-19
35,Green Peas KG,40.0,45.0,42.0,2017-02-19
36,Jack Fruit KG,50.0,60.0,55.0,2017-02-19
37,Knolkhol KG,30.0,35.0,33.0,2017-02-19
38,Lettuce KG,35.0,40.0,38.0,2017-02-19
39,Lime KG,400.0,450.0,425.0,2017-02-19
40,Mint KG,90.0,100.0,95.0,2017-02-19
41,Mombin KG,45.0,50.0,48.0,2017-02-19
42,Mushroom(Kanya) KG,70.0,80.0,75.0,2017-02-19
43,Mustard Leaf KG,30.0,35.0,33.0,2017-02-19
44,Okara KG,95.0,100.0,98.0,2017-02-19
45,Onion Dry (Indian) KG,22.0,24.0,23.0,2017-02-19
46,Onion Green KG,30.0,35.0,33.0,2017-02-19
47,Orange(Nepali) KG,95.0,100.0,98.0,2017-02-19
48,Papaya(Nepali) KG,50.0,60.0,55.0,2017-02-19
49,Parseley KG,90.0,100.0,95.0,2017-02-19
50,Pear(Local) KG,100.0,110.0,105.0,2017-02-19
51,Pineapple 1 Pc,100.0,110.0,105.0,2017-02-19
52,Pomegranate KG,210.0,220.0,215.0,2017-02-19
53,Potato Red KG,18.0,20.0,19.0,2017-02-19
54,Potato White KG,12.0,14.0,13.0,2017-02-19
55,Pumpkin KG,20.0,22.0,21.0,2017-02-19
56,Raddish Red KG,10.0,15.0,12.0,2017-02-19
57,Raddish White(Local) KG,10.0,15.0,12.0,2017-02-19
58,Red Cabbbage KG,50.0,60.0,55.0,2017-02-19
59,Spinach Leaf KG,30.0,35.0,33.0,2017-02-19
60,Squash(Long) KG,15.0,20.0,18.0,2017-02-19
61,Sugarbeet KG,60.0,70.0,65.0,2017-02-19
62,Sweet Orange KG,100.0,110.0,105.0,2017-02-19
63,Sweet Potato KG,60.0,65.0,63.0,2017-02-19
64,Sword Bean KG,40.0,45.0,42.0,2017-02-19
65,Tamarind KG,100.0,110.0,105.0,2017-02-19
66,Tofu KG,80.0,90.0,85.0,2017-02-19
67,Tomato Big(Nepali) KG,30.0,35.0,33.0,2017-02-19
68,Tomato Small(Local) KG,15.0,20.0,18.0,2017-02-19
69,Turnip A KG,30.0,35.0,33.0,2017-02-19
70,Water Melon(Green) KG,45.0,50.0,48.0,2017-02-19
71,Yam KG,40.0,45.0,43.0,2017-02-19
0,Apple(Jholey) KG,100.0,110.0,105.0,2017-02-20
1,Arum KG,40.0,45.0,42.0,2017-02-20
2,Bakula KG,60.0,70.0,65.0,2017-02-20
3,Bamboo Shoot KG,120.0,130.0,125.0,2017-02-20
4,Banana Per Dozen,70.0,80.0,75.0,2017-02-20
5,Barela KG,25.0,30.0,28.0,2017-02-20
6,Bitter Gourd KG,95.0,100.0,98.0,2017-02-20
7,Bottle Gourd KG,35.0,40.0,38.0,2017-02-20
8,Brd Leaf Mustard KG,25.0,30.0,28.0,2017-02-20
9,Brinjal Long KG,30.0,35.0,33.0,2017-02-20
10,Brinjal Round KG,30.0,35.0,33.0,2017-02-20
11,Brocauli KG,25.0,30.0,28.0,2017-02-20
12,Cabbage(Local) KG,10.0,12.0,11.0,2017-02-20
13,Capsicum KG,30.0,35.0,33.0,2017-02-20
14,Carrot(Local) KG,25.0,30.0,28.0,2017-02-20
15,Cauli Local KG,15.0,20.0,18.0,2017-02-20
16,Cauli Terai KG,10.0,12.0,11.0,2017-02-20
17,Celery KG,90.0,100.0,95.0,2017-02-20
18,Chilli Dry KG,270.0,280.0,275.0,2017-02-20
19,Chilli Green KG,45.0,50.0,48.0,2017-02-20
20,Christophine KG,25.0,30.0,28.0,2017-02-20
21,Clive Dry KG,200.0,210.0,205.0,2017-02-20
22,Clive Green KG,70.0,80.0,75.0,2017-02-20
23,Coriander Green KG,30.0,40.0,35.0,2017-02-20
24,Cress Leaf KG,30.0,35.0,33.0,2017-02-20
25,Cucumber(Local) KG,35.0,40.0,38.0,2017-02-20
26,Fennel Leaf KG,35.0,40.0,38.0,2017-02-20
27,Fenugreek Leaf KG,30.0,35.0,33.0,2017-02-20
28,Fish Fresh KG,225.0,230.0,228.0,2017-02-20
29,French Bean(Local) KG,50.0,55.0,52.0,2017-02-20
30,Garlic Dry Chinese KG,340.0,350.0,345.0,2017-02-20
31,Garlic Dry Nepali KG,310.0,320.0,315.0,2017-02-20
32,Garlic Green KG,70.0,80.0,75.0,2017-02-20
33,Ginger KG,40.0,50.0,45.0,2017-02-20
34,Grapes(Green) KG,100.0,110.0,105.0,2017-02-20
35,Green Peas KG,40.0,45.0,42.0,2017-02-20
36,Jack Fruit KG,50.0,60.0,55.0,2017-02-20
37,Knolkhol KG,30.0,35.0,33.0,2017-02-20
38,Lettuce KG,35.0,40.0,38.0,2017-02-20
39,Lime KG,400.0,450.0,425.0,2017-02-20
40,Mint KG,90.0,100.0,95.0,2017-02-20
41,Mombin KG,45.0,50.0,48.0,2017-02-20
42,Mushroom(Kanya) KG,50.0,60.0,55.0,2017-02-20
43,Mustard Leaf KG,30.0,35.0,33.0,2017-02-20
44,Okara KG,95.0,100.0,98.0,2017-02-20
45,Onion Dry (Indian) KG,22.0,24.0,23.0,2017-02-20
46,Onion Green KG,15.0,20.0,18.0,2017-02-20
47,Orange(Nepali) KG,95.0,100.0,98.0,2017-02-20
48,Papaya(Nepali) KG,50.0,60.0,55.0,2017-02-20
49,Parseley KG,90.0,100.0,95.0,2017-02-20
50,Pear(Local) KG,100.0,110.0,105.0,2017-02-20
51,Pineapple 1 Pc,100.0,110.0,105.0,2017-02-20
52,Pomegranate KG,210.0,220.0,215.0,2017-02-20
53,Potato Red KG,18.0,20.0,19.0,2017-02-20
