,Product,Minimum,Maximum,Average,Date
22,Cauli Local KG,50,60,55,2023-01-28
23,Cauli Local(Jyapu) KG,60,70,65,2023-01-28
24,Cauli Terai KG,30,40,36.67,2023-01-28
25,Celery KG,150,200,183.33,2023-01-28
26,Chilli Dry KG,450,480,463.33,2023-01-28
27,Chilli Green KG,70,80,76,2023-01-28
28,Chilli Green(Akbare) KG,300,350,325,2023-01-28
29,Chilli Green(Bullet) KG,60,70,66.67,2023-01-28
30,Chilli Green(Machhe) KG,80,90,86.67,2023-01-28
31,Christophine KG,40,50,44,2023-01-28
32,Clive Dry KG,250,300,283.33,2023-01-28
33,Clive Green KG,90,100,95,2023-01-28
34,Coriander Green KG,90,100,96,2023-01-28
35,Cowpea(Short) KG,60,70,65,2023-01-28
36,Cress Leaf KG,80,90,86.67,2023-01-28
37,Cucumber(Hybrid) KG,50,60,56.67,2023-01-28
38,Cucumber(Local) KG,80,90,86,2023-01-28
39,Drumstick KG,250,300,275,2023-01-28
40,Fennel Leaf KG,80,90,86.67,2023-01-28
41,Fenugreek Leaf KG,80,90,86.67,2023-01-28
42,Fish Fresh(Bachuwa) KG,260,280,270,2023-01-28
43,Fish Fresh(Chhadi) KG,250,270,260,2023-01-28
44,Fish Fresh(Mungari) KG,260,280,270,2023-01-28
45,Fish Fresh(Rahu) KG,350,380,370,2023-01-28
46,French Bean(Hybrid) KG,60,70,66,2023-01-28
47,French Bean(Local) KG,50,60,56,2023-01-28
48,French Bean(Rajma) KG,80,90,86,2023-01-28
49,Garlic Dry Chinese KG,190,200,196,2023-01-28
50,Garlic Dry Nepali KG,90,100,96.67,2023-01-28
51,Garlic Green KG,140,150,146.67,2023-01-28
52,Ginger KG,90,100,96,2023-01-28
53,Grapes(Black) KG,300,320,313.33,2023-01-28
54,Grapes(Green) KG,180,200,193.33,2023-01-28
55,Green Peas KG,50,60,55,2023-01-28
56,Guava KG,120,150,140,2023-01-28
57,Gundruk KG,250,300,275,2023-01-28
58,Jack Fruit KG,100,110,106.67,2023-01-28
59,Kinnow KG,130,150,137.5,2023-01-28
60,Kiwi KG,250,300,283.33,2023-01-28
61,Knolkhol KG,50,60,56.67,2023-01-28
62,Lemon KG,70,80,76.67,2023-01-28
63,Lettuce KG,50,60,53.33,2023-01-28
64,Lime KG,120,130,126,2023-01-28
65,Mandarin KG,220,250,240,2023-01-28
66,Mint KG,400,500,450,2023-01-28
67,Mombin KG,170,180,176.67,2023-01-28
68,Mushroom(Button) KG,340,380,356,2023-01-28
69,Mushroom(Kanya) KG,150,180,164,2023-01-28
70,Mustard Leaf KG,40,50,46.67,2023-01-28
71,Okara KG,120,130,126,2023-01-28
72,Onion Dry (Indian) KG,40,41,40.5,2023-01-28
73,Onion Green KG,120,130,126.67,2023-01-28
74,Orange(Nepali) KG,140,150,146,2023-01-28
75,Papaya(Indian) KG,80,90,86.67,2023-01-28
76,Papaya(Nepali) KG,70,80,75,2023-01-28
77,Parseley KG,300,350,333.33,2023-01-28
78,Pear(Chinese) KG,220,250,240,2023-01-28
79,Pineapple 1 Pc,150,180,170,2023-01-28
80,Pomegranate KG,300,350,325,2023-01-28
81,Potato Red KG,30,31,30.4,2023-01-28
82,Potato Red(Indian) KG,26,28,27,2023-01-28
83,Potato White KG,20,22,21.33,2023-01-28
84,Pumpkin KG,40,50,45,2023-01-28
85,Raddish Red KG,60,70,66.67,2023-01-28
86,Raddish White(Hybrid) KG,25,30,28.33,2023-01-28
87,Raddish White(Local) KG,20,25,23,2023-01-28
88,Red Cabbbage KG,70,80,76.67,2023-01-28
89,Spinach Leaf KG,80,90,86.67,2023-01-28
90,Squash(Long) KG,25,30,28,2023-01-28
91,Squash(Round) KG,25,30,27.5,2023-01-28
92,Strawberry KG,350,450,400,2023-01-28
93,Sugarbeet KG,70,80,75,2023-01-28
94,Sugarcane Per Piece,60,70,66.67,2023-01-28
95,Sweet Orange KG,150,180,170,2023-01-28
96,Sweet Potato KG,70,80,76,2023-01-28
97,Sword Bean KG,60,70,66,2023-01-28
98,Tamarind KG,140,150,146.67,2023-01-28
99,Tofu KG,120,130,126.67,2023-01-28
100,Tomato Big(Indian) KG,50,60,56,2023-01-28
101,Tomato Big(Nepali) KG,50,60,56,2023-01-28
102,Tomato Small(Indian) KG,20,25,22,2023-01-28
103,Tomato Small(Local) KG,10,15,13,2023-01-28
104,Tomato Small(Terai) KG,20,25,22.5,2023-01-28
105,Tomato Small(Tunnel) KG,10,15,12.5,2023-01-28
106,Tree Tomato Kg,130,140,136.67,2023-01-28
107,Turnip KG,50,60,55,2023-01-28
108,Turnip A KG,60,70,66.67,2023-01-28
109,Water Melon(Green) KG,40,50,46.67,2023-01-28
110,Yam KG,60,70,66,2023-01-28
0,Amla KG,60,70,65,2023-01-29
1,Apple(Fuji) KG,250,300,275,2023-01-29
2,Apple(Jholey) KG,250,280,265,2023-01-29
3,Arum KG,40,50,45,2023-01-29
4,Asparagus KG,0,0,0,2023-01-29
5,Avocado KG,300,350,325,2023-01-29
6,Bakula KG,60,70,65,2023-01-29
7,Bamboo Shoot KG,90,100,95,2023-01-29
8,Banana Per Dozen,120,130,125,2023-01-29
9,Barela KG,60,70,65,2023-01-29
10,Bitter Gourd KG,70,80,75,2023-01-29
11,Bottle Gourd KG,50,60,55,2023-01-29
12,Brd Leaf Mustard KG,50,60,55,2023-01-29
13,Brinjal Long KG,50,60,55,2023-01-29
14,Brinjal Round KG,50,60,55,2023-01-29
15,Brocauli KG,50,60,55,2023-01-29
16,Cabbage KG,15,20,17.67,2023-01-29
17,Cabbage(Local) KG,20,25,22.33,2023-01-29
18,Cabbage(Terai) KG,15,20,17.67,2023-01-29
19,Capsicum KG,50,60,55,2023-01-29
20,Carrot(Local) KG,25,30,27.67,2023-01-29
21,Carrot(Terai) KG,20,25,22.33,2023-01-29
22,Cauli Local KG,30,40,35,2023-01-29
23,Cauli Local(Jyapu) KG,50,60,55,2023-01-29
24,Cauli Terai KG,30,35,32.67,2023-01-29
25,Celery KG,150,200,175,2023-01-29
26,Chilli Dry KG,450,480,465,2023-01-29
27,Chilli Green KG,70,80,75,2023-01-29
28,Chilli Green(Akbare) KG,300,350,325,2023-01-29
29,Chilli Green(Bullet) KG,70,80,75,2023-01-29
30,Chilli Green(Machhe) KG,80,90,85,2023-01-29
31,Christophine KG,40,50,45,2023-01-29
32,Clive Dry KG,250,300,275,2023-01-29
33,Clive Green KG,90,100,95,2023-01-29
34,Coriander Green KG,80,90,85,2023-01-29
35,Cow pea(Long) KG,60,70,65,2023-01-29
36,Cress Leaf KG,80,90,85,2023-01-29
37,Cucumber(Hybrid) KG,50,60,55,2023-01-29
38,Cucumber(Local) KG,70,80,75,2023-01-29
39,Drumstick KG,250,300,275,2023-01-29
40,Fennel Leaf KG,80,90,85,2023-01-29
41,Fenugreek Leaf KG,80,90,85,2023-01-29
42,Fish Fresh(Bachuwa) KG,260,280,270,2023-01-29
43,Fish Fresh(Chhadi) KG,250,270,260,2023-01-29
44,Fish Fresh(Mungari) KG,260,280,270,2023-01-29
45,Fish Fresh(Rahu) KG,350,380,365,2023-01-29
46,French Bean(Hybrid) KG,60,70,65,2023-01-29
47,French Bean(Local) KG,50,60,55,2023-01-29
48,French Bean(Rajma) KG,90,100,95,2023-01-29
49,Garlic Dry Chinese KG,190,200,195,2023-01-29
50,Garlic Dry Nepali KG,90,100,95,2023-01-29
51,Garlic Green KG,120,130,125,2023-01-29
52,Ginger KG,90,100,95,2023-01-29
53,Grapes(Black) KG,300,320,310,2023-01-29
54,Grapes(Green) KG,180,200,190,2023-01-29
55,Green Peas KG,50,60,55,2023-01-29
56,Guava KG,120,150,135,2023-01-29
57,Jack Fruit KG,100,110,105,2023-01-29
58,Kinnow KG,130,150,140,2023-01-29
59,Kiwi KG,250,300,275,2023-01-29
60,Knolkhol KG,50,60,55,2023-01-29
61,Lemon KG,70,80,75,2023-01-29
62,Lettuce KG,50,60,55,2023-01-29
63,Lime KG,120,130,125,2023-01-29
64,Mandarin KG,220,250,235,2023-01-29
65,Mint KG,400,500,450,2023-01-29
66,Mombin KG,170,180,175,2023-01-29
67,Mushroom(Button) KG,300,350,326.67,2023-01-29
68,Mushroom(Kanya) KG,130,150,138.33,2023-01-29
69,Mustard Leaf KG,40,50,45,2023-01-29
70,Okara KG,130,140,135,2023-01-29
71,Onion Dry (Indian) KG,40,41,40.33,2023-01-29
72,Onion Green KG,120,130,125,2023-01-29
73,Orange(Nepali) KG,140,150,145,2023-01-29
74,Papaya(Indian) KG,80,90,85,2023-01-29
75,Papaya(Nepali) KG,70,80,75,2023-01-29
76,Parseley KG,300,350,325,2023-01-29
77,Pear(Chinese) KG,220,250,235,2023-01-29
78,Pineapple 1 Pc,150,180,165,2023-01-29
79,Pomegranate KG,300,350,325,2023-01-29
80,Potato Red KG,30,32,31,2023-01-29
81,Potato Red(Indian) KG,26,28,27,2023-01-29
82,Potato White KG,20,22,21,2023-01-29
83,Pumpkin KG,40,45,42.33,2023-01-29
84,Raddish Red KG,50,60,55,2023-01-29
85,Raddish White(Hybrid) KG,25,30,27.67,2023-01-29
86,Raddish White(Local) KG,20,25,22.33,2023-01-29
87,Red Cabbbage KG,70,80,75,2023-01-29
88,Spinach Leaf KG,80,90,85,2023-01-29
89,Squash(Long) KG,20,30,25,2023-01-29
90,Squash(Round) KG,20,30,25,2023-01-29
91,Strawberry KG,350,450,400,2023-01-29
92,Sugarbeet KG,70,80,75,2023-01-29
93,Sugarcane Per Piece,60,70,65,2023-01-29
94,Sweet Orange KG,150,180,165,2023-01-29
95,Sweet Potato KG,70,80,75,2023-01-29
96,Sword Bean KG,60,70,65,2023-01-29
97,Tamarind KG,140,150,145,2023-01-29
98,Tofu KG,120,130,125,2023-01-29
99,Tomato Big(Indian) KG,50,60,55,2023-01-29
100,Tomato Big(Nepali) KG,50,60,55,2023-01-29
101,Tomato Small(Indian) KG,20,25,22.33,2023-01-29
102,Tomato Small(Local) KG,10,15,12.33,2023-01-29
103,Tomato Small(Terai) KG,20,25,22.33,2023-01-29
104,Tomato Small(Tunnel) KG,15,20,17.67,2023-01-29
105,Tree Tomato Kg,130,140,135,2023-01-29
106,Turnip KG,50,60,55,2023-01-29
107,Turnip A KG,60,70,65,2023-01-29
108,Water Melon(Green) KG,40,50,45,2023-01-29
109,Yam KG,50,60,55,2023-01-29
0,Amla KG,60,70,66.67,2023-01-30
1,Apple(Fuji) KG,250,300,276.67,2023-01-30
2,Apple(Jholey) KG,250,280,265,2023-01-30
3,Arum KG,40,45,42.5,2023-01-30
4,Asparagus KG,0,0,0,2023-01-30
5,Avocado KG,300,350,325,2023-01-30
6,Bakula KG,60,70,66.67,2023-01-30
7,Bamboo Shoot KG,90,100,96.67,2023-01-30
8,Banana Per Dozen,120,130,126.67,2023-01-30
9,Barela KG,50,60,56.67,2023-01-30
10,Bitter Gourd KG,110,120,115,2023-01-30
11,Bottle Gourd KG,50,60,56.67,2023-01-30
12,Brd Leaf Mustard KG,50,60,56.67,2023-01-30
13,Brinjal Long KG,50,60,56,2023-01-30
14,Brinjal Round KG,50,60,56.67,2023-01-30
15,Brocauli KG,40,50,45,2023-01-30
16,Cabbage KG,15,20,17.5,2023-01-30
17,Cabbage(Local) KG,15,20,18,2023-01-30
18,Cabbage(Terai) KG,15,20,17.5,2023-01-30
19,Capsicum KG,50,60,55,2023-01-30
20,Carrot(Local) KG,18,22,20,2023-01-30
21,Carrot(Terai) KG,12,16,14.25,2023-01-30
22,Cauli Local KG,20,30,25,2023-01-30
23,Cauli Local(Jyapu) KG,30,40,35,2023-01-30
24,Cauli Terai KG,15,20,17.5,2023-01-30
25,Celery KG,200,250,225,2023-01-30
26,Chilli Dry KG,450,480,465,2023-01-30
27,Chilli Green KG,70,80,75,2023-01-30
28,Chilli Green(Akbare) KG,300,350,325,2023-01-30
29,Chilli Green(Bullet) KG,70,80,76.67,2023-01-30
30,Chilli Green(Machhe) KG,80,90,86.67,2023-01-30
31,Christophine KG,40,45,43.33,2023-01-30
32,Clive Dry KG,300,350,325,2023-01-30
33,Clive Green KG,90,100,96.67,2023-01-30
34,Coriander Green KG,80,90,86,2023-01-30
35,Cress Leaf KG,80,90,86.67,2023-01-30
36,Cucumber(Hybrid) KG,40,50,46.67,2023-01-30
37,Cucumber(Local) KG,60,70,65,2023-01-30
38,Drumstick KG,250,300,275,2023-01-30
39,Fennel Leaf KG,80,90,86.67,2023-01-30
40,Fenugreek Leaf KG,80,90,86.67,2023-01-30
41,Fish Fresh(Bachuwa) KG,260,280,273.33,2023-01-30
42,Fish Fresh(Chhadi) KG,250,260,256.67,2023-01-30
43,Fish Fresh(Mungari) KG,260,280,270,2023-01-30
44,Fish Fresh(Rahu) KG,350,400,376.67,2023-01-30
45,French Bean(Hybrid) KG,70,80,75,2023-01-30
46,French Bean(Local) KG,50,60,55,2023-01-30
47,French Bean(Rajma) KG,70,80,76.67,2023-01-30
48,Garlic Dry Chinese KG,180,190,186,2023-01-30
49,Garlic Dry Nepali KG,90,100,95,2023-01-30
50,Garlic Green KG,110,120,116.67,2023-01-30
51,Ginger KG,90,100,95,2023-01-30
52,Grapes(Black) KG,250,280,265,2023-01-30
53,Grapes(Green) KG,150,180,170,2023-01-30
54,Green Peas KG,50,60,55,2023-01-30
55,Guava KG,120,150,140,2023-01-30
56,Gundruk KG,250,300,283.33,2023-01-30
57,Jack Fruit KG,100,110,105,2023-01-30
58,Kinnow KG,120,140,130,2023-01-30
59,Kiwi KG,300,350,325,2023-01-30
60,Knolkhol KG,50,60,56.67,2023-01-30
61,Lettuce KG,50,60,56.67,2023-01-30
62,Lime KG,110,130,120,2023-01-30
63,Mandarin KG,220,250,240,2023-01-30
64,Mint KG,350,400,375,2023-01-30
65,Mombin KG,140,150,146.67,2023-01-30
66,Mushroom(Button) KG,280,330,302,2023-01-30
67,Mushroom(Kanya) KG,100,140,120,2023-01-30
68,Mustard Leaf KG,40,50,46.67,2023-01-30
69,Okara KG,120,130,125,2023-01-30
70,Onion Dry (Indian) KG,40,42,41,2023-01-30
71,Onion Green KG,110,120,116.67,2023-01-30
72,Orange(Nepali) KG,140,160,150,2023-01-30
73,Papaya(Indian) KG,80,90,86.67,2023-01-30
74,Papaya(Nepali) KG,70,80,75,2023-01-30
75,Parseley KG,300,350,325,2023-01-30
76,Pear(Chinese) KG,250,280,265,2023-01-30
77,Pineapple 1 Pc,150,180,170,2023-01-30
78,Pomegranate KG,300,350,333.33,2023-01-30
79,Potato Red KG,28,30,29,2023-01-30
80,Potato Red(Indian) KG,26,28,27,2023-01-30
81,Potato White KG,20,22,21,2023-01-30
82,Pumpkin KG,40,50,45,2023-01-30
83,Raddish Red KG,60,70,65,2023-01-30
84,Raddish White(Hybrid) KG,25,30,28.33,2023-01-30
85,Raddish White(Local) KG,20,25,22.5,2023-01-30
86,Red Cabbbage KG,70,80,76.67,2023-01-30
87,Spinach Leaf KG,80,90,86.67,2023-01-30
88,Squash(Long) KG,25,30,27.5,2023-01-30
89,Squash(Round) KG,25,30,27.5,2023-01-30
90,Strawberry KG,350,450,400,2023-01-30
91,Sugarbeet KG,70,80,76.67,2023-01-30
92,Sugarcane Per Piece,70,80,75,2023-01-30
93,Sweet Orange KG,150,180,165,2023-01-30
94,Sweet Potato KG,70,80,75,2023-01-30
95,Sword Bean KG,40,50,45,2023-01-30
96,Tamarind KG,140,150,146.67,2023-01-30
97,Tofu KG,120,130,126.67,2023-01-30
98,Tomato Big(Indian) KG,40,50,46,2023-01-30
99,Tomato Big(Nepali) KG,40,50,45,2023-01-30
100,Tomato Small(Indian) KG,15,20,17.5,2023-01-30
101,Tomato Small(Local) KG,10,15,12,2023-01-30
102,Tomato Small(Terai) KG,15,20,17.5,2023-01-30
103,Tomato Small(Tunnel) KG,10,15,12.5,2023-01-30
104,Tree Tomato Kg,120,130,125,2023-01-30
105,Turnip KG,50,60,56.67,2023-01-30
106,Turnip A KG,60,70,66.67,2023-01-30
107,Water Melon(Green) KG,40,50,46.67,2023-01-30
108,Yam KG,60,70,65,2023-01-30
0,Amla KG,70,80,75,2023-01-31
1,Apple(Fuji) KG,250,300,275,2023-01-31
2,Apple(Jholey) KG,250,280,265,2023-01-31
3,Arum KG,40,50,45,2023-01-31
4,Asparagus KG,0,0,0,2023-01-31
5,Avocado KG,300,350,325,2023-01-31
6,Bakula KG,60,70,66.67,2023-01-31
7,Bamboo Shoot KG,90,100,96.67,2023-01-31
8,Banana Per Dozen,120,140,130,2023-01-31
9,Barela KG,50,60,56.67,2023-01-31
10,Bitter Gourd KG,110,120,115,2023-01-31
11,Bottle Gourd KG,50,60,55,2023-01-31
12,Brd Leaf Mustard KG,50,60,55,2023-01-31
13,Brinjal Long KG,50,60,55,2023-01-31
14,Brinjal Round KG,50,60,55,2023-01-31
15,Brocauli KG,40,50,45,2023-01-31
16,Cabbage KG,15,20,17.5,2023-01-31
17,Cabbage(Local) KG,15,20,17.5,2023-01-31
18,Cabbage(Terai) KG,15,20,17.5,2023-01-31
19,Capsicum KG,60,70,65,2023-01-31
20,Carrot(Local) KG,20,25,23,2023-01-31
21,Carrot(Terai) KG,15,20,17.5,2023-01-31
22,Cauli Local KG,30,40,36,2023-01-31
23,Cauli Local(Jyapu) KG,40,50,45,2023-01-31
24,Cauli Terai KG,20,30,25,2023-01-31
25,Celery KG,200,250,225,2023-01-31
26,Chilli Dry KG,450,480,465,2023-01-31
27,Chilli Green KG,70,80,75,2023-01-31
28,Chilli Green(Akbare) KG,300,350,325,2023-01-31
29,Chilli Green(Bullet) KG,70,80,75,2023-01-31
30,Chilli Green(Machhe) KG,80,90,86.67,2023-01-31
31,Christophine KG,50,60,55,2023-01-31
32,Clive Dry KG,300,350,325,2023-01-31
33,Clive Green KG,80,90,86.67,2023-01-31
34,Coriander Green KG,80,100,90,2023-01-31
35,Cress Leaf KG,80,90,86.67,2023-01-31
36,Cucumber(Hybrid) KG,40,50,46.67,2023-01-31
37,Cucumber(Local) KG,70,80,75,2023-01-31
38,Drumstick KG,300,330,316.67,2023-01-31
39,Fennel Leaf KG,80,90,86.67,2023-01-31
40,Fenugreek Leaf KG,80,90,86.67,2023-01-31
41,Fish Fresh(Bachuwa) KG,260,300,280,2023-01-31
42,Fish Fresh(Chhadi) KG,250,280,265,2023-01-31
43,Fish Fresh(Mungari) KG,260,300,280,2023-01-31
44,Fish Fresh(Rahu) KG,360,400,380,2023-01-31
45,French Bean(Hybrid) KG,60,70,66,2023-01-31
46,French Bean(Local) KG,50,60,55,2023-01-31
47,French Bean(Rajma) KG,80,90,86.67,2023-01-31
48,Garlic Dry Chinese KG,180,190,185,2023-01-31
49,Garlic Dry Nepali KG,80,90,86.67,2023-01-31
50,Garlic Green KG,110,120,116.67,2023-01-31
51,Ginger KG,80,90,85,2023-01-31
52,Grapes(Black) KG,250,280,265,2023-01-31
53,Grapes(Green) KG,150,180,163.33,2023-01-31
54,Green Peas KG,50,60,55,2023-01-31
55,Guava KG,120,150,140,2023-01-31
56,Gundruk KG,250,300,275,2023-01-31
57,Jack Fruit KG,100,110,106,2023-01-31
58,Kinnow KG,120,140,130,2023-01-31
59,Kiwi KG,300,350,325,2023-01-31
60,Knolkhol KG,50,60,56.67,2023-01-31
61,Lemon KG,60,70,66.67,2023-01-31
62,Lettuce KG,50,60,56.67,2023-01-31
63,Lime KG,120,130,124,2023-01-31
64,Mandarin KG,250,280,265,2023-01-31
65,Mint KG,500,600,550,2023-01-31
66,Mombin KG,140,150,145,2023-01-31
67,Mushroom(Button) KG,300,350,324,2023-01-31
68,Mushroom(Kanya) KG,120,140,130,2023-01-31
69,Mustard Leaf KG,40,50,46.67,2023-01-31
70,Okara KG,140,150,145,2023-01-31
71,Onion Dry (Indian) KG,40,42,41,2023-01-31
72,Onion Green KG,110,120,116.67,2023-01-31
73,Orange(Nepali) KG,150,180,170,2023-01-31
74,Papaya(Indian) KG,80,90,86.67,2023-01-31
75,Papaya(Nepali) KG,70,80,75,2023-01-31
76,Parseley KG,350,400,375,2023-01-31
77,Pear(Chinese) KG,240,260,250,2023-01-31
78,Pineapple 1 Pc,150,180,165,2023-01-31
79,Pomegranate KG,300,350,330,2023-01-31
80,Potato Red KG,28,30,29.2,2023-01-31
81,Potato Red(Indian) KG,26,28,27,2023-01-31
82,Potato White KG,20,22,21,2023-01-31
83,Pumpkin KG,40,50,45,2023-01-31
84,Raddish Red KG,60,70,66.67,2023-01-31
85,Raddish White(Hybrid) KG,25,30,28.33,2023-01-31
86,Raddish White(Local) KG,18,25,21,2023-01-31
87,Red Cabbbage KG,80,90,86.67,2023-01-31
88,Spinach Leaf KG,80,90,86.67,2023-01-31
89,Squash(Long) KG,25,30,27.5,2023-01-31
90,Squash(Round) KG,25,30,27.5,2023-01-31
91,Strawberry KG,350,450,400,2023-01-31
92,Sugarbeet KG,60,70,65,2023-01-31
93,Sugarcane Per Piece,70,80,75,2023-01-31
94,Sweet Orange KG,150,180,170,2023-01-31
95,Sweet Potato KG,60,70,66.67,2023-01-31
96,Sword Bean KG,40,50,46,2023-01-31
97,Tamarind KG,140,150,146.67,2023-01-31
98,Tofu KG,120,130,126.67,2023-01-31
99,Tomato Big(Indian) KG,40,50,46.67,2023-01-31
100,Tomato Big(Nepali) KG,40,50,45,2023-01-31
101,Tomato Small(Indian) KG,15,20,17.5,2023-01-31
102,Tomato Small(Local) KG,10,15,13,2023-01-31
103,Tomato Small(Terai) KG,15,20,17.5,2023-01-31
104,Tomato Small(Tunnel) KG,10,15,13,2023-01-31
105,Tree Tomato Kg,130,140,135,2023-01-31
106,Turnip KG,40,50,46.67,2023-01-31
107,Turnip A KG,60,70,66.67,2023-01-31
108,Water Melon(Green) KG,40,50,46.67,2023-01-31
109,Yam KG,60,70,65,2023-01-31
0,Amla KG,60,70,65,2023-02-01
1,Apple(Fuji) KG,250,300,283.33,2023-02-01
2,Apple(Jholey) KG,250,280,270,2023-02-01
3,Arum KG,40,45,43.33,2023-02-01
4,Asparagus KG,0,0,0,2023-02-01
5,Avocado KG,300,350,325,2023-02-01
6,Bakula KG,60,70,65,2023-02-01
7,Bamboo Shoot KG,90,100,96,2023-02-01
8,Banana Per Dozen,130,150,140,2023-02-01
9,Barela KG,50,60,56.67,2023-02-01
10,Bitter Gourd KG,110,120,115,2023-02-01
11,Bottle Gourd KG,50,60,56.67,2023-02-01
12,Brd Leaf Mustard KG,40,50,45,2023-02-01
13,Brinjal Long KG,50,60,55,2023-02-01
14,Brinjal Round KG,50,60,56.67,2023-02-01
15,Brocauli KG,25,35,30,2023-02-01
16,Cabbage KG,15,20,17.5,2023-02-01
17,Cabbage(Local) KG,15,20,17.5,2023-02-01
18,Cabbage(Terai) KG,15,20,17.5,2023-02-01
19,Capsicum KG,50,60,55,2023-02-01
20,Carrot(Local) KG,20,25,22.5,2023-02-01
21,Carrot(Terai) KG,15,20,17.5,2023-02-01
22,Cauli Local KG,25,30,28,2023-02-01
23,Cauli Local(Jyapu) KG,30,35,32.5,2023-02-01
24,Cauli Terai KG,15,20,17.5,2023-02-01
25,Celery KG,200,250,233.33,2023-02-01
26,Chilli Dry KG,450,480,465,2023-02-01
27,Chilli Green KG,70,80,75,2023-02-01
28,Chilli Green(Akbare) KG,200,300,250,2023-02-01
29,Chilli Green(Bullet) KG,70,80,76.67,2023-02-01
30,Chilli Green(Machhe) KG,80,90,86.67,2023-02-01
31,Christophine KG,50,55,53.33,2023-02-01
32,Clive Dry KG,300,350,325,2023-02-01
33,Clive Green KG,90,100,96.67,2023-02-01
34,Coriander Green KG,70,80,75,2023-02-01
35,Cress Leaf KG,50,60,56.67,2023-02-01
36,Cucumber(Hybrid) KG,30,40,35,2023-02-01
37,Cucumber(Local) KG,60,70,65,2023-02-01
38,Drumstick KG,300,320,310,2023-02-01
39,Fennel Leaf KG,50,60,56.67,2023-02-01
40,Fenugreek Leaf KG,50,60,56.67,2023-02-01
41,Fish Fresh(Bachuwa) KG,260,300,280,2023-02-01
42,Fish Fresh(Chhadi) KG,250,280,265,2023-02-01
43,Fish Fresh(Mungari) KG,260,300,280,2023-02-01
44,Fish Fresh(Rahu) KG,360,400,386.67,2023-02-01
45,French Bean(Hybrid) KG,50,60,56.67,2023-02-01
46,French Bean(Local) KG,40,50,45,2023-02-01
47,French Bean(Rajma) KG,70,80,76.67,2023-02-01
48,Garlic Dry Chinese KG,180,190,185,2023-02-01
49,Garlic Dry Nepali KG,80,90,85,2023-02-01
50,Garlic Green KG,110,120,116.67,2023-02-01
51,Ginger KG,90,100,96,2023-02-01
52,Grapes(Black) KG,250,280,265,2023-02-01
53,Grapes(Green) KG,150,180,170,2023-02-01
54,Green Peas KG,40,50,46,2023-02-01
55,Guava KG,100,120,110,2023-02-01
56,Gundruk KG,250,300,283.33,2023-02-01
57,Jack Fruit KG,90,100,95,2023-02-01
58,Kinnow KG,130,150,140,2023-02-01
59,Kiwi KG,300,350,325,2023-02-01
60,Knolkhol KG,50,60,56.67,2023-02-01
61,Lemon KG,70,80,75,2023-02-01
62,Lettuce KG,50,60,52.5,2023-02-01
63,Lime KG,120,130,126,2023-02-01
64,Mandarin KG,250,280,263.33,2023-02-01
65,Mint KG,400,500,450,2023-02-01
66,Mombin KG,130,150,140,2023-02-01
67,Mushroom(Button) KG,250,300,275,2023-02-01
68,Mushroom(Kanya) KG,110,130,120,2023-02-01
69,Mustard Leaf KG,30,40,35,2023-02-01
70,Okara KG,130,140,136,2023-02-01
71,Onion Dry (Indian) KG,40,41,40.5,2023-02-01
72,Onion Green KG,110,120,116.67,2023-02-01
73,Orange(Nepali) KG,140,160,150,2023-02-01
74,Papaya(Indian) KG,80,90,86.67,2023-02-01
75,Papaya(Nepali) KG,70,80,75,2023-02-01
76,Parseley KG,300,350,325,2023-02-01
77,Pear(Chinese) KG,250,280,265,2023-02-01
78,Pineapple 1 Pc,150,180,170,2023-02-01
79,Pomegranate KG,300,350,325,2023-02-01
80,Potato Red KG,29,30,29.4,2023-02-01
81,Potato Red(Indian) KG,25,27,26,2023-02-01
82,Potato White KG,20,22,21,2023-02-01
83,Pumpkin KG,35,45,40,2023-02-01
84,Raddish Red KG,60,70,66.67,2023-02-01
85,Raddish White(Hybrid) KG,25,30,28.33,2023-02-01
86,Raddish White(Local) KG,15,20,17.5,2023-02-01
87,Red Cabbbage KG,70,80,76.67,2023-02-01
88,Spinach Leaf KG,50,60,56.67,2023-02-01
89,Squash(Long) KG,25,30,27.5,2023-02-01
90,Squash(Round) KG,25,30,27.5,2023-02-01
91,Strawberry KG,350,450,400,2023-02-01
92,Sugarbeet KG,70,80,76.67,2023-02-01
93,Sugarcane Per Piece,70,80,75,2023-02-01
94,Sweet Orange KG,150,180,170,2023-02-01
95,Sweet Potato KG,60,70,66.67,2023-02-01
96,Sword Bean KG,40,50,46,2023-02-01
97,Tamarind KG,140,150,146.67,2023-02-01
98,Tofu KG,120,130,126.67,2023-02-01
99,Tomato Big(Indian) KG,40,50,46.67,2023-02-01
100,Tomato Big(Nepali) KG,40,50,45,2023-02-01
101,Tomato Small(Indian) KG,15,20,17.5,2023-02-01
102,Tomato Small(Local) KG,10,15,13,2023-02-01
103,Tomato Small(Terai) KG,15,20,17.5,2023-02-01
104,Tomato Small(Tunnel) KG,10,15,12.5,2023-02-01
105,Tree Tomato Kg,120,130,123.33,2023-02-01
106,Turnip KG,40,50,46.67,2023-02-01
107,Turnip A KG,60,70,65,2023-02-01
108,Water Melon(Green) KG,40,50,46.67,2023-02-01
109,Yam KG,60,70,66.67,2023-02-01
0,Amla KG,60,70,66.67,2023-02-02
1,Apple(Fuji) KG,250,300,275,2023-02-02
2,Apple(Jholey) KG,250,280,265,2023-02-02
3,Arum KG,40,50,45,2023-02-02
