,Product,Minimum,Maximum,Average,Date
99,Turnip A KG,70.0,80.0,75.0,2021-01-01
100,Water Melon(Green) KG,50.0,60.0,55.0,2021-01-01
101,Yam KG,50.0,60.0,56.67,2021-01-01
0,Amla KG,80.0,90.0,85.0,2021-01-02
1,Apple(Fuji) KG,280.0,300.0,290.0,2021-01-02
2,Apple(Jholey) KG,220.0,230.0,225.0,2021-01-02
3,Arum KG,50.0,60.0,56.67,2021-01-02
4,Avocado KG,250.0,300.0,275.0,2021-01-02
5,Bakula KG,90.0,100.0,96.67,2021-01-02
6,Bamboo Shoot KG,70.0,80.0,75.0,2021-01-02
7,Banana Per Dozen,90.0,100.0,95.0,2021-01-02
8,Barela KG,60.0,70.0,66.67,2021-01-02
9,Bitter Gourd KG,100.0,110.0,105.0,2021-01-02
10,Bottle Gourd KG,50.0,60.0,55.0,2021-01-02
11,Brd Leaf Mustard KG,40.0,50.0,46.67,2021-01-02
12,Brinjal Long KG,50.0,60.0,55.0,2021-01-02
13,Brinjal Round KG,50.0,60.0,55.0,2021-01-02
14,Brocauli KG,50.0,60.0,56.67,2021-01-02
15,Cabbage KG,40.0,45.0,42.5,2021-01-02
16,Cabbage(Local) KG,30.0,40.0,35.0,2021-01-02
17,Cabbage(Terai) KG,25.0,35.0,30.0,2021-01-02
18,Capsicum KG,100.0,110.0,106.67,2021-01-02
19,Carrot(Local) KG,110.0,120.0,115.0,2021-01-02
20,Carrot(Terai) KG,70.0,80.0,75.0,2021-01-02
21,Cauli Local KG,30.0,40.0,35.0,2021-01-02
22,Cauli Local(Jyapu) KG,45.0,50.0,47.5,2021-01-02
23,Cauli Terai KG,25.0,35.0,30.0,2021-01-02
24,Celery KG,220.0,250.0,235.0,2021-01-02
25,Chilli Dry KG,320.0,330.0,325.0,2021-01-02
26,Chilli Green KG,70.0,80.0,75.0,2021-01-02
27,Chilli Green(Akbare) KG,230.0,250.0,240.0,2021-01-02
28,Chilli Green(Bullet) KG,70.0,80.0,76.67,2021-01-02
29,Chilli Green(Machhe) KG,70.0,80.0,75.0,2021-01-02
30,Christophine KG,15.0,20.0,18.33,2021-01-02
31,Clive Dry KG,330.0,350.0,340.0,2021-01-02
32,Clive Green KG,100.0,110.0,105.0,2021-01-02
33,Coriander Green KG,100.0,120.0,110.0,2021-01-02
34,Cow pea(Long) KG,80.0,90.0,85.0,2021-01-02
35,Cowpea(Short) KG,50.0,60.0,55.0,2021-01-02
36,Cress Leaf KG,150.0,160.0,155.0,2021-01-02
37,Cucumber(Hybrid) KG,40.0,50.0,45.0,2021-01-02
38,Cucumber(Local) KG,70.0,80.0,75.0,2021-01-02
39,Fennel Leaf KG,90.0,100.0,95.0,2021-01-02
40,Fenugreek Leaf KG,90.0,100.0,95.0,2021-01-02
41,Fish Fresh(Bachuwa) KG,200.0,210.0,205.0,2021-01-02
42,Fish Fresh(Chhadi) KG,200.0,210.0,205.0,2021-01-02
43,Fish Fresh(Mungari) KG,270.0,280.0,275.0,2021-01-02
44,Fish Fresh(Rahu) KG,270.0,280.0,275.0,2021-01-02
45,French Bean(Hybrid) KG,60.0,70.0,66.67,2021-01-02
46,French Bean(Local) KG,50.0,60.0,56.67,2021-01-02
47,French Bean(Rajma) KG,130.0,140.0,135.0,2021-01-02
48,Garlic Dry Chinese KG,185.0,195.0,190.0,2021-01-02
49,Garlic Dry Nepali KG,190.0,200.0,195.0,2021-01-02
50,Garlic Green KG,120.0,140.0,130.0,2021-01-02
51,Ginger KG,60.0,70.0,65.0,2021-01-02
52,Grapes(Black) KG,350.0,360.0,355.0,2021-01-02
53,Grapes(Green) KG,250.0,260.0,255.0,2021-01-02
54,Green Peas KG,50.0,60.0,55.0,2021-01-02
55,Guava KG,90.0,100.0,95.0,2021-01-02
56,Gundruk KG,220.0,250.0,235.0,2021-01-02
57,Jack Fruit KG,110.0,120.0,115.0,2021-01-02
58,Kinnow KG,70.0,80.0,75.0,2021-01-02
59,Kiwi KG,220.0,250.0,235.0,2021-01-02
60,Knolkhol KG,40.0,50.0,45.0,2021-01-02
61,Lemon KG,50.0,60.0,55.0,2021-01-02
62,Lettuce KG,50.0,60.0,56.67,2021-01-02
63,Lime KG,110.0,120.0,115.0,2021-01-02
64,Mint KG,220.0,250.0,235.0,2021-01-02
65,Mombin KG,35.0,40.0,37.5,2021-01-02
66,Mushroom(Button) KG,260.0,280.0,270.0,2021-01-02
67,Mushroom(Kanya) KG,220.0,240.0,233.33,2021-01-02
68,Mustard Leaf KG,50.0,60.0,55.0,2021-01-02
69,Okara KG,100.0,110.0,105.0,2021-01-02
70,Onion Dry (Chinese) KG,45.0,50.0,47.5,2021-01-02
71,Onion Dry (Indian) KG,60.0,65.0,62.5,2021-01-02
72,Onion Green KG,40.0,50.0,46.67,2021-01-02
73,Orange(Indian) KG,70.0,80.0,75.0,2021-01-02
74,Orange(Nepali) KG,90.0,100.0,96.0,2021-01-02
75,Papaya(Indian) KG,90.0,100.0,95.0,2021-01-02
76,Papaya(Nepali) KG,70.0,80.0,75.0,2021-01-02
77,Parseley KG,400.0,450.0,425.0,2021-01-02
78,Pear(Chinese) KG,260.0,270.0,265.0,2021-01-02
79,Pineapple 1 Pc,150.0,160.0,155.0,2021-01-02
80,Pointed Gourd(Local) KG,130.0,140.0,135.0,2021-01-02
81,Pomegranate KG,280.0,300.0,290.0,2021-01-02
82,Potato Red KG,40.0,45.0,42.5,2021-01-02
83,Potato Red(Indian) KG,30.0,35.0,32.5,2021-01-02
84,Potato White KG,28.0,30.0,29.0,2021-01-02
85,Pumpkin KG,25.0,30.0,28.33,2021-01-02
86,Raddish Red KG,40.0,50.0,45.0,2021-01-02
87,Raddish White(Hybrid) KG,15.0,20.0,18.33,2021-01-02
88,Raddish White(Local) KG,10.0,15.0,12.33,2021-01-02
89,Red Cabbbage KG,250.0,260.0,255.0,2021-01-02
90,Spinach Leaf KG,90.0,100.0,95.0,2021-01-02
91,Sponge Gourd KG,90.0,100.0,96.67,2021-01-02
92,Squash(Long) KG,25.0,30.0,27.5,2021-01-02
93,Squash(Round) KG,40.0,50.0,45.0,2021-01-02
94,Strawberry KG,500.0,550.0,525.0,2021-01-02
95,Sugarbeet KG,80.0,90.0,85.0,2021-01-02
96,Sugarcane Per Piece,90.0,100.0,95.0,2021-01-02
97,Sweet Orange KG,150.0,160.0,155.0,2021-01-02
98,Sweet Potato KG,70.0,80.0,75.0,2021-01-02
99,Sword Bean KG,50.0,60.0,55.0,2021-01-02
100,Tamarind KG,140.0,150.0,145.0,2021-01-02
101,Tofu KG,70.0,80.0,75.0,2021-01-02
102,Tomato Big(Indian) KG,50.0,60.0,55.0,2021-01-02
103,Tomato Big(Nepali) KG,50.0,60.0,56.67,2021-01-02
104,Tomato Small(Indian) KG,40.0,50.0,45.0,2021-01-02
105,Tomato Small(Local) KG,30.0,40.0,35.0,2021-01-02
106,Tomato Small(Terai) KG,40.0,50.0,45.0,2021-01-02
107,Tomato Small(Tunnel) KG,30.0,40.0,35.0,2021-01-02
108,Turnip KG,70.0,80.0,75.0,2021-01-02
109,Turnip A KG,70.0,80.0,75.0,2021-01-02
110,Water Melon(Green) KG,50.0,60.0,55.0,2021-01-02
111,Yam KG,50.0,60.0,56.0,2021-01-02
0,Apple(Fuji) KG,280.0,300.0,290.0,2021-01-03
1,Apple(Jholey) KG,220.0,230.0,225.0,2021-01-03
2,Arum KG,50.0,60.0,55.0,2021-01-03
3,Bakula KG,90.0,100.0,95.0,2021-01-03
4,Bamboo Shoot KG,70.0,80.0,75.0,2021-01-03
5,Banana Per Dozen,90.0,100.0,95.0,2021-01-03
6,Barela KG,60.0,65.0,62.33,2021-01-03
7,Bitter Gourd KG,100.0,120.0,110.0,2021-01-03
8,Bottle Gourd KG,45.0,50.0,47.67,2021-01-03
9,Brd Leaf Mustard KG,35.0,40.0,37.67,2021-01-03
10,Brinjal Long KG,45.0,50.0,47.67,2021-01-03
11,Brinjal Round KG,45.0,50.0,47.67,2021-01-03
12,Brocauli KG,50.0,60.0,55.0,2021-01-03
13,Cabbage KG,15.0,20.0,17.67,2021-01-03
14,Cabbage(Local) KG,25.0,30.0,27.67,2021-01-03
15,Cabbage(Terai) KG,15.0,20.0,17.67,2021-01-03
16,Capsicum KG,75.0,80.0,77.67,2021-01-03
17,Carrot(Local) KG,110.0,120.0,115.0,2021-01-03
18,Carrot(Terai) KG,70.0,75.0,72.33,2021-01-03
19,Cauli Local KG,25.0,30.0,27.67,2021-01-03
20,Cauli Local(Jyapu) KG,40.0,45.0,42.33,2021-01-03
21,Cauli Terai KG,20.0,25.0,22.33,2021-01-03
22,Celery KG,220.0,230.0,225.0,2021-01-03
23,Chilli Dry KG,340.0,350.0,345.0,2021-01-03
24,Chilli Green KG,90.0,100.0,95.0,2021-01-03
25,Chilli Green(Bullet) KG,80.0,90.0,85.0,2021-01-03
26,Chilli Green(Machhe) KG,70.0,80.0,75.0,2021-01-03
27,Christophine KG,15.0,20.0,17.67,2021-01-03
28,Coriander Green KG,100.0,110.0,105.0,2021-01-03
29,Cress Leaf KG,140.0,150.0,145.0,2021-01-03
30,Cucumber(Hybrid) KG,45.0,50.0,47.67,2021-01-03
31,Cucumber(Local) KG,75.0,80.0,77.67,2021-01-03
32,Fennel Leaf KG,90.0,100.0,95.0,2021-01-03
33,Fenugreek Leaf KG,90.0,100.0,95.0,2021-01-03
34,Fish Fresh(Bachuwa) KG,200.0,210.0,205.0,2021-01-03
35,Fish Fresh(Chhadi) KG,200.0,220.0,210.0,2021-01-03
36,Fish Fresh(Mungari) KG,270.0,280.0,275.0,2021-01-03
37,Fish Fresh(Rahu) KG,270.0,280.0,275.0,2021-01-03
38,French Bean(Hybrid) KG,60.0,65.0,62.33,2021-01-03
39,French Bean(Local) KG,50.0,60.0,55.0,2021-01-03
40,Garlic Dry Chinese KG,190.0,200.0,195.0,2021-01-03
41,Garlic Green KG,100.0,110.0,105.0,2021-01-03
42,Ginger KG,60.0,70.0,65.0,2021-01-03
43,Grapes(Black) KG,350.0,360.0,355.0,2021-01-03
44,Grapes(Green) KG,250.0,260.0,255.0,2021-01-03
45,Green Peas KG,60.0,65.0,62.33,2021-01-03
46,Guava KG,90.0,100.0,95.0,2021-01-03
47,Gundruk KG,220.0,250.0,235.0,2021-01-03
48,Kinnow KG,70.0,80.0,75.0,2021-01-03
49,Kiwi KG,220.0,250.0,235.0,2021-01-03
50,Knolkhol KG,40.0,50.0,45.0,2021-01-03
51,Lemon KG,50.0,60.0,55.0,2021-01-03
52,Lettuce KG,50.0,60.0,55.0,2021-01-03
53,Lime KG,140.0,150.0,145.0,2021-01-03
54,Mint KG,220.0,250.0,235.0,2021-01-03
55,Mombin KG,35.0,40.0,37.67,2021-01-03
56,Mushroom(Button) KG,260.0,270.0,265.0,2021-01-03
57,Mushroom(Kanya) KG,190.0,200.0,195.0,2021-01-03
58,Mustard Leaf KG,50.0,60.0,55.0,2021-01-03
59,Okara KG,95.0,100.0,97.67,2021-01-03
60,Onion Dry (Chinese) KG,45.0,50.0,47.67,2021-01-03
61,Onion Dry (Indian) KG,60.0,65.0,62.33,2021-01-03
62,Onion Green KG,45.0,50.0,47.67,2021-01-03
63,Orange(Indian) KG,70.0,80.0,75.0,2021-01-03
64,Orange(Nepali) KG,90.0,100.0,95.0,2021-01-03
65,Papaya(Indian) KG,90.0,100.0,95.0,2021-01-03
66,Parseley KG,400.0,450.0,425.0,2021-01-03
67,Pear(Chinese) KG,260.0,270.0,265.0,2021-01-03
68,Pineapple 1 Pc,150.0,160.0,155.0,2021-01-03
69,Pomegranate KG,240.0,250.0,245.0,2021-01-03
70,Potato Red KG,40.0,42.0,41.0,2021-01-03
71,Potato Red(Indian) KG,33.0,35.0,34.0,2021-01-03
72,Potato White KG,28.0,30.0,29.0,2021-01-03
73,Pumpkin KG,25.0,30.0,27.67,2021-01-03
74,Raddish Red KG,35.0,40.0,37.67,2021-01-03
75,Raddish White(Hybrid) KG,15.0,20.0,17.67,2021-01-03
76,Raddish White(Local) KG,10.0,15.0,12.33,2021-01-03
77,Red Cabbbage KG,250.0,260.0,255.0,2021-01-03
78,Spinach Leaf KG,90.0,100.0,95.0,2021-01-03
79,Sponge Gourd KG,90.0,100.0,95.0,2021-01-03
80,Squash(Long) KG,20.0,25.0,22.33,2021-01-03
81,Squash(Round) KG,35.0,40.0,37.67,2021-01-03
82,Strawberry KG,500.0,550.0,525.0,2021-01-03
83,Sugarbeet KG,80.0,90.0,85.0,2021-01-03
84,Sweet Orange KG,150.0,160.0,155.0,2021-01-03
85,Sweet Potato KG,50.0,60.0,55.0,2021-01-03
86,Sword Bean KG,45.0,50.0,47.67,2021-01-03
87,Tamarind KG,140.0,150.0,145.0,2021-01-03
88,Tofu KG,70.0,80.0,75.0,2021-01-03
89,Tomato Big(Indian) KG,50.0,60.0,55.0,2021-01-03
90,Tomato Big(Nepali) KG,50.0,60.0,55.0,2021-01-03
91,Tomato Small(Indian) KG,40.0,50.0,45.0,2021-01-03
92,Tomato Small(Local) KG,35.0,40.0,37.67,2021-01-03
93,Tomato Small(Terai) KG,40.0,50.0,45.0,2021-01-03
94,Tomato Small(Tunnel) KG,35.0,45.0,40.0,2021-01-03
95,Turnip KG,70.0,75.0,72.33,2021-01-03
96,Turnip A KG,70.0,80.0,75.0,2021-01-03
97,Water Melon(Green) KG,50.0,60.0,55.0,2021-01-03
98,Yam KG,50.0,60.0,55.0,2021-01-03
0,Apple(Fuji) KG,280.0,300.0,290.0,2021-01-04
1,Apple(Jholey) KG,220.0,230.0,225.0,2021-01-04
2,Arum KG,50.0,60.0,57.0,2021-01-04
3,Bakula KG,100.0,110.0,107.0,2021-01-04
4,Bamboo Shoot KG,70.0,80.0,77.0,2021-01-04
5,Banana Per Dozen,90.0,100.0,95.0,2021-01-04
6,Barela KG,50.0,60.0,57.0,2021-01-04
7,Bitter Gourd KG,100.0,110.0,107.0,2021-01-04
8,Bottle Gourd KG,50.0,60.0,55.0,2021-01-04
9,Brd Leaf Mustard KG,35.0,40.0,38.0,2021-01-04
10,Brinjal Long KG,50.0,60.0,55.0,2021-01-04
11,Brinjal Round KG,50.0,60.0,57.0,2021-01-04
12,Brocauli KG,50.0,60.0,57.0,2021-01-04
13,Cabbage KG,30.0,40.0,35.0,2021-01-04
14,Cabbage(Local) KG,25.0,30.0,28.0,2021-01-04
15,Cabbage(Terai) KG,22.0,28.0,25.0,2021-01-04
16,Capsicum KG,80.0,90.0,86.0,2021-01-04
17,Carrot(Local) KG,110.0,120.0,115.0,2021-01-04
18,Carrot(Terai) KG,70.0,80.0,75.0,2021-01-04
19,Cauli Local KG,25.0,35.0,30.0,2021-01-04
20,Cauli Local(Jyapu) KG,40.0,45.0,43.0,2021-01-04
21,Cauli Terai KG,20.0,30.0,25.0,2021-01-04
22,Celery KG,220.0,250.0,235.0,2021-01-04
23,Chilli Dry KG,320.0,330.0,325.0,2021-01-04
24,Chilli Green KG,90.0,100.0,94.0,2021-01-04
25,Chilli Green(Bullet) KG,90.0,100.0,96.0,2021-01-04
26,Chilli Green(Machhe) KG,70.0,80.0,77.0,2021-01-04
27,Christophine KG,15.0,20.0,18.0,2021-01-04
28,Coriander Green KG,100.0,120.0,113.0,2021-01-04
29,Cress Leaf KG,150.0,160.0,157.0,2021-01-04
30,Cucumber(Hybrid) KG,40.0,50.0,47.0,2021-01-04
31,Cucumber(Local) KG,80.0,90.0,85.0,2021-01-04
32,Fennel Leaf KG,90.0,100.0,95.0,2021-01-04
33,Fenugreek Leaf KG,90.0,100.0,97.0,2021-01-04
34,Fish Fresh(Bachuwa) KG,200.0,210.0,205.0,2021-01-04
35,Fish Fresh(Chhadi) KG,200.0,210.0,205.0,2021-01-04
36,Fish Fresh(Mungari) KG,270.0,280.0,275.0,2021-01-04
37,Fish Fresh(Rahu) KG,270.0,280.0,275.0,2021-01-04
38,French Bean(Hybrid) KG,70.0,80.0,75.0,2021-01-04
39,French Bean(Local) KG,50.0,60.0,57.0,2021-01-04
40,Garlic Dry Chinese KG,190.0,200.0,195.0,2021-01-04
41,Garlic Green KG,130.0,140.0,137.0,2021-01-04
42,Ginger KG,60.0,70.0,64.0,2021-01-04
43,Grapes(Black) KG,350.0,360.0,355.0,2021-01-04
44,Grapes(Green) KG,250.0,260.0,255.0,2021-01-04
45,Green Peas KG,50.0,60.0,55.0,2021-01-04
46,Guava KG,90.0,100.0,95.0,2021-01-04
47,Gundruk KG,220.0,250.0,235.0,2021-01-04
48,Kinnow KG,70.0,80.0,77.0,2021-01-04
49,Kiwi KG,220.0,250.0,235.0,2021-01-04
50,Knolkhol KG,45.0,50.0,48.0,2021-01-04
51,Lemon KG,50.0,60.0,55.0,2021-01-04
52,Lettuce KG,50.0,60.0,57.0,2021-01-04
53,Lime KG,100.0,120.0,110.0,2021-01-04
54,Mint KG,220.0,250.0,235.0,2021-01-04
55,Mombin KG,30.0,40.0,35.0,2021-01-04
56,Mushroom(Button) KG,280.0,300.0,293.0,2021-01-04
57,Mushroom(Kanya) KG,200.0,220.0,210.0,2021-01-04
58,Mustard Leaf KG,50.0,60.0,57.0,2021-01-04
59,Okara KG,100.0,110.0,105.0,2021-01-04
60,Onion Dry (Chinese) KG,45.0,50.0,48.0,2021-01-04
61,Onion Dry (Indian) KG,60.0,65.0,63.0,2021-01-04
62,Onion Green KG,40.0,50.0,47.0,2021-01-04
63,Orange(Indian) KG,70.0,80.0,75.0,2021-01-04
64,Orange(Nepali) KG,90.0,100.0,96.0,2021-01-04
65,Parseley KG,400.0,450.0,425.0,2021-01-04
66,Pear(Chinese) KG,260.0,270.0,265.0,2021-01-04
67,Pineapple 1 Pc,150.0,160.0,155.0,2021-01-04
68,Pomegranate KG,280.0,300.0,290.0,2021-01-04
69,Potato Red KG,40.0,45.0,43.0,2021-01-04
70,Potato Red(Indian) KG,30.0,35.0,33.0,2021-01-04
71,Potato White KG,28.0,30.0,29.0,2021-01-04
72,Pumpkin KG,25.0,30.0,28.0,2021-01-04
73,Raddish Red KG,40.0,50.0,45.0,2021-01-04
74,Raddish White(Hybrid) KG,15.0,20.0,18.0,2021-01-04
75,Raddish White(Local) KG,10.0,15.0,13.0,2021-01-04
76,Red Cabbbage KG,200.0,250.0,225.0,2021-01-04
77,Spinach Leaf KG,90.0,100.0,97.0,2021-01-04
78,Sponge Gourd KG,90.0,100.0,95.0,2021-01-04
79,Squash(Long) KG,25.0,30.0,28.0,2021-01-04
80,Squash(Round) KG,45.0,50.0,48.0,2021-01-04
81,Strawberry KG,500.0,550.0,525.0,2021-01-04
82,Sugarbeet KG,90.0,100.0,97.0,2021-01-04
83,Sweet Orange KG,150.0,160.0,155.0,2021-01-04
84,Sweet Potato KG,50.0,60.0,57.0,2021-01-04
85,Sword Bean KG,45.0,50.0,48.0,2021-01-04
86,Tamarind KG,140.0,150.0,145.0,2021-01-04
87,Tofu KG,70.0,80.0,77.0,2021-01-04
88,Tomato Big(Indian) KG,50.0,60.0,55.0,2021-01-04
89,Tomato Big(Nepali) KG,50.0,60.0,55.0,2021-01-04
90,Tomato Small(Indian) KG,40.0,50.0,46.0,2021-01-04
91,Tomato Small(Local) KG,30.0,40.0,34.0,2021-01-04
92,Tomato Small(Terai) KG,40.0,50.0,45.0,2021-01-04
93,Tomato Small(Tunnel) KG,30.0,40.0,35.0,2021-01-04
94,Turnip KG,70.0,80.0,75.0,2021-01-04
95,Turnip A KG,70.0,80.0,75.0,2021-01-04
96,Water Melon(Green) KG,50.0,60.0,55.0,2021-01-04
97,Yam KG,50.0,60.0,57.0,2021-01-04
0,Apple(Fuji) KG,280.0,290.0,285.0,2021-01-05
1,Apple(Jholey) KG,220.0,230.0,225.0,2021-01-05
2,Arum KG,50.0,60.0,55.0,2021-01-05
3,Bakula KG,110.0,120.0,117.0,2021-01-05
4,Bamboo Shoot KG,70.0,80.0,75.0,2021-01-05
5,Banana Per Dozen,90.0,100.0,95.0,2021-01-05
6,Barela KG,50.0,60.0,57.0,2021-01-05
7,Bitter Gourd KG,100.0,110.0,105.0,2021-01-05
8,Bottle Gourd KG,35.0,40.0,38.0,2021-01-05
9,Brd Leaf Mustard KG,50.0,60.0,57.0,2021-01-05
10,Brinjal Long KG,45.0,50.0,48.0,2021-01-05
11,Brinjal Round KG,45.0,50.0,48.0,2021-01-05
12,Brocauli KG,40.0,50.0,45.0,2021-01-05
13,Cabbage KG,25.0,30.0,28.0,2021-01-05
14,Cabbage(Local) KG,25.0,30.0,28.0,2021-01-05
15,Cabbage(Terai) KG,18.0,25.0,21.0,2021-01-05
16,Capsicum KG,70.0,80.0,77.0,2021-01-05
17,Carrot(Local) KG,110.0,120.0,115.0,2021-01-05
18,Carrot(Terai) KG,70.0,80.0,75.0,2021-01-05
19,Cauli Local KG,25.0,35.0,30.0,2021-01-05
20,Cauli Local(Jyapu) KG,40.0,50.0,45.0,2021-01-05
21,Cauli Terai KG,20.0,25.0,23.0,2021-01-05
22,Celery KG,220.0,250.0,235.0,2021-01-05
23,Chilli Dry KG,320.0,330.0,325.0,2021-01-05
24,Chilli Green KG,80.0,90.0,83.0,2021-01-05
25,Chilli Green(Bullet) KG,90.0,100.0,97.0,2021-01-05
26,Chilli Green(Machhe) KG,90.0,100.0,97.0,2021-01-05
27,Christophine KG,15.0,20.0,18.0,2021-01-05
28,Coriander Green KG,100.0,120.0,113.0,2021-01-05
29,Cress Leaf KG,80.0,90.0,83.0,2021-01-05
