,Product,Minimum,Maximum,Average,Date
18,Celery KG,90.0,100.0,95.0,2021-04-22
19,Chilli Dry KG,300.0,320.0,310.0,2021-04-22
20,Chilli Green KG,70.0,80.0,75.0,2021-04-22
21,Chilli Green(Akbare) KG,180.0,200.0,190.0,2021-04-22
22,Chilli Green(Bullet) KG,70.0,80.0,76.67,2021-04-22
23,Chilli Green(Machhe) KG,90.0,100.0,95.0,2021-04-22
24,Christophine KG,40.0,50.0,45.0,2021-04-22
25,Coriander Green KG,90.0,100.0,95.0,2021-04-22
26,Cow pea(Long) KG,100.0,110.0,105.0,2021-04-22
27,Cress Leaf KG,70.0,80.0,76.67,2021-04-22
28,Cucumber(Hybrid) KG,30.0,40.0,35.0,2021-04-22
29,Cucumber(Local) KG,70.0,80.0,75.0,2021-04-22
30,Drumstick KG,80.0,90.0,85.0,2021-04-22
31,Fennel Leaf KG,70.0,80.0,76.67,2021-04-22
32,Fenugreek Leaf KG,70.0,80.0,76.67,2021-04-22
33,Fish Fresh(Bachuwa) KG,225.0,235.0,230.0,2021-04-22
34,Fish Fresh(Chhadi) KG,220.0,230.0,225.0,2021-04-22
35,Fish Fresh(Mungari) KG,200.0,210.0,205.0,2021-04-22
36,Fish Fresh(Rahu) KG,270.0,280.0,275.0,2021-04-22
37,French Bean(Local) KG,120.0,140.0,130.0,2021-04-22
38,French Bean(Rajma) KG,90.0,100.0,95.0,2021-04-22
39,Garlic Dry Chinese KG,130.0,140.0,132.0,2021-04-22
40,Garlic Dry Nepali KG,90.0,100.0,96.67,2021-04-22
41,Garlic Green KG,120.0,130.0,125.0,2021-04-22
42,Ginger KG,70.0,80.0,76.67,2021-04-22
43,Grapes(Black) KG,280.0,300.0,290.0,2021-04-22
44,Grapes(Green) KG,150.0,180.0,165.0,2021-04-22
45,Green Peas KG,150.0,160.0,155.0,2021-04-22
46,Gundruk KG,250.0,300.0,275.0,2021-04-22
47,Jack Fruit KG,50.0,60.0,56.67,2021-04-22
48,Kiwi KG,400.0,500.0,450.0,2021-04-22
49,Knolkhol KG,50.0,60.0,56.67,2021-04-22
50,Lettuce KG,70.0,80.0,76.67,2021-04-22
51,Lime KG,240.0,260.0,250.0,2021-04-22
52,Mango(Calcutte) KG,120.0,140.0,130.0,2021-04-22
53,Mint KG,90.0,100.0,95.0,2021-04-22
54,Mushroom(Button) KG,300.0,350.0,324.0,2021-04-22
55,Mushroom(Kanya) KG,200.0,220.0,210.0,2021-04-22
56,Mustard Leaf KG,40.0,50.0,46.67,2021-04-22
57,Neuro KG,80.0,90.0,85.0,2021-04-22
58,Okara KG,80.0,90.0,85.0,2021-04-22
59,Onion Dry (Indian) KG,35.0,38.0,36.4,2021-04-22
60,Onion Green KG,120.0,130.0,125.0,2021-04-22
61,Orange(Indian) KG,190.0,200.0,195.0,2021-04-22
62,Papaya(Indian) KG,80.0,90.0,86.67,2021-04-22
63,Papaya(Nepali) KG,50.0,60.0,56.67,2021-04-22
64,Parseley KG,120.0,150.0,135.0,2021-04-22
65,Pear(Chinese) KG,250.0,260.0,255.0,2021-04-22
66,Pineapple 1 Pc,130.0,140.0,135.0,2021-04-22
67,Pointed Gourd(Local) KG,90.0,100.0,95.0,2021-04-22
68,Pointed Gourd(Terai) KG,70.0,80.0,76.67,2021-04-22
69,Pomegranate KG,280.0,300.0,290.0,2021-04-22
70,Potato Red KG,30.0,35.0,32.4,2021-04-22
71,Potato Red(Indian) KG,25.0,28.0,26.33,2021-04-22
72,Potato White KG,23.0,24.0,23.5,2021-04-22
73,Pumpkin KG,30.0,35.0,32.5,2021-04-22
74,Raddish White(Hybrid) KG,50.0,60.0,55.0,2021-04-22
75,Raddish White(Local) KG,50.0,60.0,55.0,2021-04-22
76,Red Cabbbage KG,120.0,150.0,135.0,2021-04-22
77,Smooth Gourd KG,50.0,60.0,56.67,2021-04-22
78,Spinach Leaf KG,70.0,80.0,76.67,2021-04-22
79,Squash(Round) KG,50.0,60.0,55.0,2021-04-22
80,Strawberry KG,400.0,500.0,450.0,2021-04-22
81,Sugarbeet KG,70.0,80.0,75.0,2021-04-22
82,Sweet Orange KG,190.0,200.0,195.0,2021-04-22
83,Sword Bean KG,120.0,130.0,125.0,2021-04-22
84,Tamarind KG,150.0,160.0,155.0,2021-04-22
85,Tofu KG,90.0,100.0,95.0,2021-04-22
86,Tomato Big(Indian) KG,50.0,60.0,55.0,2021-04-22
87,Tomato Small(Local) KG,10.0,15.0,12.4,2021-04-22
88,Tomato Small(Terai) KG,18.0,20.0,19.0,2021-04-22
89,Tomato Small(Tunnel) KG,18.0,25.0,20.6,2021-04-22
90,Turnip KG,70.0,80.0,76.67,2021-04-22
91,Turnip A KG,70.0,80.0,75.0,2021-04-22
92,Water Melon(Dotted) KG,30.0,40.0,35.0,2021-04-22
93,Water Melon(Green) KG,45.0,50.0,47.5,2021-04-22
0,Apple(Fuji) KG,250.0,300.0,275.0,2021-04-23
1,Apple(Jholey) KG,180.0,200.0,190.0,2021-04-23
2,Arum KG,50.0,60.0,56.67,2021-04-23
3,Asparagus KG,400.0,500.0,450.0,2021-04-23
4,Bamboo Shoot KG,90.0,100.0,95.0,2021-04-23
5,Banana Per Dozen,110.0,120.0,115.0,2021-04-23
6,Barela KG,70.0,80.0,75.0,2021-04-23
7,Bauhania flower KG,350.0,400.0,375.0,2021-04-23
8,Bitter Gourd KG,50.0,60.0,56.67,2021-04-23
9,Bottle Gourd KG,30.0,35.0,32.5,2021-04-23
10,Brd Leaf Mustard KG,50.0,60.0,56.67,2021-04-23
11,Brinjal Long KG,25.0,35.0,30.0,2021-04-23
12,Brinjal Round KG,25.0,35.0,30.0,2021-04-23
13,Brocauli KG,60.0,70.0,65.0,2021-04-23
14,Cabbage(Local) KG,30.0,35.0,30.0,2021-04-23
15,Capsicum KG,110.0,120.0,115.0,2021-04-23
16,Carrot(Local) KG,60.0,70.0,65.0,2021-04-23
17,Cauli Local KG,60.0,70.0,65.0,2021-04-23
18,Cauli Local(Jyapu) KG,70.0,90.0,80.0,2021-04-23
19,Celery KG,120.0,150.0,135.0,2021-04-23
20,Chilli Dry KG,300.0,320.0,310.0,2021-04-23
21,Chilli Green KG,70.0,80.0,75.0,2021-04-23
22,Chilli Green(Akbare) KG,180.0,200.0,190.0,2021-04-23
23,Chilli Green(Bullet) KG,50.0,60.0,56.67,2021-04-23
24,Chilli Green(Machhe) KG,90.0,100.0,95.0,2021-04-23
25,Christophine KG,40.0,50.0,45.0,2021-04-23
26,Coriander Green KG,90.0,100.0,95.0,2021-04-23
27,Cow pea(Long) KG,90.0,100.0,95.0,2021-04-23
28,Cress Leaf KG,70.0,80.0,76.67,2021-04-23
29,Cucumber(Hybrid) KG,30.0,40.0,35.0,2021-04-23
30,Cucumber(Local) KG,80.0,100.0,90.0,2021-04-23
31,Drumstick KG,70.0,90.0,80.0,2021-04-23
32,Fennel Leaf KG,70.0,80.0,76.67,2021-04-23
33,Fenugreek Leaf KG,70.0,80.0,76.67,2021-04-23
34,Fish Fresh(Bachuwa) KG,225.0,235.0,230.0,2021-04-23
35,Fish Fresh(Chhadi) KG,220.0,230.0,225.0,2021-04-23
36,Fish Fresh(Mungari) KG,200.0,210.0,205.0,2021-04-23
37,Fish Fresh(Rahu) KG,270.0,280.0,275.0,2021-04-23
38,French Bean(Hybrid) KG,90.0,100.0,95.0,2021-04-23
39,French Bean(Local) KG,100.0,120.0,110.0,2021-04-23
40,French Bean(Rajma) KG,90.0,100.0,95.0,2021-04-23
41,Garlic Dry Chinese KG,130.0,140.0,135.0,2021-04-23
42,Garlic Green KG,110.0,120.0,115.0,2021-04-23
43,Ginger KG,70.0,80.0,75.0,2021-04-23
44,Grapes(Black) KG,280.0,300.0,290.0,2021-04-23
45,Grapes(Green) KG,180.0,200.0,190.0,2021-04-23
46,Gundruk KG,250.0,300.0,275.0,2021-04-23
47,Jack Fruit KG,50.0,70.0,60.0,2021-04-23
48,Kiwi KG,400.0,450.0,425.0,2021-04-23
49,Knolkhol KG,60.0,70.0,66.67,2021-04-23
50,Lettuce KG,50.0,60.0,56.67,2021-04-23
51,Lime KG,240.0,260.0,250.0,2021-04-23
52,Mint KG,90.0,100.0,95.0,2021-04-23
53,Mushroom(Button) KG,300.0,320.0,300.0,2021-04-23
54,Mushroom(Kanya) KG,200.0,220.0,210.0,2021-04-23
55,Mustard Leaf KG,40.0,50.0,46.67,2021-04-23
56,Neuro KG,80.0,90.0,86.67,2021-04-23
57,Okara KG,60.0,70.0,65.0,2021-04-23
58,Onion Dry (Indian) KG,35.0,38.0,36.4,2021-04-23
59,Onion Green KG,100.0,120.0,110.0,2021-04-23
60,Orange(Indian) KG,190.0,200.0,195.0,2021-04-23
61,Papaya(Indian) KG,80.0,90.0,85.0,2021-04-23
62,Papaya(Nepali) KG,50.0,60.0,55.0,2021-04-23
63,Parseley KG,180.0,200.0,190.0,2021-04-23
64,Pear(Chinese) KG,250.0,260.0,255.0,2021-04-23
65,Pineapple 1 Pc,120.0,140.0,130.0,2021-04-23
66,Pointed Gourd(Local) KG,90.0,100.0,95.0,2021-04-23
67,Pointed Gourd(Terai) KG,80.0,90.0,85.0,2021-04-23
68,Pomegranate KG,280.0,300.0,290.0,2021-04-23
69,Potato Red KG,30.0,35.0,32.4,2021-04-23
70,Potato Red(Indian) KG,25.0,30.0,27.25,2021-04-23
71,Potato White KG,23.0,24.0,23.5,2021-04-23
72,Pumpkin KG,30.0,35.0,32.5,2021-04-23
73,Raddish White(Hybrid) KG,60.0,70.0,65.0,2021-04-23
74,Raddish White(Local) KG,50.0,60.0,55.0,2021-04-23
75,Red Cabbbage KG,100.0,120.0,110.0,2021-04-23
76,Smooth Gourd KG,50.0,70.0,60.0,2021-04-23
77,Spinach Leaf KG,70.0,80.0,76.67,2021-04-23
78,Squash(Long) KG,50.0,60.0,55.0,2021-04-23
79,Squash(Round) KG,50.0,60.0,55.0,2021-04-23
80,Strawberry KG,400.0,500.0,450.0,2021-04-23
81,Sugarbeet KG,70.0,80.0,75.0,2021-04-23
82,Sweet Orange KG,190.0,200.0,195.0,2021-04-23
83,Sword Bean KG,150.0,160.0,155.0,2021-04-23
84,Tamarind KG,150.0,160.0,155.0,2021-04-23
85,Tofu KG,90.0,100.0,95.0,2021-04-23
86,Tomato Big(Indian) KG,50.0,60.0,55.0,2021-04-23
87,Tomato Small(Indian) KG,18.0,22.0,20.0,2021-04-23
88,Tomato Small(Local) KG,14.0,18.0,16.0,2021-04-23
89,Tomato Small(Terai) KG,18.0,22.0,20.0,2021-04-23
90,Tomato Small(Tunnel) KG,18.0,25.0,21.6,2021-04-23
91,Turnip KG,70.0,80.0,75.0,2021-04-23
92,Turnip A KG,70.0,80.0,75.0,2021-04-23
93,Water Melon(Dotted) KG,30.0,40.0,35.0,2021-04-23
94,Water Melon(Green) KG,40.0,50.0,45.0,2021-04-23
0,Apple(Fuji) KG,250.0,300.0,275.0,2021-04-24
1,Apple(Jholey) KG,180.0,200.0,190.0,2021-04-24
2,Arum KG,60.0,70.0,65.0,2021-04-24
3,Asparagus KG,400.0,500.0,450.0,2021-04-24
4,Bakula KG,80.0,90.0,86.67,2021-04-24
5,Bamboo Shoot KG,90.0,100.0,96.67,2021-04-24
6,Banana Per Dozen,110.0,120.0,115.0,2021-04-24
7,Barela KG,80.0,90.0,86.67,2021-04-24
8,Bauhania flower KG,300.0,350.0,325.0,2021-04-24
9,Bitter Gourd KG,50.0,60.0,55.0,2021-04-24
10,Bottle Gourd KG,30.0,40.0,33.75,2021-04-24
11,Brd Leaf Mustard KG,50.0,60.0,56.67,2021-04-24
12,Brinjal Long KG,25.0,30.0,27.5,2021-04-24
13,Brinjal Round KG,25.0,30.0,27.5,2021-04-24
14,Brocauli KG,80.0,90.0,86.67,2021-04-24
15,Cabbage(Local) KG,30.0,40.0,35.0,2021-04-24
16,Capsicum KG,110.0,120.0,110.0,2021-04-24
17,Carrot(Local) KG,70.0,80.0,76.67,2021-04-24
18,Cauli Local KG,60.0,70.0,65.0,2021-04-24
19,Cauli Local(Jyapu) KG,70.0,80.0,75.0,2021-04-24
20,Celery KG,120.0,150.0,135.0,2021-04-24
21,Chilli Dry KG,300.0,320.0,310.0,2021-04-24
22,Chilli Green KG,50.0,60.0,55.0,2021-04-24
23,Chilli Green(Bullet) KG,50.0,60.0,56.67,2021-04-24
24,Chilli Green(Machhe) KG,100.0,110.0,105.0,2021-04-24
25,Christophine KG,40.0,50.0,45.0,2021-04-24
26,Clive Dry KG,150.0,160.0,155.0,2021-04-24
27,Clive Green KG,120.0,150.0,135.0,2021-04-24
28,Coriander Green KG,80.0,90.0,86.67,2021-04-24
29,Cow pea(Long) KG,90.0,100.0,94.0,2021-04-24
30,Cress Leaf KG,70.0,80.0,76.67,2021-04-24
31,Cucumber(Hybrid) KG,25.0,35.0,30.0,2021-04-24
32,Cucumber(Local) KG,60.0,70.0,60.0,2021-04-24
33,Drumstick KG,70.0,80.0,75.0,2021-04-24
34,Fennel Leaf KG,70.0,80.0,76.67,2021-04-24
35,Fenugreek Leaf KG,70.0,80.0,75.0,2021-04-24
36,Fish Fresh(Bachuwa) KG,225.0,235.0,230.0,2021-04-24
37,Fish Fresh(Chhadi) KG,220.0,230.0,225.0,2021-04-24
38,Fish Fresh(Mungari) KG,200.0,210.0,205.0,2021-04-24
39,Fish Fresh(Rahu) KG,270.0,280.0,275.0,2021-04-24
40,French Bean(Local) KG,110.0,120.0,115.0,2021-04-24
41,French Bean(Rajma) KG,90.0,100.0,96.67,2021-04-24
42,Garlic Dry Chinese KG,140.0,150.0,145.0,2021-04-24
43,Garlic Dry Nepali KG,100.0,110.0,100.0,2021-04-24
44,Garlic Green KG,120.0,130.0,125.0,2021-04-24
45,Ginger KG,70.0,80.0,75.0,2021-04-24
46,Grapes(Black) KG,280.0,300.0,290.0,2021-04-24
47,Grapes(Green) KG,190.0,200.0,195.0,2021-04-24
48,Gundruk KG,250.0,300.0,275.0,2021-04-24
49,Jack Fruit KG,50.0,60.0,56.67,2021-04-24
50,Kiwi KG,400.0,450.0,425.0,2021-04-24
51,Knolkhol KG,50.0,60.0,55.0,2021-04-24
52,Lettuce KG,50.0,60.0,56.67,2021-04-24
53,Lime KG,200.0,220.0,210.0,2021-04-24
54,Mango(Calcutte) KG,120.0,140.0,130.0,2021-04-24
55,Mango(Maldah) KG,60.0,70.0,65.0,2021-04-24
56,Mint KG,100.0,120.0,110.0,2021-04-24
57,Mushroom(Button) KG,300.0,350.0,318.0,2021-04-24
58,Mushroom(Kanya) KG,200.0,220.0,210.0,2021-04-24
59,Mustard Leaf KG,40.0,50.0,45.0,2021-04-24
60,Neuro KG,80.0,90.0,86.67,2021-04-24
61,Okara KG,50.0,60.0,56.0,2021-04-24
62,Onion Dry (Indian) KG,35.0,40.0,37.2,2021-04-24
63,Onion Green KG,100.0,120.0,110.0,2021-04-24
64,Orange(Indian) KG,190.0,200.0,195.0,2021-04-24
65,Papaya(Indian) KG,80.0,90.0,85.0,2021-04-24
66,Papaya(Nepali) KG,50.0,60.0,55.0,2021-04-24
67,Parseley KG,190.0,200.0,195.0,2021-04-24
68,Pear(Chinese) KG,250.0,260.0,255.0,2021-04-24
69,Pineapple 1 Pc,130.0,140.0,135.0,2021-04-24
70,Pointed Gourd(Local) KG,90.0,100.0,95.0,2021-04-24
71,Pointed Gourd(Terai) KG,80.0,90.0,85.0,2021-04-24
72,Pomegranate KG,280.0,300.0,290.0,2021-04-24
73,Potato Red KG,30.0,35.0,32.5,2021-04-24
74,Potato Red(Indian) KG,25.0,30.0,27.5,2021-04-24
75,Potato White KG,23.0,24.0,23.5,2021-04-24
76,Pumpkin KG,30.0,35.0,32.5,2021-04-24
77,Raddish White(Hybrid) KG,60.0,70.0,66.67,2021-04-24
78,Raddish White(Local) KG,50.0,60.0,55.0,2021-04-24
79,Red Cabbbage KG,100.0,150.0,125.0,2021-04-24
80,Smooth Gourd KG,50.0,60.0,56.67,2021-04-24
81,Snake Gourd KG,50.0,60.0,55.0,2021-04-24
82,Spinach Leaf KG,70.0,80.0,76.67,2021-04-24
83,Squash(Long) KG,50.0,60.0,55.0,2021-04-24
84,Squash(Round) KG,50.0,60.0,55.0,2021-04-24
85,Strawberry KG,400.0,500.0,450.0,2021-04-24
86,Sugarbeet KG,70.0,80.0,75.0,2021-04-24
87,Sweet Orange KG,190.0,200.0,195.0,2021-04-24
88,Sword Bean KG,150.0,160.0,155.0,2021-04-24
89,Tamarind KG,150.0,160.0,155.0,2021-04-24
90,Tofu KG,90.0,100.0,96.67,2021-04-24
91,Tomato Big(Indian) KG,50.0,60.0,55.0,2021-04-24
92,Tomato Small(Local) KG,10.0,15.0,12.5,2021-04-24
93,Tomato Small(Terai) KG,18.0,20.0,19.0,2021-04-24
94,Tomato Small(Tunnel) KG,18.0,25.0,21.6,2021-04-24
95,Turnip KG,70.0,80.0,75.0,2021-04-24
96,Turnip A KG,70.0,80.0,75.0,2021-04-24
97,Water Melon(Dotted) KG,25.0,35.0,30.0,2021-04-24
98,Water Melon(Green) KG,40.0,50.0,45.0,2021-04-24
0,Apple(Fuji) KG,250.0,300.0,275.0,2021-04-25
1,Apple(Jholey) KG,180.0,200.0,190.0,2021-04-25
2,Arum KG,60.0,70.0,65.0,2021-04-25
3,Asparagus KG,450.0,500.0,475.0,2021-04-25
4,Bakula KG,80.0,90.0,85.0,2021-04-25
5,Bamboo Shoot KG,90.0,100.0,95.0,2021-04-25
6,Banana Per Dozen,110.0,120.0,115.0,2021-04-25
7,Barela KG,80.0,90.0,85.0,2021-04-25
8,Bauhania flower KG,300.0,350.0,325.0,2021-04-25
9,Bitter Gourd KG,40.0,50.0,45.0,2021-04-25
10,Bottle Gourd KG,30.0,40.0,35.0,2021-04-25
11,Brd Leaf Mustard KG,30.0,40.0,35.0,2021-04-25
12,Brinjal Long KG,35.0,40.0,37.67,2021-04-25
13,Brinjal Round KG,35.0,40.0,37.67,2021-04-25
14,Brocauli KG,90.0,100.0,95.0,2021-04-25
15,Cabbage(Local) KG,35.0,40.0,37.67,2021-04-25
16,Capsicum KG,90.0,100.0,95.0,2021-04-25
17,Carrot(Local) KG,75.0,80.0,77.67,2021-04-25
18,Carrot(Terai) KG,75.0,80.0,77.67,2021-04-25
19,Cauli Local KG,70.0,80.0,75.0,2021-04-25
20,Cauli Local(Jyapu) KG,80.0,85.0,82.33,2021-04-25
21,Celery KG,120.0,150.0,135.0,2021-04-25
22,Chilli Dry KG,300.0,320.0,310.0,2021-04-25
23,Chilli Green KG,50.0,60.0,55.0,2021-04-25
24,Chilli Green(Bullet) KG,50.0,60.0,55.0,2021-04-25
25,Chilli Green(Machhe) KG,100.0,110.0,105.0,2021-04-25
26,Christophine KG,40.0,50.0,45.0,2021-04-25
27,Clive Dry KG,150.0,160.0,155.0,2021-04-25
28,Clive Green KG,120.0,150.0,135.0,2021-04-25
29,Coriander Green KG,70.0,80.0,75.0,2021-04-25
30,Cow pea(Long) KG,90.0,100.0,95.0,2021-04-25
31,Cress Leaf KG,70.0,80.0,75.0,2021-04-25
32,Cucumber(Hybrid) KG,25.0,35.0,30.0,2021-04-25
33,Cucumber(Local) KG,60.0,70.0,65.0,2021-04-25
34,Drumstick KG,70.0,80.0,75.0,2021-04-25
35,Fennel Leaf KG,70.0,80.0,75.0,2021-04-25
36,Fenugreek Leaf KG,70.0,80.0,75.0,2021-04-25
37,Fish Fresh(Bachuwa) KG,225.0,235.0,230.0,2021-04-25
38,Fish Fresh(Chhadi) KG,220.0,230.0,225.0,2021-04-25
39,Fish Fresh(Mungari) KG,200.0,210.0,205.0,2021-04-25
40,Fish Fresh(Rahu) KG,270.0,280.0,275.0,2021-04-25
41,French Bean(Hybrid) KG,110.0,120.0,115.0,2021-04-25
42,French Bean(Local) KG,110.0,120.0,115.0,2021-04-25
43,Garlic Dry Chinese KG,140.0,160.0,150.0,2021-04-25
44,Garlic Dry Nepali KG,100.0,110.0,105.0,2021-04-25
45,Garlic Green KG,120.0,130.0,125.0,2021-04-25
46,Ginger KG,70.0,80.0,75.0,2021-04-25
47,Grapes(Black) KG,280.0,300.0,290.0,2021-04-25
48,Grapes(Green) KG,190.0,200.0,195.0,2021-04-25
49,Gundruk KG,250.0,300.0,275.0,2021-04-25
50,Jack Fruit KG,50.0,60.0,55.0,2021-04-25
51,Kiwi KG,400.0,450.0,425.0,2021-04-25
52,Knolkhol KG,50.0,60.0,55.0,2021-04-25
53,Lettuce KG,50.0,60.0,55.0,2021-04-25
54,Lime KG,230.0,250.0,240.0,2021-04-25
55,Mango(Calcutte) KG,130.0,140.0,135.0,2021-04-25
56,Mango(Maldah) KG,60.0,70.0,65.0,2021-04-25
57,Mint KG,100.0,120.0,110.0,2021-04-25
58,Mushroom(Button) KG,330.0,350.0,340.0,2021-04-25
59,Mushroom(Kanya) KG,200.0,220.0,210.0,2021-04-25
60,Mustard Leaf KG,40.0,50.0,45.0,2021-04-25
61,Neuro KG,80.0,90.0,85.0,2021-04-25
62,Okara KG,60.0,70.0,65.0,2021-04-25
63,Onion Dry (Indian) KG,35.0,40.0,37.67,2021-04-25
64,Onion Green KG,110.0,120.0,115.0,2021-04-25
65,Orange(Indian) KG,190.0,200.0,195.0,2021-04-25
66,Papaya(Indian) KG,80.0,90.0,85.0,2021-04-25
67,Papaya(Nepali) KG,50.0,60.0,55.0,2021-04-25
68,Parseley KG,190.0,200.0,195.0,2021-04-25
69,Pear(Chinese) KG,250.0,260.0,255.0,2021-04-25
70,Pineapple 1 Pc,130.0,140.0,135.0,2021-04-25
71,Pointed Gourd(Local) KG,75.0,80.0,77.67,2021-04-25
72,Pointed Gourd(Terai) KG,70.0,80.0,75.0,2021-04-25
73,Pomegranate KG,280.0,300.0,290.0,2021-04-25
74,Potato Red KG,30.0,35.0,32.67,2021-04-25
75,Potato Red(Indian) KG,25.0,30.0,27.67,2021-04-25
76,Potato White KG,23.0,25.0,24.0,2021-04-25
77,Pumpkin KG,30.0,35.0,32.67,2021-04-25
78,Raddish White(Hybrid) KG,50.0,60.0,55.0,2021-04-25
79,Raddish White(Local) KG,50.0,55.0,52.33,2021-04-25
80,Red Cabbbage KG,120.0,150.0,135.0,2021-04-25
81,Smooth Gourd KG,60.0,70.0,65.0,2021-04-25
82,Snake Gourd KG,50.0,60.0,55.0,2021-04-25
83,Spinach Leaf KG,70.0,80.0,75.0,2021-04-25
84,Squash(Long) KG,45.0,50.0,47.67,2021-04-25
85,Squash(Round) KG,45.0,50.0,47.67,2021-04-25
86,Strawberry KG,400.0,500.0,450.0,2021-04-25
87,Sugarbeet KG,70.0,80.0,75.0,2021-04-25
88,Sweet Orange KG,190.0,200.0,195.0,2021-04-25
89,Sword Bean KG,150.0,160.0,155.0,2021-04-25
90,Tamarind KG,150.0,160.0,155.0,2021-04-25
91,Tofu KG,90.0,100.0,95.0,2021-04-25
92,Tomato Big(Indian) KG,50.0,60.0,55.0,2021-04-25
93,Tomato Big(Nepali) KG,50.0,60.0,55.0,2021-04-25
94,Tomato Small(Indian) KG,20.0,25.0,22.33,2021-04-25
95,Tomato Small(Local) KG,15.0,20.0,17.67,2021-04-25
96,Tomato Small(Terai) KG,20.0,25.0,22.33,2021-04-25
97,Tomato Small(Tunnel) KG,20.0,25.0,22.33,2021-04-25
98,Turnip KG,70.0,80.0,75.0,2021-04-25
99,Turnip A KG,70.0,80.0,75.0,2021-04-25
100,Water Melon(Dotted) KG,25.0,30.0,27.5,2021-04-25
101,Water Melon(Green) KG,40.0,50.0,45.0,2021-04-25
0,Apple(Fuji) KG,250.0,280.0,265.0,2021-04-26
1,Apple(Jholey) KG,180.0,200.0,190.0,2021-04-26
2,Arum KG,60.0,70.0,66.67,2021-04-26
3,Asparagus KG,400.0,500.0,450.0,2021-04-26
4,Bakula KG,90.0,100.0,96.67,2021-04-26
5,Bamboo Shoot KG,90.0,100.0,96.67,2021-04-26
6,Banana Per Dozen,110.0,120.0,115.0,2021-04-26
7,Barela KG,70.0,80.0,76.67,2021-04-26
8,Bauhania flower KG,250.0,300.0,275.0,2021-04-26
9,Bitter Gourd KG,50.0,60.0,55.0,2021-04-26
10,Bottle Gourd KG,30.0,40.0,35.0,2021-04-26
11,Brd Leaf Mustard KG,40.0,50.0,45.0,2021-04-26
12,Brinjal Long KG,25.0,35.0,30.0,2021-04-26
13,Brinjal Round KG,25.0,35.0,30.0,2021-04-26
14,Brocauli KG,80.0,90.0,86.67,2021-04-26
15,Cabbage KG,30.0,40.0,35.0,2021-04-26
16,Cabbage(Local) KG,30.0,40.0,35.0,2021-04-26
17,Capsicum KG,100.0,120.0,110.0,2021-04-26
18,Carrot(Local) KG,60.0,70.0,65.0,2021-04-26
19,Cauli Local KG,50.0,60.0,55.0,2021-04-26
20,Cauli Local(Jyapu) KG,60.0,70.0,65.0,2021-04-26
21,Celery KG,120.0,150.0,135.0,2021-04-26
22,Chilli Dry KG,300.0,320.0,310.0,2021-04-26
23,Chilli Green KG,60.0,70.0,65.0,2021-04-26
24,Chilli Green(Akbare) KG,180.0,200.0,190.0,2021-04-26
25,Chilli Green(Bullet) KG,50.0,60.0,55.0,2021-04-26
26,Chilli Green(Machhe) KG,80.0,90.0,78.0,2021-04-26
27,Christophine KG,40.0,50.0,45.0,2021-04-26
28,Clive Dry KG,150.0,160.0,155.0,2021-04-26
29,Clive Green KG,100.0,120.0,110.0,2021-04-26
30,Coriander Green KG,90.0,100.0,95.0,2021-04-26
31,Cow pea(Long) KG,90.0,100.0,88.0,2021-04-26
32,Cress Leaf KG,80.0,90.0,86.67,2021-04-26
33,Cucumber(Hybrid) KG,30.0,40.0,35.0,2021-04-26
34,Cucumber(Local) KG,80.0,90.0,80.0,2021-04-26
35,Drumstick KG,60.0,70.0,66.67,2021-04-26
36,Fennel Leaf KG,80.0,90.0,86.67,2021-04-26
37,Fenugreek Leaf KG,80.0,90.0,86.67,2021-04-26
38,Fish Fresh(Bachuwa) KG,225.0,235.0,230.0,2021-04-26
39,Fish Fresh(Chhadi) KG,220.0,230.0,225.0,2021-04-26
40,Fish Fresh(Mungari) KG,200.0,210.0,205.0,2021-04-26
41,Fish Fresh(Rahu) KG,270.0,280.0,275.0,2021-04-26
42,French Bean(Hybrid) KG,80.0,100.0,90.0,2021-04-26
43,French Bean(Local) KG,110.0,120.0,108.0,2021-04-26
44,French Bean(Rajma) KG,90.0,100.0,95.0,2021-04-26
45,Garlic Dry Chinese KG,130.0,150.0,140.0,2021-04-26
46,Garlic Dry Nepali KG,90.0,100.0,95.0,2021-04-26
47,Garlic Green KG,80.0,90.0,86.67,2021-04-26
48,Ginger KG,70.0,80.0,75.0,2021-04-26
49,Grapes(Black) KG,290.0,300.0,295.0,2021-04-26
50,Grapes(Green) KG,180.0,200.0,190.0,2021-04-26
51,Green Peas KG,190.0,200.0,190.0,2021-04-26
52,Gundruk KG,250.0,300.0,275.0,2021-04-26
53,Jack Fruit KG,50.0,60.0,55.0,2021-04-26
54,Kiwi KG,500.0,600.0,550.0,2021-04-26
55,Knolkhol KG,50.0,60.0,56.67,2021-04-26
56,Lettuce KG,50.0,60.0,56.67,2021-04-26
57,Lime KG,210.0,220.0,212.0,2021-04-26
58,Mango(Calcutte) KG,120.0,150.0,133.33,2021-04-26
59,Mango(Maldah) KG,60.0,70.0,66.67,2021-04-26
60,Mint KG,100.0,120.0,110.0,2021-04-26
61,Mushroom(Button) KG,300.0,320.0,310.0,2021-04-26
62,Mushroom(Kanya) KG,180.0,200.0,190.0,2021-04-26
63,Mustard Leaf KG,40.0,50.0,46.67,2021-04-26
64,Neuro KG,80.0,90.0,86.67,2021-04-26
65,Okara KG,50.0,60.0,55.0,2021-04-26
66,Onion Dry (Indian) KG,35.0,38.0,36.4,2021-04-26
