,Product,Minimum,Maximum,Average,Date
10,Brinjal Round KG,40.0,45.0,43.0,2014-02-25
11,Brocauli KG,30.0,35.0,33.0,2014-02-25
12,Cabbage(Local) KG,18.0,22.0,20.0,2014-02-25
13,Capsicum KG,50.0,55.0,53.0,2014-02-25
14,Carrot(Local) KG,25.0,30.0,28.0,2014-02-25
15,Cauli Local KG,30.0,35.0,33.0,2014-02-25
16,Cauli Terai KG,18.0,20.0,19.0,2014-02-25
17,Celery KG,120.0,130.0,125.0,2014-02-25
18,Chilli Dry KG,230.0,240.0,237.0,2014-02-25
19,Chilli Green KG,60.0,70.0,65.0,2014-02-25
20,Christophine KG,25.0,30.0,28.0,2014-02-25
21,Clive Dry KG,90.0,100.0,95.0,2014-02-25
22,Clive Green KG,55.0,60.0,58.0,2014-02-25
23,Coriander Green KG,60.0,70.0,67.0,2014-02-25
24,Cress Leaf KG,30.0,35.0,33.0,2014-02-25
25,Cucumber(Local) KG,25.0,30.0,28.0,2014-02-25
26,Drumstick KG,190.0,200.0,195.0,2014-02-25
27,Fennel Leaf KG,30.0,35.0,33.0,2014-02-25
28,Fenugreek Leaf KG,30.0,35.0,33.0,2014-02-25
29,Fish Fresh KG,210.0,220.0,217.0,2014-02-25
30,French Bean(Local) KG,55.0,60.0,58.0,2014-02-25
31,Garlic Dry Chinese KG,90.0,100.0,93.0,2014-02-25
32,Garlic Dry Nepali KG,80.0,85.0,83.0,2014-02-25
33,Garlic Green KG,50.0,55.0,53.0,2014-02-25
34,Ginger KG,110.0,120.0,115.0,2014-02-25
35,Grapes(Green) KG,110.0,120.0,115.0,2014-02-25
36,Green Peas KG,45.0,50.0,48.0,2014-02-25
37,Gundruk KG,240.0,250.0,245.0,2014-02-25
38,Jack Fruit KG,60.0,70.0,65.0,2014-02-25
39,Kinnow KG,50.0,60.0,53.0,2014-02-25
40,Knolkhol KG,30.0,35.0,33.0,2014-02-25
41,Lemon KG,25.0,30.0,28.0,2014-02-25
42,Lettuce KG,30.0,35.0,33.0,2014-02-25
43,Lime KG,300.0,500.0,400.0,2014-02-25
44,Mint KG,140.0,150.0,145.0,2014-02-25
45,Mombin KG,90.0,100.0,97.0,2014-02-25
46,Mushroom(Kanya) KG,90.0,100.0,97.0,2014-02-25
47,Mustard Leaf KG,30.0,35.0,33.0,2014-02-25
48,Okara KG,100.0,110.0,105.0,2014-02-25
49,Onion Dry (Indian) KG,28.0,29.0,29.0,2014-02-25
50,Onion Green KG,45.0,50.0,48.0,2014-02-25
51,Orange(Nepali) KG,60.0,70.0,65.0,2014-02-25
52,Papaya(Nepali) KG,50.0,60.0,55.0,2014-02-25
53,Parseley KG,170.0,180.0,175.0,2014-02-25
54,Pineapple 1 Pc,60.0,70.0,65.0,2014-02-25
55,Pointed Gourd(Local) KG,250.0,300.0,275.0,2014-02-25
56,Pomegranate KG,250.0,260.0,255.0,2014-02-25
57,Potato Red KG,19.0,20.0,20.0,2014-02-25
58,Potato White KG,16.0,17.0,17.0,2014-02-25
59,Pumpkin KG,25.0,30.0,28.0,2014-02-25
60,Raddish Red KG,25.0,30.0,28.0,2014-02-25
61,Raddish White(Local) KG,8.0,10.0,9.0,2014-02-25
62,Red Cabbbage KG,80.0,90.0,85.0,2014-02-25
63,Smooth Gourd KG,110.0,120.0,115.0,2014-02-25
64,Spinach Leaf KG,30.0,35.0,33.0,2014-02-25
65,Squash(Long) KG,24.0,26.0,25.0,2014-02-25
66,Strawberry KG,190.0,200.0,195.0,2014-02-25
67,Sugarbeet KG,60.0,70.0,65.0,2014-02-25
68,Sugarcane Per Piece,40.0,50.0,45.0,2014-02-25
69,Sweet Orange KG,75.0,80.0,78.0,2014-02-25
70,Sweet Potato KG,45.0,50.0,48.0,2014-02-25
71,Sword Bean KG,55.0,60.0,58.0,2014-02-25
72,Tamarind KG,80.0,90.0,87.0,2014-02-25
73,Tofu KG,60.0,70.0,65.0,2014-02-25
74,Tomato Big(Nepali) KG,25.0,30.0,28.0,2014-02-25
75,Tomato Small(Local) KG,30.0,35.0,33.0,2014-02-25
76,Turnip KG,30.0,35.0,33.0,2014-02-25
77,Turnip A KG,30.0,35.0,33.0,2014-02-25
78,Water Melon(Green) KG,40.0,50.0,45.0,2014-02-25
79,Yam KG,28.0,30.0,29.0,2014-02-25
0,Apple(Jholey) KG,100.0,110.0,105.0,2014-02-26
1,Arum KG,45.0,50.0,48.0,2014-02-26
2,Bakula KG,35.0,40.0,38.0,2014-02-26
3,Bamboo Shoot KG,150.0,160.0,155.0,2014-02-26
4,Banana Per Dozen,40.0,50.0,45.0,2014-02-26
5,Barela KG,40.0,45.0,43.0,2014-02-26
6,Bitter Gourd KG,90.0,100.0,97.0,2014-02-26
7,Bottle Gourd KG,45.0,50.0,48.0,2014-02-26
8,Brd Leaf Mustard KG,12.0,15.0,14.0,2014-02-26
9,Brinjal Long KG,38.0,40.0,39.0,2014-02-26
10,Brinjal Round KG,40.0,45.0,43.0,2014-02-26
11,Brocauli KG,35.0,40.0,38.0,2014-02-26
12,Cabbage(Local) KG,20.0,25.0,22.0,2014-02-26
13,Capsicum KG,50.0,55.0,53.0,2014-02-26
14,Carrot(Local) KG,25.0,30.0,28.0,2014-02-26
15,Cauli Local KG,32.0,38.0,35.0,2014-02-26
16,Cauli Terai KG,20.0,24.0,22.0,2014-02-26
17,Celery KG,120.0,130.0,125.0,2014-02-26
18,Chilli Dry KG,230.0,240.0,235.0,2014-02-26
19,Chilli Green KG,50.0,55.0,53.0,2014-02-26
20,Christophine KG,25.0,30.0,28.0,2014-02-26
21,Clive Dry KG,90.0,100.0,95.0,2014-02-26
22,Clive Green KG,50.0,55.0,53.0,2014-02-26
23,Coriander Green KG,40.0,50.0,47.0,2014-02-26
24,Cress Leaf KG,30.0,35.0,33.0,2014-02-26
25,Cucumber(Local) KG,25.0,30.0,28.0,2014-02-26
26,Drumstick KG,190.0,200.0,195.0,2014-02-26
27,Fennel Leaf KG,30.0,35.0,33.0,2014-02-26
28,Fenugreek Leaf KG,30.0,35.0,33.0,2014-02-26
29,Fish Fresh KG,210.0,220.0,217.0,2014-02-26
30,French Bean(Local) KG,55.0,60.0,57.0,2014-02-26
31,Garlic Dry Chinese KG,95.0,105.0,100.0,2014-02-26
32,Garlic Dry Nepali KG,85.0,90.0,88.0,2014-02-26
33,Garlic Green KG,50.0,55.0,53.0,2014-02-26
34,Ginger KG,110.0,120.0,117.0,2014-02-26
35,Grapes(Green) KG,110.0,120.0,115.0,2014-02-26
36,Green Peas KG,50.0,55.0,53.0,2014-02-26
37,Gundruk KG,240.0,250.0,245.0,2014-02-26
38,Jack Fruit KG,60.0,70.0,65.0,2014-02-26
39,Kinnow KG,55.0,60.0,58.0,2014-02-26
40,Knolkhol KG,30.0,35.0,33.0,2014-02-26
41,Lemon KG,30.0,35.0,33.0,2014-02-26
42,Lettuce KG,30.0,35.0,33.0,2014-02-26
43,Lime KG,300.0,400.0,350.0,2014-02-26
44,Mint KG,120.0,130.0,125.0,2014-02-26
45,Mombin KG,90.0,100.0,97.0,2014-02-26
46,Mushroom(Kanya) KG,90.0,100.0,95.0,2014-02-26
47,Mustard Leaf KG,30.0,35.0,33.0,2014-02-26
48,Okara KG,110.0,120.0,115.0,2014-02-26
49,Onion Dry (Indian) KG,28.0,29.0,29.0,2014-02-26
50,Onion Green KG,50.0,55.0,53.0,2014-02-26
51,Orange(Nepali) KG,60.0,70.0,65.0,2014-02-26
52,Papaya(Nepali) KG,50.0,60.0,55.0,2014-02-26
53,Parseley KG,170.0,180.0,175.0,2014-02-26
54,Pineapple 1 Pc,60.0,70.0,65.0,2014-02-26
55,Pointed Gourd(Local) KG,240.0,250.0,245.0,2014-02-26
56,Pomegranate KG,250.0,260.0,255.0,2014-02-26
57,Potato Red KG,20.0,21.0,21.0,2014-02-26
58,Potato White KG,16.0,17.0,17.0,2014-02-26
59,Pumpkin KG,25.0,30.0,28.0,2014-02-26
60,Raddish Red KG,25.0,30.0,28.0,2014-02-26
61,Raddish White(Local) KG,8.0,10.0,9.0,2014-02-26
62,Red Cabbbage KG,80.0,90.0,85.0,2014-02-26
63,Snake Gourd KG,65.0,70.0,68.0,2014-02-26
64,Spinach Leaf KG,30.0,35.0,33.0,2014-02-26
65,Squash(Long) KG,22.0,25.0,24.0,2014-02-26
66,Strawberry KG,190.0,200.0,195.0,2014-02-26
67,Sugarbeet KG,60.0,70.0,65.0,2014-02-26
68,Sugarcane Per Piece,40.0,50.0,45.0,2014-02-26
69,Sweet Orange KG,75.0,80.0,78.0,2014-02-26
70,Sweet Potato KG,45.0,50.0,48.0,2014-02-26
71,Sword Bean KG,55.0,60.0,58.0,2014-02-26
72,Tamarind KG,80.0,90.0,87.0,2014-02-26
73,Tofu KG,60.0,70.0,65.0,2014-02-26
74,Tomato Big(Nepali) KG,25.0,30.0,28.0,2014-02-26
75,Tomato Small(Local) KG,28.0,34.0,31.0,2014-02-26
76,Turnip KG,30.0,35.0,33.0,2014-02-26
77,Turnip A KG,30.0,35.0,33.0,2014-02-26
78,Water Melon(Green) KG,40.0,50.0,45.0,2014-02-26
79,Yam KG,50.0,60.0,55.0,2014-02-26
0,Apple(Jholey) KG,100.0,110.0,105.0,2014-02-28
1,Arum KG,45.0,50.0,48.0,2014-02-28
2,Bakula KG,35.0,40.0,38.0,2014-02-28
3,Bamboo Shoot KG,150.0,160.0,155.0,2014-02-28
4,Banana Per Dozen,50.0,55.0,53.0,2014-02-28
5,Barela KG,40.0,45.0,43.0,2014-02-28
6,Bauhania flower KG,190.0,200.0,195.0,2014-02-28
7,Bitter Gourd KG,110.0,130.0,120.0,2014-02-28
8,Bottle Gourd KG,40.0,45.0,42.0,2014-02-28
9,Brd Leaf Mustard KG,12.0,15.0,14.0,2014-02-28
10,Brinjal Long KG,38.0,40.0,39.0,2014-02-28
11,Brinjal Round KG,40.0,45.0,43.0,2014-02-28
12,Brocauli KG,35.0,40.0,38.0,2014-02-28
13,Cabbage(Local) KG,20.0,25.0,23.0,2014-02-28
14,Capsicum KG,100.0,120.0,110.0,2014-02-28
15,Carrot(Local) KG,25.0,30.0,28.0,2014-02-28
16,Cauli Local KG,32.0,36.0,34.0,2014-02-28
17,Cauli Terai KG,20.0,24.0,22.0,2014-02-28
18,Celery KG,120.0,130.0,125.0,2014-02-28
19,Chilli Dry KG,230.0,240.0,237.0,2014-02-28
20,Chilli Green KG,75.0,80.0,77.0,2014-02-28
21,Christophine KG,25.0,30.0,28.0,2014-02-28
22,Clive Dry KG,90.0,100.0,95.0,2014-02-28
23,Clive Green KG,50.0,55.0,53.0,2014-02-28
24,Coriander Green KG,45.0,50.0,48.0,2014-02-28
25,Cress Leaf KG,30.0,35.0,33.0,2014-02-28
26,Cucumber(Local) KG,25.0,30.0,28.0,2014-02-28
27,Drumstick KG,190.0,200.0,195.0,2014-02-28
28,Fennel Leaf KG,30.0,35.0,33.0,2014-02-28
29,Fenugreek Leaf KG,30.0,35.0,33.0,2014-02-28
30,Fish Fresh KG,210.0,220.0,217.0,2014-02-28
31,French Bean(Local) KG,40.0,45.0,43.0,2014-02-28
32,Garlic Dry Chinese KG,95.0,105.0,100.0,2014-02-28
33,Garlic Dry Nepali KG,85.0,90.0,88.0,2014-02-28
34,Garlic Green KG,50.0,55.0,53.0,2014-02-28
35,Ginger KG,110.0,120.0,117.0,2014-02-28
36,Grapes(Green) KG,100.0,110.0,105.0,2014-02-28
37,Green Peas KG,55.0,60.0,58.0,2014-02-28
38,Gundruk KG,220.0,240.0,230.0,2014-02-28
39,Jack Fruit KG,60.0,70.0,63.0,2014-02-28
40,Kinnow KG,55.0,60.0,58.0,2014-02-28
41,Knolkhol KG,30.0,35.0,33.0,2014-02-28
42,Lemon KG,30.0,35.0,33.0,2014-02-28
43,Lettuce KG,30.0,35.0,33.0,2014-02-28
44,Lime KG,300.0,400.0,350.0,2014-02-28
45,Mint KG,130.0,140.0,135.0,2014-02-28
46,Mombin KG,90.0,100.0,97.0,2014-02-28
47,Mushroom(Kanya) KG,70.0,80.0,77.0,2014-02-28
48,Mustard Leaf KG,30.0,35.0,33.0,2014-02-28
49,Okara KG,120.0,140.0,130.0,2014-02-28
50,Onion Dry (Indian) KG,29.0,30.0,30.0,2014-02-28
51,Onion Green KG,45.0,50.0,48.0,2014-02-28
52,Orange(Nepali) KG,70.0,80.0,75.0,2014-02-28
53,Papaya(Nepali) KG,55.0,60.0,58.0,2014-02-28
54,Parseley KG,170.0,180.0,175.0,2014-02-28
55,Pineapple 1 Pc,70.0,80.0,75.0,2014-02-28
56,Pointed Gourd(Local) KG,190.0,200.0,195.0,2014-02-28
57,Pomegranate KG,280.0,300.0,290.0,2014-02-28
58,Potato Red KG,20.0,21.0,20.0,2014-02-28
59,Potato White KG,16.0,17.0,17.0,2014-02-28
60,Pumpkin KG,25.0,30.0,28.0,2014-02-28
61,Raddish Red KG,25.0,30.0,28.0,2014-02-28
62,Raddish White(Local) KG,8.0,10.0,9.0,2014-02-28
63,Red Cabbbage KG,60.0,70.0,65.0,2014-02-28
64,Spinach Leaf KG,30.0,35.0,33.0,2014-02-28
65,Squash(Long) KG,20.0,25.0,23.0,2014-02-28
66,Strawberry KG,190.0,200.0,195.0,2014-02-28
67,Sugarbeet KG,60.0,70.0,65.0,2014-02-28
68,Sugarcane Per Piece,50.0,60.0,55.0,2014-02-28
69,Sweet Orange KG,75.0,80.0,78.0,2014-02-28
70,Sweet Potato KG,45.0,50.0,48.0,2014-02-28
71,Sword Bean KG,58.0,62.0,60.0,2014-02-28
72,Tamarind KG,80.0,90.0,87.0,2014-02-28
73,Tofu KG,60.0,70.0,65.0,2014-02-28
74,Tomato Big(Nepali) KG,30.0,35.0,32.0,2014-02-28
75,Tomato Small(Local) KG,32.0,38.0,35.0,2014-02-28
76,Turnip KG,30.0,35.0,33.0,2014-02-28
77,Turnip A KG,30.0,35.0,33.0,2014-02-28
78,Water Melon(Green) KG,40.0,50.0,45.0,2014-02-28
79,Yam KG,28.0,30.0,29.0,2014-02-28
0,Apple(Jholey) KG,100.0,110.0,105.0,2014-03-03
1,Arum KG,45.0,50.0,48.0,2014-03-03
2,Bakula KG,35.0,40.0,38.0,2014-03-03
3,Bamboo Shoot KG,150.0,160.0,155.0,2014-03-03
4,Banana Per Dozen,45.0,50.0,48.0,2014-03-03
5,Barela KG,40.0,50.0,45.0,2014-03-03
6,Bitter Gourd KG,90.0,100.0,95.0,2014-03-03
7,Bottle Gourd KG,45.0,50.0,48.0,2014-03-03
8,Brd Leaf Mustard KG,15.0,18.0,17.0,2014-03-03
9,Brinjal Long KG,55.0,60.0,58.0,2014-03-03
10,Brocauli KG,45.0,50.0,48.0,2014-03-03
11,Cabbage(Local) KG,20.0,25.0,22.0,2014-03-03
12,Capsicum KG,70.0,80.0,77.0,2014-03-03
13,Carrot(Local) KG,25.0,30.0,28.0,2014-03-03
14,Cauli Local KG,35.0,40.0,38.0,2014-03-03
15,Cauli Terai KG,20.0,25.0,23.0,2014-03-03
16,Celery KG,80.0,90.0,85.0,2014-03-03
17,Chilli Dry KG,230.0,240.0,237.0,2014-03-03
18,Chilli Green KG,70.0,80.0,75.0,2014-03-03
19,Christophine KG,25.0,30.0,28.0,2014-03-03
20,Clive Dry KG,80.0,90.0,85.0,2014-03-03
21,Clive Green KG,80.0,90.0,85.0,2014-03-03
22,Coriander Green KG,60.0,70.0,67.0,2014-03-03
23,Cress Leaf KG,30.0,35.0,33.0,2014-03-03
24,Cucumber(Local) KG,70.0,80.0,75.0,2014-03-03
25,Drumstick KG,190.0,200.0,195.0,2014-03-03
26,Fennel Leaf KG,30.0,35.0,33.0,2014-03-03
27,Fenugreek Leaf KG,30.0,35.0,33.0,2014-03-03
28,Fish Fresh KG,210.0,220.0,217.0,2014-03-03
29,French Bean(Local) KG,55.0,60.0,58.0,2014-03-03
30,Garlic Dry Chinese KG,100.0,105.0,102.0,2014-03-03
31,Garlic Dry Nepali KG,85.0,90.0,88.0,2014-03-03
32,Garlic Green KG,50.0,55.0,53.0,2014-03-03
33,Ginger KG,120.0,130.0,127.0,2014-03-03
34,Grapes(Green) KG,100.0,110.0,105.0,2014-03-03
35,Green Peas KG,55.0,60.0,58.0,2014-03-03
36,Gundruk KG,200.0,220.0,210.0,2014-03-03
37,Jack Fruit KG,60.0,70.0,65.0,2014-03-03
38,Kinnow KG,55.0,60.0,58.0,2014-03-03
39,Knolkhol KG,30.0,35.0,33.0,2014-03-03
40,Lemon KG,35.0,40.0,38.0,2014-03-03
41,Lettuce KG,30.0,35.0,33.0,2014-03-03
42,Lime KG,300.0,400.0,367.0,2014-03-03
43,Mint KG,140.0,150.0,145.0,2014-03-03
44,Mombin KG,100.0,120.0,110.0,2014-03-03
45,Mushroom(Kanya) KG,80.0,90.0,85.0,2014-03-03
46,Mustard Leaf KG,30.0,35.0,33.0,2014-03-03
47,Okara KG,120.0,130.0,123.0,2014-03-03
48,Onion Dry (Indian) KG,29.0,30.0,30.0,2014-03-03
49,Onion Green KG,50.0,55.0,53.0,2014-03-03
50,Orange(Nepali) KG,65.0,70.0,68.0,2014-03-03
51,Papaya(Nepali) KG,55.0,60.0,58.0,2014-03-03
52,Parseley KG,140.0,150.0,145.0,2014-03-03
53,Pineapple 1 Pc,70.0,80.0,75.0,2014-03-03
54,Pointed Gourd(Local) KG,150.0,160.0,155.0,2014-03-03
55,Pomegranate KG,280.0,300.0,290.0,2014-03-03
56,Potato Red KG,20.0,21.0,20.0,2014-03-03
57,Potato White KG,16.0,17.0,17.0,2014-03-03
58,Pumpkin KG,24.0,28.0,26.0,2014-03-03
59,Raddish Red KG,25.0,30.0,28.0,2014-03-03
60,Raddish White(Local) KG,10.0,15.0,13.0,2014-03-03
61,Red Cabbbage KG,80.0,90.0,85.0,2014-03-03
62,Snake Gourd KG,65.0,70.0,68.0,2014-03-03
63,Spinach Leaf KG,30.0,35.0,33.0,2014-03-03
64,Squash(Long) KG,20.0,25.0,22.0,2014-03-03
65,Strawberry KG,190.0,200.0,195.0,2014-03-03
66,Sugarbeet KG,60.0,70.0,65.0,2014-03-03
67,Sugarcane Per Piece,40.0,50.0,45.0,2014-03-03
68,Sweet Orange KG,60.0,70.0,65.0,2014-03-03
69,Sweet Potato KG,45.0,50.0,48.0,2014-03-03
70,Sword Bean KG,60.0,62.0,61.0,2014-03-03
71,Tamarind KG,80.0,90.0,87.0,2014-03-03
72,Tofu KG,60.0,70.0,65.0,2014-03-03
73,Tomato Big(Nepali) KG,40.0,45.0,43.0,2014-03-03
74,Tomato Small(Local) KG,50.0,60.0,55.0,2014-03-03
75,Turnip KG,30.0,35.0,33.0,2014-03-03
76,Turnip A KG,30.0,35.0,33.0,2014-03-03
77,Water Melon(Green) KG,30.0,35.0,33.0,2014-03-03
78,Yam KG,28.0,30.0,29.0,2014-03-03
0,Apple(Jholey) KG,100.0,110.0,105.0,2014-03-05
1,Arum KG,45.0,50.0,48.0,2014-03-05
2,Bakula KG,40.0,45.0,43.0,2014-03-05
3,Bamboo Shoot KG,150.0,160.0,155.0,2014-03-05
4,Banana Per Dozen,45.0,50.0,48.0,2014-03-05
5,Barela KG,38.0,42.0,40.0,2014-03-05
6,Bauhania flower KG,130.0,140.0,133.0,2014-03-05
7,Bitter Gourd KG,110.0,120.0,117.0,2014-03-05
8,Bottle Gourd KG,40.0,45.0,43.0,2014-03-05
9,Brd Leaf Mustard KG,12.0,15.0,14.0,2014-03-05
10,Brinjal Long KG,40.0,42.0,41.0,2014-03-05
11,Brocauli KG,45.0,50.0,48.0,2014-03-05
12,Cabbage(Local) KG,18.0,22.0,20.0,2014-03-05
13,Capsicum KG,70.0,80.0,77.0,2014-03-05
14,Carrot(Local) KG,25.0,30.0,28.0,2014-03-05
15,Cauli Local KG,28.0,32.0,30.0,2014-03-05
16,Cauli Terai KG,18.0,20.0,19.0,2014-03-05
17,Celery KG,80.0,90.0,85.0,2014-03-05
18,Chilli Dry KG,230.0,240.0,237.0,2014-03-05
19,Chilli Green KG,75.0,80.0,78.0,2014-03-05
20,Christophine KG,25.0,30.0,28.0,2014-03-05
21,Clive Dry KG,80.0,90.0,85.0,2014-03-05
22,Clive Green KG,50.0,55.0,53.0,2014-03-05
23,Coriander Green KG,40.0,50.0,47.0,2014-03-05
24,Cress Leaf KG,30.0,35.0,33.0,2014-03-05
25,Cucumber(Local) KG,70.0,80.0,75.0,2014-03-05
26,Fennel Leaf KG,30.0,35.0,33.0,2014-03-05
27,Fenugreek Leaf KG,30.0,35.0,33.0,2014-03-05
28,Fish Fresh KG,210.0,220.0,217.0,2014-03-05
29,French Bean(Local) KG,55.0,60.0,58.0,2014-03-05
30,Garlic Dry Chinese KG,100.0,105.0,103.0,2014-03-05
31,Garlic Dry Nepali KG,85.0,90.0,88.0,2014-03-05
32,Garlic Green KG,50.0,55.0,53.0,2014-03-05
33,Ginger KG,110.0,130.0,120.0,2014-03-05
34,Grapes(Green) KG,100.0,110.0,105.0,2014-03-05
35,Green Peas KG,45.0,50.0,48.0,2014-03-05
36,Gundruk KG,200.0,220.0,210.0,2014-03-05
37,Jack Fruit KG,60.0,70.0,65.0,2014-03-05
38,Kinnow KG,55.0,60.0,58.0,2014-03-05
39,Knolkhol KG,30.0,35.0,33.0,2014-03-05
40,Lemon KG,35.0,40.0,38.0,2014-03-05
41,Lettuce KG,30.0,35.0,33.0,2014-03-05
42,Lime KG,300.0,400.0,367.0,2014-03-05
43,Mint KG,150.0,160.0,155.0,2014-03-05
44,Mombin KG,110.0,120.0,115.0,2014-03-05
45,Mushroom(Kanya) KG,80.0,90.0,85.0,2014-03-05
46,Mustard Leaf KG,30.0,35.0,33.0,2014-03-05
47,Okara KG,110.0,120.0,115.0,2014-03-05
48,Onion Dry (Indian) KG,28.0,30.0,29.0,2014-03-05
49,Onion Green KG,50.0,55.0,53.0,2014-03-05
50,Orange(Nepali) KG,70.0,75.0,72.0,2014-03-05
51,Papaya(Nepali) KG,50.0,60.0,55.0,2014-03-05
52,Parseley KG,140.0,150.0,145.0,2014-03-05
53,Pineapple 1 Pc,70.0,80.0,75.0,2014-03-05
54,Pointed Gourd(Local) KG,130.0,140.0,135.0,2014-03-05
55,Pomegranate KG,280.0,300.0,290.0,2014-03-05
56,Potato Red KG,21.0,22.0,22.0,2014-03-05
57,Potato White KG,17.0,18.0,18.0,2014-03-05
58,Pumpkin KG,24.0,28.0,26.0,2014-03-05
59,Raddish Red KG,25.0,30.0,28.0,2014-03-05
60,Raddish White(Local) KG,10.0,15.0,12.0,2014-03-05
61,Red Cabbbage KG,80.0,90.0,85.0,2014-03-05
62,Snake Gourd KG,65.0,70.0,68.0,2014-03-05
63,Spinach Leaf KG,30.0,35.0,33.0,2014-03-05
64,Squash(Long) KG,20.0,25.0,23.0,2014-03-05
65,Sugarbeet KG,80.0,90.0,85.0,2014-03-05
66,Sugarcane Per Piece,40.0,50.0,45.0,2014-03-05
67,Sweet Orange KG,70.0,80.0,75.0,2014-03-05
68,Sweet Potato KG,45.0,50.0,48.0,2014-03-05
69,Sword Bean KG,50.0,55.0,53.0,2014-03-05
70,Tamarind KG,80.0,90.0,87.0,2014-03-05
71,Tofu KG,60.0,70.0,65.0,2014-03-05
72,Tomato Big(Nepali) KG,40.0,45.0,42.0,2014-03-05
73,Tomato Small(Local) KG,45.0,52.0,49.0,2014-03-05
74,Turnip KG,30.0,35.0,33.0,2014-03-05
75,Turnip A KG,30.0,35.0,33.0,2014-03-05
76,Water Melon(Green) KG,30.0,35.0,33.0,2014-03-05
77,Yam KG,28.0,30.0,29.0,2014-03-05
0,Apple(Jholey) KG,100.0,110.0,105.0,2014-03-06
1,Arum KG,45.0,50.0,48.0,2014-03-06
2,Bakula KG,35.0,40.0,38.0,2014-03-06
3,Bamboo Shoot KG,150.0,160.0,157.0,2014-03-06
4,Banana Per Dozen,45.0,50.0,48.0,2014-03-06
5,Barela KG,35.0,40.0,38.0,2014-03-06
6,Bauhania flower KG,140.0,150.0,145.0,2014-03-06
7,Bitter Gourd KG,110.0,120.0,117.0,2014-03-06
8,Bottle Gourd KG,40.0,45.0,43.0,2014-03-06
9,Brd Leaf Mustard KG,15.0,18.0,17.0,2014-03-06
10,Brinjal Long KG,40.0,42.0,41.0,2014-03-06
11,Brocauli KG,45.0,50.0,48.0,2014-03-06
12,Cabbage(Local) KG,16.0,20.0,18.0,2014-03-06
13,Capsicum KG,60.0,80.0,70.0,2014-03-06
14,Carrot(Local) KG,24.0,28.0,26.0,2014-03-06
15,Cauli Local KG,25.0,30.0,28.0,2014-03-06
16,Cauli Terai KG,18.0,20.0,19.0,2014-03-06
17,Celery KG,70.0,80.0,75.0,2014-03-06
18,Chilli Dry KG,230.0,240.0,235.0,2014-03-06
19,Chilli Green KG,80.0,90.0,87.0,2014-03-06
20,Christophine KG,25.0,30.0,28.0,2014-03-06
21,Clive Dry KG,70.0,80.0,75.0,2014-03-06
22,Clive Green KG,50.0,55.0,53.0,2014-03-06
23,Coriander Green KG,30.0,40.0,35.0,2014-03-06
24,Cress Leaf KG,30.0,35.0,33.0,2014-03-06
25,Cucumber(Local) KG,60.0,70.0,65.0,2014-03-06
26,Drumstick KG,230.0,240.0,235.0,2014-03-06
27,Fennel Leaf KG,30.0,35.0,33.0,2014-03-06
28,Fenugreek Leaf KG,30.0,35.0,33.0,2014-03-06
29,Fish Fresh KG,210.0,220.0,217.0,2014-03-06
30,French Bean(Local) KG,45.0,50.0,48.0,2014-03-06
31,Garlic Dry Chinese KG,100.0,105.0,102.0,2014-03-06
32,Garlic Dry Nepali KG,85.0,90.0,88.0,2014-03-06
33,Garlic Green KG,50.0,55.0,53.0,2014-03-06
34,Ginger KG,110.0,120.0,117.0,2014-03-06
35,Grapes(Green) KG,100.0,110.0,105.0,2014-03-06
36,Green Peas KG,45.0,50.0,48.0,2014-03-06
37,Gundruk KG,220.0,230.0,225.0,2014-03-06
38,Jack Fruit KG,60.0,70.0,65.0,2014-03-06
39,Kinnow KG,55.0,60.0,58.0,2014-03-06
40,Knolkhol KG,30.0,35.0,33.0,2014-03-06
41,Lemon KG,35.0,40.0,38.0,2014-03-06
42,Lettuce KG,30.0,35.0,33.0,2014-03-06
43,Lime KG,300.0,400.0,367.0,2014-03-06
44,Mint KG,150.0,160.0,155.0,2014-03-06
45,Mombin KG,110.0,120.0,117.0,2014-03-06
46,Mushroom(Kanya) KG,80.0,90.0,87.0,2014-03-06
47,Mustard Leaf KG,30.0,35.0,33.0,2014-03-06
48,Okara KG,110.0,120.0,115.0,2014-03-06
49,Onion Dry (Indian) KG,28.0,29.0,29.0,2014-03-06
50,Onion Green KG,50.0,55.0,53.0,2014-03-06
51,Orange(Nepali) KG,60.0,70.0,65.0,2014-03-06
52,Papaya(Nepali) KG,55.0,60.0,58.0,2014-03-06
53,Parseley KG,140.0,150.0,145.0,2014-03-06
54,Pineapple 1 Pc,60.0,70.0,65.0,2014-03-06
55,Pointed Gourd(Local) KG,150.0,160.0,155.0,2014-03-06
56,Pomegranate KG,280.0,300.0,290.0,2014-03-06
57,Potato Red KG,22.0,23.0,23.0,2014-03-06
58,Potato White KG,18.0,19.0,19.0,2014-03-06
59,Raddish Red KG,25.0,30.0,28.0,2014-03-06
60,Raddish White(Local) KG,8.0,12.0,10.0,2014-03-06
61,Red Cabbbage KG,80.0,90.0,85.0,2014-03-06
62,Snake Gourd KG,65.0,70.0,68.0,2014-03-06
63,Spinach Leaf KG,30.0,35.0,33.0,2014-03-06
64,Strawberry KG,190.0,200.0,195.0,2014-03-06
65,Sugarbeet KG,80.0,90.0,85.0,2014-03-06
66,Sugarcane Per Piece,40.0,50.0,45.0,2014-03-06
67,Sweet Orange KG,70.0,80.0,75.0,2014-03-06
