,Product,Minimum,Maximum,Average,Date
16,Cauli Terai KG,20.0,22.0,21.0,2014-01-05
17,Celery KG,120.0,130.0,125.0,2014-01-05
18,Chilli Dry KG,230.0,240.0,235.0,2014-01-05
19,Chilli Green KG,40.0,45.0,43.0,2014-01-05
20,Christophine KG,25.0,30.0,28.0,2014-01-05
21,Clive Dry KG,150.0,160.0,155.0,2014-01-05
22,Clive Green KG,120.0,130.0,125.0,2014-01-05
23,Coriander Green KG,60.0,70.0,65.0,2014-01-05
24,Cow pea(Long) KG,38.0,40.0,39.0,2014-01-05
25,Cress Leaf KG,40.0,45.0,43.0,2014-01-05
26,Cucumber(Local) KG,55.0,60.0,58.0,2014-01-05
27,Fennel Leaf KG,45.0,50.0,48.0,2014-01-05
28,Fenugreek Leaf KG,55.0,60.0,58.0,2014-01-05
29,Fish Fresh KG,220.0,230.0,225.0,2014-01-05
30,French Bean(Local) KG,55.0,60.0,58.0,2014-01-05
31,Garlic Dry Chinese KG,100.0,105.0,103.0,2014-01-05
32,Garlic Dry Nepali KG,85.0,95.0,90.0,2014-01-05
33,Garlic Green KG,55.0,60.0,58.0,2014-01-05
34,Ginger KG,100.0,110.0,105.0,2014-01-05
35,Grapes(Green) KG,150.0,160.0,155.0,2014-01-05
36,Green Peas KG,25.0,30.0,28.0,2014-01-05
37,Gundruk KG,190.0,200.0,195.0,2014-01-05
38,Jack Fruit KG,90.0,100.0,95.0,2014-01-05
39,Knolkhol KG,35.0,40.0,38.0,2014-01-05
40,Lemon KG,30.0,35.0,33.0,2014-01-05
41,Lettuce KG,45.0,50.0,48.0,2014-01-05
42,Lime KG,300.0,400.0,350.0,2014-01-05
43,Mint KG,120.0,130.0,125.0,2014-01-05
44,Mombin KG,35.0,40.0,38.0,2014-01-05
45,Mushroom(Kanya) KG,150.0,160.0,157.0,2014-01-05
46,Mustard Leaf KG,40.0,45.0,43.0,2014-01-05
47,Okara KG,90.0,100.0,95.0,2014-01-05
48,Onion Dry (Indian) KG,34.0,35.0,35.0,2014-01-05
49,Onion Green KG,55.0,60.0,58.0,2014-01-05
50,Orange(Nepali) KG,50.0,60.0,55.0,2014-01-05
51,Papaya(Nepali) KG,50.0,55.0,53.0,2014-01-05
52,Parseley KG,170.0,180.0,175.0,2014-01-05
53,Pineapple 1 Pc,60.0,70.0,65.0,2014-01-05
54,Pomegranate KG,250.0,260.0,255.0,2014-01-05
55,Potato Red KG,25.0,27.0,26.0,2014-01-05
56,Potato White KG,22.0,24.0,23.0,2014-01-05
57,Pumpkin KG,16.0,20.0,18.0,2014-01-05
58,Raddish Red KG,25.0,30.0,28.0,2014-01-05
59,Raddish White(Local) KG,12.0,15.0,14.0,2014-01-05
60,Red Cabbbage KG,150.0,160.0,155.0,2014-01-05
61,Spinach Leaf KG,40.0,45.0,43.0,2014-01-05
62,Squash(Long) KG,20.0,25.0,23.0,2014-01-05
63,Sugarbeet KG,90.0,100.0,95.0,2014-01-05
64,Sugarcane Per Piece,40.0,50.0,45.0,2014-01-05
65,Sweet Orange KG,80.0,90.0,85.0,2014-01-05
66,Sweet Potato KG,35.0,40.0,38.0,2014-01-05
67,Sword Bean KG,30.0,35.0,33.0,2014-01-05
68,Tamarind KG,70.0,80.0,75.0,2014-01-05
69,Tofu KG,60.0,70.0,67.0,2014-01-05
70,Tomato Big(Nepali) KG,35.0,40.0,38.0,2014-01-05
71,Tomato Small(Local) KG,30.0,35.0,33.0,2014-01-05
72,Turnip KG,35.0,40.0,38.0,2014-01-05
73,Turnip A KG,38.0,40.0,39.0,2014-01-05
74,Water Melon(Green) KG,50.0,55.0,53.0,2014-01-05
75,Yam KG,28.0,30.0,29.0,2014-01-05
0,Apple(Jholey) KG,90.0,100.0,95.0,2014-01-06
1,Arum KG,35.0,40.0,38.0,2014-01-06
2,Bakula KG,55.0,60.0,58.0,2014-01-06
3,Bamboo Shoot KG,130.0,140.0,135.0,2014-01-06
4,Banana Per Dozen,40.0,50.0,45.0,2014-01-06
5,Barela KG,40.0,45.0,43.0,2014-01-06
6,Bitter Gourd KG,80.0,90.0,85.0,2014-01-06
7,Bottle Gourd KG,30.0,35.0,33.0,2014-01-06
8,Brd Leaf Mustard KG,18.0,20.0,19.0,2014-01-06
9,Brinjal Long KG,25.0,30.0,28.0,2014-01-06
10,Brinjal Round KG,35.0,40.0,38.0,2014-01-06
11,Brocauli KG,40.0,45.0,43.0,2014-01-06
12,Cabbage(Local) KG,20.0,25.0,23.0,2014-01-06
13,Capsicum KG,45.0,50.0,48.0,2014-01-06
14,Carrot(Local) KG,20.0,25.0,23.0,2014-01-06
15,Cauli Local KG,22.0,25.0,24.0,2014-01-06
16,Cauli Terai KG,16.0,18.0,17.0,2014-01-06
17,Celery KG,120.0,130.0,125.0,2014-01-06
18,Chilli Dry KG,230.0,240.0,237.0,2014-01-06
19,Chilli Green KG,38.0,40.0,39.0,2014-01-06
20,Christophine KG,25.0,30.0,28.0,2014-01-06
21,Clive Dry KG,150.0,160.0,155.0,2014-01-06
22,Clive Green KG,100.0,110.0,105.0,2014-01-06
23,Coriander Green KG,60.0,70.0,67.0,2014-01-06
24,Cow pea(Long) KG,40.0,42.0,41.0,2014-01-06
25,Cress Leaf KG,35.0,40.0,38.0,2014-01-06
26,Cucumber(Local) KG,50.0,55.0,53.0,2014-01-06
27,Fennel Leaf KG,40.0,45.0,43.0,2014-01-06
28,Fenugreek Leaf KG,45.0,50.0,48.0,2014-01-06
29,Fish Fresh KG,220.0,230.0,227.0,2014-01-06
30,French Bean(Local) KG,50.0,55.0,53.0,2014-01-06
31,Garlic Dry Chinese KG,100.0,105.0,103.0,2014-01-06
32,Garlic Dry Nepali KG,85.0,90.0,88.0,2014-01-06
33,Garlic Green KG,55.0,60.0,58.0,2014-01-06
34,Ginger KG,100.0,110.0,103.0,2014-01-06
35,Grapes(Green) KG,150.0,170.0,160.0,2014-01-06
36,Green Peas KG,28.0,32.0,30.0,2014-01-06
37,Gundruk KG,190.0,200.0,195.0,2014-01-06
38,Jack Fruit KG,70.0,80.0,75.0,2014-01-06
39,Knolkhol KG,38.0,40.0,39.0,2014-01-06
40,Lemon KG,30.0,35.0,33.0,2014-01-06
41,Lettuce KG,45.0,50.0,48.0,2014-01-06
42,Lime KG,300.0,400.0,350.0,2014-01-06
43,Mandarin KG,45.0,50.0,48.0,2014-01-06
44,Mint KG,130.0,140.0,135.0,2014-01-06
45,Mombin KG,35.0,40.0,38.0,2014-01-06
46,Mushroom(Kanya) KG,140.0,150.0,145.0,2014-01-06
47,Mustard Leaf KG,35.0,40.0,38.0,2014-01-06
48,Okara KG,90.0,100.0,95.0,2014-01-06
49,Onion Dry (Indian) KG,34.0,35.0,35.0,2014-01-06
50,Onion Green KG,55.0,60.0,58.0,2014-01-06
51,Orange(Nepali) KG,50.0,60.0,57.0,2014-01-06
52,Papaya(Nepali) KG,50.0,60.0,55.0,2014-01-06
53,Parseley KG,170.0,180.0,175.0,2014-01-06
54,Pineapple 1 Pc,50.0,60.0,55.0,2014-01-06
55,Pomegranate KG,250.0,260.0,255.0,2014-01-06
56,Potato Red KG,25.0,27.0,26.0,2014-01-06
57,Potato White KG,22.0,24.0,23.0,2014-01-06
58,Pumpkin KG,16.0,18.0,17.0,2014-01-06
59,Raddish Red KG,25.0,30.0,28.0,2014-01-06
60,Raddish White(Local) KG,15.0,20.0,18.0,2014-01-06
61,Red Cabbbage KG,150.0,160.0,155.0,2014-01-06
62,Spinach Leaf KG,35.0,40.0,38.0,2014-01-06
63,Squash(Long) KG,18.0,20.0,19.0,2014-01-06
64,Sugarbeet KG,90.0,100.0,95.0,2014-01-06
65,Sugarcane Per Piece,40.0,50.0,45.0,2014-01-06
66,Sweet Orange KG,90.0,100.0,95.0,2014-01-06
67,Sweet Potato KG,40.0,45.0,43.0,2014-01-06
68,Sword Bean KG,24.0,28.0,26.0,2014-01-06
69,Tamarind KG,70.0,80.0,75.0,2014-01-06
70,Tofu KG,60.0,70.0,65.0,2014-01-06
71,Tomato Big(Nepali) KG,35.0,40.0,38.0,2014-01-06
72,Tomato Small(Local) KG,30.0,35.0,33.0,2014-01-06
73,Turnip KG,40.0,45.0,43.0,2014-01-06
74,Turnip A KG,40.0,45.0,43.0,2014-01-06
75,Water Melon(Green) KG,50.0,60.0,55.0,2014-01-06
76,Yam KG,25.0,30.0,28.0,2014-01-06
0,Apple(Jholey) KG,90.0,100.0,95.0,2014-01-07
1,Arum KG,35.0,40.0,38.0,2014-01-07
2,Bakula KG,55.0,60.0,58.0,2014-01-07
3,Bamboo Shoot KG,130.0,140.0,137.0,2014-01-07
4,Banana Per Dozen,40.0,50.0,45.0,2014-01-07
5,Barela KG,40.0,45.0,43.0,2014-01-07
6,Bitter Gourd KG,90.0,100.0,95.0,2014-01-07
7,Bottle Gourd KG,30.0,35.0,33.0,2014-01-07
8,Brd Leaf Mustard KG,40.0,45.0,43.0,2014-01-07
9,Brinjal Long KG,25.0,30.0,28.0,2014-01-07
10,Brinjal Round KG,30.0,35.0,33.0,2014-01-07
11,Brocauli KG,40.0,45.0,43.0,2014-01-07
12,Cabbage(Local) KG,20.0,25.0,23.0,2014-01-07
13,Capsicum KG,45.0,50.0,48.0,2014-01-07
14,Carrot(Local) KG,24.0,26.0,25.0,2014-01-07
15,Cauli Local KG,22.0,26.0,25.0,2014-01-07
16,Cauli Terai KG,16.0,18.0,17.0,2014-01-07
17,Celery KG,120.0,130.0,125.0,2014-01-07
18,Chilli Dry KG,230.0,240.0,237.0,2014-01-07
19,Chilli Green KG,35.0,40.0,38.0,2014-01-07
20,Christophine KG,25.0,30.0,28.0,2014-01-07
21,Clive Dry KG,150.0,160.0,155.0,2014-01-07
22,Clive Green KG,110.0,120.0,115.0,2014-01-07
23,Coriander Green KG,90.0,100.0,97.0,2014-01-07
24,Cow pea(Long) KG,38.0,40.0,39.0,2014-01-07
25,Cress Leaf KG,40.0,45.0,43.0,2014-01-07
26,Cucumber(Local) KG,45.0,50.0,47.0,2014-01-07
27,Fennel Leaf KG,40.0,45.0,43.0,2014-01-07
28,Fenugreek Leaf KG,50.0,55.0,53.0,2014-01-07
29,Fish Fresh KG,210.0,220.0,215.0,2014-01-07
30,French Bean(Local) KG,50.0,55.0,53.0,2014-01-07
31,Garlic Dry Chinese KG,100.0,105.0,103.0,2014-01-07
32,Garlic Dry Nepali KG,90.0,95.0,93.0,2014-01-07
33,Garlic Green KG,55.0,60.0,58.0,2014-01-07
34,Ginger KG,100.0,110.0,107.0,2014-01-07
35,Grapes(Green) KG,150.0,160.0,155.0,2014-01-07
36,Green Peas KG,24.0,28.0,26.0,2014-01-07
37,Gundruk KG,190.0,200.0,195.0,2014-01-07
38,Jack Fruit KG,70.0,80.0,75.0,2014-01-07
39,Kinnow KG,50.0,55.0,53.0,2014-01-07
40,Knolkhol KG,38.0,40.0,39.0,2014-01-07
41,Lemon KG,30.0,35.0,33.0,2014-01-07
42,Lettuce KG,45.0,50.0,48.0,2014-01-07
43,Lime KG,300.0,400.0,367.0,2014-01-07
44,Mint KG,140.0,150.0,145.0,2014-01-07
45,Mombin KG,30.0,40.0,35.0,2014-01-07
46,Mushroom(Kanya) KG,140.0,150.0,145.0,2014-01-07
47,Mustard Leaf KG,40.0,45.0,43.0,2014-01-07
48,Okara KG,90.0,100.0,95.0,2014-01-07
49,Onion Dry (Indian) KG,33.0,34.0,34.0,2014-01-07
50,Onion Green KG,55.0,60.0,58.0,2014-01-07
51,Orange(Nepali) KG,60.0,70.0,67.0,2014-01-07
52,Papaya(Nepali) KG,50.0,60.0,55.0,2014-01-07
53,Parseley KG,170.0,180.0,175.0,2014-01-07
54,Pineapple 1 Pc,60.0,70.0,65.0,2014-01-07
55,Pomegranate KG,250.0,260.0,255.0,2014-01-07
56,Potato Red KG,24.0,26.0,25.0,2014-01-07
57,Potato White KG,20.0,22.0,21.0,2014-01-07
58,Pumpkin KG,16.0,18.0,17.0,2014-01-07
59,Raddish Red KG,25.0,30.0,28.0,2014-01-07
60,Raddish White(Local) KG,14.0,18.0,16.0,2014-01-07
61,Red Cabbbage KG,150.0,160.0,155.0,2014-01-07
62,Spinach Leaf KG,40.0,45.0,43.0,2014-01-07
63,Squash(Long) KG,18.0,20.0,19.0,2014-01-07
64,Strawberry KG,180.0,200.0,190.0,2014-01-07
65,Sugarbeet KG,90.0,100.0,95.0,2014-01-07
66,Sugarcane Per Piece,40.0,50.0,45.0,2014-01-07
67,Sweet Orange KG,80.0,90.0,85.0,2014-01-07
