,Product,Minimum,Maximum,Average,Date
26,Fenugreek Leaf KG,55.0,60.0,58.0,2013-08-16
27,Fish Fresh KG,220.0,240.0,230.0,2013-08-16
28,French Bean(Local) KG,50.0,55.0,53.0,2013-08-16
29,Garlic Dry Chinese KG,75.0,80.0,78.0,2013-08-16
30,Garlic Dry Nepali KG,55.0,60.0,58.0,2013-08-16
31,Garlic Green KG,55.0,60.0,58.0,2013-08-16
32,Ginger KG,150.0,160.0,155.0,2013-08-16
33,Guava KG,35.0,40.0,38.0,2013-08-16
34,Gundruk KG,180.0,200.0,190.0,2013-08-16
35,Jack Fruit KG,15.0,18.0,17.0,2013-08-16
36,Lettuce KG,45.0,50.0,48.0,2013-08-16
37,Lime KG,300.0,400.0,350.0,2013-08-16
38,Mango(Maldah) KG,120.0,130.0,125.0,2013-08-16
39,Mint KG,120.0,130.0,125.0,2013-08-16
40,Mombin KG,18.0,20.0,19.0,2013-08-16
41,Mushroom(Kanya) KG,200.0,220.0,210.0,2013-08-16
42,Mustard Leaf KG,45.0,50.0,48.0,2013-08-16
43,Neuro KG,50.0,60.0,55.0,2013-08-16
44,Okara KG,38.0,42.0,40.0,2013-08-16
45,Onion Dry (Indian) KG,85.0,90.0,88.0,2013-08-16
46,Onion Green KG,55.0,60.0,58.0,2013-08-16
47,Papaya(Nepali) KG,55.0,60.0,58.0,2013-08-16
48,Parseley KG,150.0,160.0,155.0,2013-08-16
49,Pineapple 1 Pc,60.0,70.0,65.0,2013-08-16
50,Pointed Gourd(Local) KG,40.0,45.0,43.0,2013-08-16
51,Pomegranate KG,200.0,220.0,210.0,2013-08-16
52,Potato Red KG,28.0,29.0,29.0,2013-08-16
53,Potato White KG,24.0,25.0,25.0,2013-08-16
54,Pumpkin KG,28.0,30.0,29.0,2013-08-16
55,Raddish White(Local) KG,25.0,30.0,28.0,2013-08-16
56,Red Cabbbage KG,70.0,80.0,75.0,2013-08-16
57,Smooth Gourd KG,30.0,40.0,35.0,2013-08-16
58,Snake Gourd KG,30.0,35.0,33.0,2013-08-16
59,Soyabean Green KG,50.0,55.0,53.0,2013-08-16
60,Spinach Leaf KG,55.0,60.0,58.0,2013-08-16
61,Sponge Gourd KG,30.0,35.0,33.0,2013-08-16
62,Squash(Long) KG,30.0,35.0,33.0,2013-08-16
63,Sugarbeet KG,50.0,60.0,55.0,2013-08-16
64,Sugarcane Per Piece,60.0,70.0,65.0,2013-08-16
65,Sweet Orange KG,75.0,80.0,78.0,2013-08-16
66,Tamarind KG,70.0,80.0,75.0,2013-08-16
67,Tofu KG,60.0,70.0,65.0,2013-08-16
68,Tomato Big(Nepali) KG,55.0,60.0,58.0,2013-08-16
69,Tomato Small(Local) KG,35.0,40.0,38.0,2013-08-16
70,Water Melon(Green) KG,40.0,45.0,43.0,2013-08-16
0,Apple(Jholey) KG,80.0,90.0,85.0,2013-08-18
1,Arum KG,30.0,35.0,33.0,2013-08-18
2,Asparagus KG,180.0,200.0,190.0,2013-08-18
3,Bamboo Shoot KG,60.0,65.0,63.0,2013-08-18
4,Banana Per Dozen,50.0,60.0,55.0,2013-08-18
5,Bitter Gourd KG,20.0,25.0,23.0,2013-08-18
6,Bottle Gourd KG,30.0,35.0,33.0,2013-08-18
7,Brd Leaf Mustard KG,55.0,60.0,58.0,2013-08-18
8,Brinjal Long KG,30.0,32.0,31.0,2013-08-18
9,Brinjal Round KG,35.0,40.0,38.0,2013-08-18
10,Brocauli KG,145.0,150.0,148.0,2013-08-18
11,Cabbage(Local) KG,38.0,40.0,39.0,2013-08-18
12,Capsicum KG,60.0,70.0,65.0,2013-08-18
13,Carrot(Local) KG,50.0,55.0,53.0,2013-08-18
14,Cauli Local KG,50.0,60.0,55.0,2013-08-18
15,Celery KG,120.0,130.0,125.0,2013-08-18
16,Chilli Dry KG,170.0,180.0,175.0,2013-08-18
17,Chilli Green KG,55.0,60.0,58.0,2013-08-18
18,Christophine KG,25.0,30.0,28.0,2013-08-18
19,Clive Dry KG,85.0,90.0,88.0,2013-08-18
20,Clive Green KG,50.0,60.0,55.0,2013-08-18
21,Coriander Green KG,150.0,160.0,155.0,2013-08-18
22,Cow pea(Long) KG,50.0,60.0,55.0,2013-08-18
23,Cress Leaf KG,55.0,60.0,58.0,2013-08-18
24,Cucumber(Local) KG,20.0,25.0,23.0,2013-08-18
25,Fennel Leaf KG,45.0,50.0,48.0,2013-08-18
26,Fenugreek Leaf KG,55.0,60.0,58.0,2013-08-18
27,Fish Fresh KG,220.0,240.0,230.0,2013-08-18
28,French Bean(Local) KG,60.0,70.0,65.0,2013-08-18
29,Garlic Dry Chinese KG,75.0,80.0,78.0,2013-08-18
30,Garlic Dry Nepali KG,50.0,55.0,53.0,2013-08-18
31,Garlic Green KG,55.0,60.0,58.0,2013-08-18
32,Ginger KG,150.0,160.0,155.0,2013-08-18
33,Guava KG,35.0,40.0,38.0,2013-08-18
34,Gundruk KG,180.0,200.0,190.0,2013-08-18
35,Jack Fruit KG,15.0,18.0,17.0,2013-08-18
36,Lettuce KG,55.0,60.0,58.0,2013-08-18
37,Lime KG,300.0,400.0,350.0,2013-08-18
38,Mango(Maldah) KG,140.0,150.0,145.0,2013-08-18
39,Mint KG,120.0,130.0,125.0,2013-08-18
40,Mombin KG,18.0,20.0,19.0,2013-08-18
41,Mushroom(Kanya) KG,180.0,200.0,190.0,2013-08-18
42,Mustard Leaf KG,45.0,50.0,48.0,2013-08-18
43,Neuro KG,50.0,60.0,55.0,2013-08-18
44,Okara KG,45.0,50.0,48.0,2013-08-18
45,Onion Dry (Indian) KG,80.0,85.0,83.0,2013-08-18
46,Onion Green KG,55.0,60.0,58.0,2013-08-18
47,Papaya(Nepali) KG,55.0,60.0,58.0,2013-08-18
48,Parseley KG,150.0,160.0,155.0,2013-08-18
49,Pineapple 1 Pc,65.0,70.0,68.0,2013-08-18
50,Pointed Gourd(Local) KG,40.0,44.0,42.0,2013-08-18
51,Pomegranate KG,220.0,230.0,225.0,2013-08-18
52,Potato Red KG,29.0,30.0,30.0,2013-08-18
53,Potato White KG,24.0,25.0,25.0,2013-08-18
54,Pumpkin KG,28.0,30.0,29.0,2013-08-18
55,Raddish White(Local) KG,25.0,30.0,28.0,2013-08-18
56,Red Cabbbage KG,70.0,80.0,75.0,2013-08-18
57,Smooth Gourd KG,30.0,35.0,33.0,2013-08-18
58,Snake Gourd KG,30.0,32.0,31.0,2013-08-18
59,Soyabean Green KG,50.0,55.0,53.0,2013-08-18
60,Spinach Leaf KG,55.0,60.0,58.0,2013-08-18
61,Sponge Gourd KG,28.0,30.0,29.0,2013-08-18
62,Squash(Long) KG,45.0,50.0,48.0,2013-08-18
63,Sugarbeet KG,50.0,60.0,55.0,2013-08-18
64,Sugarcane Per Piece,60.0,70.0,65.0,2013-08-18
65,Sweet Orange KG,70.0,80.0,75.0,2013-08-18
66,Tamarind KG,70.0,80.0,75.0,2013-08-18
67,Tofu KG,65.0,70.0,68.0,2013-08-18
68,Tomato Big(Nepali) KG,55.0,60.0,58.0,2013-08-18
69,Tomato Small(Local) KG,30.0,35.0,33.0,2013-08-18
70,Water Melon(Green) KG,40.0,45.0,43.0,2013-08-18
0,Apple(Jholey) KG,80.0,90.0,85.0,2013-08-19
1,Arum KG,35.0,40.0,38.0,2013-08-19
2,Asparagus KG,200.0,220.0,210.0,2013-08-19
3,Bamboo Shoot KG,60.0,65.0,63.0,2013-08-19
4,Banana Per Dozen,50.0,60.0,55.0,2013-08-19
5,Bitter Gourd KG,20.0,25.0,23.0,2013-08-19
6,Bottle Gourd KG,30.0,35.0,33.0,2013-08-19
7,Brd Leaf Mustard KG,55.0,60.0,58.0,2013-08-19
8,Brinjal Long KG,25.0,30.0,28.0,2013-08-19
9,Brinjal Round KG,35.0,40.0,38.0,2013-08-19
10,Brocauli KG,140.0,150.0,145.0,2013-08-19
11,Cabbage(Local) KG,35.0,40.0,38.0,2013-08-19
12,Capsicum KG,60.0,65.0,63.0,2013-08-19
13,Carrot(Local) KG,50.0,55.0,53.0,2013-08-19
14,Cauli Local KG,55.0,60.0,58.0,2013-08-19
15,Celery KG,120.0,130.0,125.0,2013-08-19
16,Chilli Dry KG,170.0,180.0,175.0,2013-08-19
17,Chilli Green KG,50.0,55.0,53.0,2013-08-19
18,Christophine KG,25.0,30.0,28.0,2013-08-19
19,Clive Dry KG,85.0,90.0,88.0,2013-08-19
20,Clive Green KG,50.0,60.0,55.0,2013-08-19
21,Coriander Green KG,100.0,120.0,110.0,2013-08-19
22,Cow pea(Long) KG,55.0,60.0,58.0,2013-08-19
23,Cress Leaf KG,55.0,60.0,58.0,2013-08-19
24,Cucumber(Local) KG,20.0,25.0,23.0,2013-08-19
25,Fennel Leaf KG,45.0,50.0,48.0,2013-08-19
26,Fenugreek Leaf KG,55.0,60.0,58.0,2013-08-19
27,Fish Fresh KG,220.0,240.0,230.0,2013-08-19
28,French Bean(Local) KG,60.0,65.0,63.0,2013-08-19
29,Garlic Dry Chinese KG,75.0,80.0,78.0,2013-08-19
30,Garlic Dry Nepali KG,50.0,55.0,53.0,2013-08-19
31,Garlic Green KG,55.0,60.0,58.0,2013-08-19
32,Ginger KG,150.0,160.0,155.0,2013-08-19
33,Guava KG,35.0,40.0,38.0,2013-08-19
34,Gundruk KG,180.0,200.0,190.0,2013-08-19
35,Jack Fruit KG,18.0,20.0,19.0,2013-08-19
36,Lettuce KG,50.0,55.0,53.0,2013-08-19
37,Lime KG,300.0,400.0,350.0,2013-08-19
38,Maize Per Piece,8.0,9.0,9.0,2013-08-19
39,Mombin KG,18.0,20.0,19.0,2013-08-19
40,Mushroom(Kanya) KG,180.0,200.0,190.0,2013-08-19
41,Mustard Leaf KG,45.0,50.0,48.0,2013-08-19
42,Neuro KG,50.0,60.0,55.0,2013-08-19
43,Okara KG,45.0,55.0,50.0,2013-08-19
44,Onion Dry (Indian) KG,80.0,85.0,83.0,2013-08-19
45,Onion Green KG,55.0,60.0,58.0,2013-08-19
46,Papaya(Nepali) KG,55.0,60.0,58.0,2013-08-19
47,Parseley KG,160.0,170.0,165.0,2013-08-19
48,Pineapple 1 Pc,70.0,80.0,75.0,2013-08-19
49,Pointed Gourd(Local) KG,40.0,45.0,43.0,2013-08-19
50,Pomegranate KG,140.0,150.0,145.0,2013-08-19
51,Potato Red KG,29.0,30.0,30.0,2013-08-19
52,Potato White KG,24.0,25.0,25.0,2013-08-19
53,Pumpkin KG,28.0,30.0,29.0,2013-08-19
54,Raddish White(Local) KG,25.0,30.0,28.0,2013-08-19
55,Red Cabbbage KG,70.0,80.0,75.0,2013-08-19
56,Smooth Gourd KG,35.0,40.0,38.0,2013-08-19
57,Snake Gourd KG,30.0,35.0,33.0,2013-08-19
58,Soyabean Green KG,45.0,50.0,48.0,2013-08-19
59,Spinach Leaf KG,55.0,60.0,58.0,2013-08-19
60,Sponge Gourd KG,30.0,35.0,33.0,2013-08-19
61,Squash(Long) KG,35.0,40.0,38.0,2013-08-19
62,Sugarbeet KG,50.0,60.0,55.0,2013-08-19
63,Sugarcane Per Piece,60.0,70.0,65.0,2013-08-19
64,Sweet Orange KG,80.0,90.0,85.0,2013-08-19
65,Tamarind KG,70.0,80.0,75.0,2013-08-19
66,Tofu KG,65.0,70.0,68.0,2013-08-19
67,Tomato Big(Nepali) KG,55.0,60.0,58.0,2013-08-19
68,Tomato Small(Local) KG,35.0,40.0,38.0,2013-08-19
69,Water Melon(Green) KG,40.0,45.0,43.0,2013-08-19
0,Apple(Jholey) KG,80.0,90.0,85.0,2013-08-20
1,Arum KG,35.0,40.0,38.0,2013-08-20
2,Asparagus KG,200.0,220.0,210.0,2013-08-20
3,Bamboo Shoot KG,65.0,70.0,68.0,2013-08-20
4,Banana Per Dozen,60.0,70.0,65.0,2013-08-20
5,Bitter Gourd KG,25.0,30.0,28.0,2013-08-20
6,Bottle Gourd KG,35.0,40.0,38.0,2013-08-20
7,Brd Leaf Mustard KG,55.0,60.0,58.0,2013-08-20
8,Brinjal Long KG,25.0,30.0,28.0,2013-08-20
9,Brinjal Round KG,30.0,35.0,33.0,2013-08-20
10,Brocauli KG,140.0,150.0,145.0,2013-08-20
11,Cabbage(Local) KG,35.0,40.0,38.0,2013-08-20
12,Capsicum KG,60.0,70.0,65.0,2013-08-20
13,Carrot(Local) KG,50.0,55.0,53.0,2013-08-20
14,Cauli Local KG,55.0,60.0,58.0,2013-08-20
15,Celery KG,120.0,130.0,125.0,2013-08-20
16,Chilli Dry KG,170.0,180.0,175.0,2013-08-20
17,Chilli Green KG,45.0,50.0,48.0,2013-08-20
18,Christophine KG,20.0,25.0,23.0,2013-08-20
19,Clive Dry KG,85.0,90.0,88.0,2013-08-20
20,Clive Green KG,50.0,60.0,55.0,2013-08-20
21,Coriander Green KG,120.0,140.0,130.0,2013-08-20
22,Cow pea(Long) KG,50.0,55.0,53.0,2013-08-20
23,Cress Leaf KG,55.0,60.0,58.0,2013-08-20
24,Cucumber(Local) KG,20.0,25.0,23.0,2013-08-20
25,Fennel Leaf KG,45.0,50.0,48.0,2013-08-20
26,Fenugreek Leaf KG,55.0,60.0,58.0,2013-08-20
27,Fish Fresh KG,210.0,230.0,220.0,2013-08-20
28,French Bean(Local) KG,55.0,60.0,58.0,2013-08-20
29,Garlic Dry Chinese KG,75.0,80.0,78.0,2013-08-20
30,Garlic Dry Nepali KG,50.0,55.0,53.0,2013-08-20
31,Garlic Green KG,45.0,50.0,48.0,2013-08-20
32,Ginger KG,180.0,190.0,185.0,2013-08-20
33,Guava KG,35.0,40.0,38.0,2013-08-20
34,Gundruk KG,180.0,200.0,190.0,2013-08-20
35,Jack Fruit KG,15.0,20.0,18.0,2013-08-20
36,Lettuce KG,45.0,50.0,48.0,2013-08-20
37,Lime KG,40.0,300.0,170.0,2013-08-20
38,Mango(Maldah) KG,140.0,150.0,145.0,2013-08-20
39,Mint KG,120.0,130.0,125.0,2013-08-20
40,Mombin KG,18.0,20.0,19.0,2013-08-20
41,Mushroom(Kanya) KG,200.0,210.0,205.0,2013-08-20
42,Mustard Leaf KG,45.0,50.0,48.0,2013-08-20
43,Neuro KG,50.0,60.0,55.0,2013-08-20
44,Okara KG,50.0,55.0,53.0,2013-08-20
45,Onion Dry (Indian) KG,80.0,82.0,81.0,2013-08-20
46,Onion Green KG,55.0,60.0,58.0,2013-08-20
47,Papaya(Nepali) KG,55.0,60.0,58.0,2013-08-20
48,Parseley KG,160.0,170.0,165.0,2013-08-20
49,Pineapple 1 Pc,70.0,80.0,75.0,2013-08-20
50,Pointed Gourd(Local) KG,40.0,42.0,41.0,2013-08-20
51,Pomegranate KG,200.0,220.0,210.0,2013-08-20
52,Potato Red KG,29.0,30.0,30.0,2013-08-20
53,Potato White KG,24.0,25.0,25.0,2013-08-20
54,Pumpkin KG,28.0,30.0,29.0,2013-08-20
55,Raddish White(Local) KG,28.0,30.0,29.0,2013-08-20
56,Red Cabbbage KG,70.0,80.0,75.0,2013-08-20
57,Smooth Gourd KG,28.0,30.0,29.0,2013-08-20
58,Snake Gourd KG,28.0,30.0,29.0,2013-08-20
59,Soyabean Green KG,50.0,55.0,53.0,2013-08-20
60,Spinach Leaf KG,55.0,60.0,58.0,2013-08-20
61,Sponge Gourd KG,28.0,30.0,29.0,2013-08-20
62,Squash(Long) KG,40.0,45.0,43.0,2013-08-20
63,Sugarbeet KG,50.0,60.0,55.0,2013-08-20
64,Sugarcane Per Piece,60.0,70.0,65.0,2013-08-20
65,Sweet Orange KG,70.0,80.0,75.0,2013-08-20
66,Tamarind KG,70.0,80.0,75.0,2013-08-20
67,Tofu KG,60.0,70.0,65.0,2013-08-20
68,Tomato Big(Nepali) KG,55.0,60.0,58.0,2013-08-20
69,Tomato Small(Local) KG,38.0,42.0,40.0,2013-08-20
70,Water Melon(Green) KG,40.0,45.0,43.0,2013-08-20
0,Apple(Jholey) KG,90.0,100.0,95.0,2013-08-23
1,Arum KG,35.0,40.0,38.0,2013-08-23
2,Asparagus KG,200.0,250.0,225.0,2013-08-23
3,Bamboo Shoot KG,60.0,65.0,63.0,2013-08-23
4,Banana Per Dozen,50.0,60.0,55.0,2013-08-23
5,Bitter Gourd KG,25.0,30.0,28.0,2013-08-23
6,Bottle Gourd KG,30.0,35.0,33.0,2013-08-23
7,Brd Leaf Mustard KG,65.0,70.0,68.0,2013-08-23
8,Brinjal Long KG,25.0,35.0,30.0,2013-08-23
9,Brinjal Round KG,30.0,35.0,33.0,2013-08-23
10,Brocauli KG,90.0,100.0,95.0,2013-08-23
11,Cabbage(Local) KG,40.0,44.0,42.0,2013-08-23
12,Capsicum KG,65.0,70.0,68.0,2013-08-23
13,Carrot(Local) KG,35.0,40.0,38.0,2013-08-23
14,Cauli Local KG,50.0,55.0,53.0,2013-08-23
15,Celery KG,130.0,140.0,135.0,2013-08-23
16,Chilli Dry KG,170.0,180.0,175.0,2013-08-23
17,Chilli Green KG,65.0,70.0,68.0,2013-08-23
18,Christophine KG,18.0,20.0,19.0,2013-08-23
19,Clive Dry KG,85.0,90.0,88.0,2013-08-23
20,Clive Green KG,50.0,60.0,55.0,2013-08-23
21,Coriander Green KG,150.0,160.0,155.0,2013-08-23
22,Cow pea(Long) KG,50.0,55.0,53.0,2013-08-23
23,Cress Leaf KG,65.0,70.0,68.0,2013-08-23
24,Cucumber(Local) KG,25.0,30.0,28.0,2013-08-23
25,Fennel Leaf KG,55.0,60.0,58.0,2013-08-23
26,Fenugreek Leaf KG,65.0,70.0,68.0,2013-08-23
27,Fish Fresh KG,210.0,230.0,220.0,2013-08-23
28,French Bean(Local) KG,55.0,60.0,58.0,2013-08-23
29,Garlic Dry Chinese KG,80.0,85.0,83.0,2013-08-23
30,Garlic Dry Nepali KG,55.0,60.0,58.0,2013-08-23
31,Garlic Green KG,60.0,65.0,63.0,2013-08-23
32,Ginger KG,180.0,190.0,185.0,2013-08-23
33,Guava KG,35.0,40.0,38.0,2013-08-23
34,Gundruk KG,180.0,200.0,190.0,2013-08-23
35,Jack Fruit KG,18.0,20.0,19.0,2013-08-23
36,Lettuce KG,55.0,60.0,58.0,2013-08-23
37,Lime KG,300.0,400.0,350.0,2013-08-23
38,Mango(Maldah) KG,140.0,150.0,145.0,2013-08-23
39,Mint KG,120.0,130.0,125.0,2013-08-23
40,Mombin KG,18.0,20.0,19.0,2013-08-23
41,Mushroom(Kanya) KG,180.0,200.0,190.0,2013-08-23
42,Mustard Leaf KG,65.0,70.0,68.0,2013-08-23
43,Neuro KG,50.0,60.0,55.0,2013-08-23
44,Okara KG,40.0,45.0,43.0,2013-08-23
45,Onion Dry (Indian) KG,75.0,80.0,78.0,2013-08-23
46,Onion Green KG,65.0,70.0,68.0,2013-08-23
47,Papaya(Nepali) KG,55.0,60.0,58.0,2013-08-23
48,Parseley KG,170.0,180.0,175.0,2013-08-23
49,Pineapple 1 Pc,70.0,80.0,75.0,2013-08-23
50,Pointed Gourd(Local) KG,40.0,44.0,42.0,2013-08-23
51,Pomegranate KG,220.0,230.0,225.0,2013-08-23
52,Potato Red KG,30.0,32.0,31.0,2013-08-23
53,Potato White KG,26.0,27.0,27.0,2013-08-23
54,Pumpkin KG,25.0,30.0,27.0,2013-08-23
55,Raddish White(Local) KG,25.0,30.0,28.0,2013-08-23
56,Red Cabbbage KG,70.0,80.0,75.0,2013-08-23
57,Smooth Gourd KG,28.0,32.0,30.0,2013-08-23
58,Snake Gourd KG,28.0,30.0,29.0,2013-08-23
59,Soyabean Green KG,40.0,45.0,43.0,2013-08-23
60,Spinach Leaf KG,65.0,70.0,68.0,2013-08-23
61,Sponge Gourd KG,28.0,30.0,29.0,2013-08-23
62,Squash(Long) KG,30.0,35.0,33.0,2013-08-23
63,Sugarbeet KG,50.0,60.0,55.0,2013-08-23
64,Sugarcane Per Piece,70.0,80.0,75.0,2013-08-23
65,Sweet Orange KG,80.0,90.0,85.0,2013-08-23
66,Tamarind KG,70.0,80.0,75.0,2013-08-23
67,Tofu KG,60.0,70.0,65.0,2013-08-23
68,Tomato Big(Nepali) KG,55.0,60.0,58.0,2013-08-23
69,Tomato Small(Local) KG,40.0,44.0,42.0,2013-08-23
70,Water Melon(Green) KG,40.0,45.0,43.0,2013-08-23
0,Apple(Jholey) KG,80.0,90.0,85.0,2013-08-25
1,Arum KG,38.0,40.0,39.0,2013-08-25
2,Asparagus KG,200.0,250.0,225.0,2013-08-25
3,Bamboo Shoot KG,60.0,65.0,63.0,2013-08-25
4,Banana Per Dozen,50.0,60.0,55.0,2013-08-25
5,Bitter Gourd KG,25.0,30.0,28.0,2013-08-25
6,Bottle Gourd KG,30.0,35.0,33.0,2013-08-25
7,Brd Leaf Mustard KG,60.0,65.0,63.0,2013-08-25
8,Brinjal Long KG,25.0,30.0,28.0,2013-08-25
9,Brinjal Round KG,40.0,45.0,43.0,2013-08-25
10,Brocauli KG,90.0,100.0,95.0,2013-08-25
11,Cabbage(Local) KG,40.0,42.0,41.0,2013-08-25
12,Capsicum KG,60.0,70.0,65.0,2013-08-25
13,Carrot(Local) KG,50.0,55.0,53.0,2013-08-25
14,Cauli Local KG,45.0,50.0,48.0,2013-08-25
15,Celery KG,120.0,130.0,125.0,2013-08-25
16,Chilli Dry KG,170.0,180.0,175.0,2013-08-25
17,Chilli Green KG,70.0,75.0,73.0,2013-08-25
18,Christophine KG,14.0,18.0,16.0,2013-08-25
19,Clive Dry KG,85.0,90.0,88.0,2013-08-25
20,Clive Green KG,50.0,60.0,55.0,2013-08-25
21,Coriander Green KG,120.0,130.0,125.0,2013-08-25
22,Cow pea(Long) KG,40.0,50.0,45.0,2013-08-25
23,Cress Leaf KG,60.0,65.0,63.0,2013-08-25
24,Cucumber(Local) KG,20.0,25.0,23.0,2013-08-25
25,Fennel Leaf KG,55.0,60.0,58.0,2013-08-25
26,Fenugreek Leaf KG,60.0,65.0,63.0,2013-08-25
27,Fish Fresh KG,220.0,240.0,230.0,2013-08-25
28,French Bean(Local) KG,45.0,50.0,48.0,2013-08-25
29,Garlic Dry Chinese KG,80.0,85.0,83.0,2013-08-25
30,Garlic Dry Nepali KG,55.0,60.0,58.0,2013-08-25
31,Garlic Green KG,60.0,65.0,63.0,2013-08-25
32,Ginger KG,170.0,180.0,175.0,2013-08-25
33,Guava KG,30.0,35.0,33.0,2013-08-25
34,Gundruk KG,180.0,200.0,190.0,2013-08-25
35,Jack Fruit KG,20.0,25.0,23.0,2013-08-25
36,Lettuce KG,55.0,60.0,58.0,2013-08-25
37,Lime KG,300.0,400.0,350.0,2013-08-25
38,Mango(Maldah) KG,140.0,150.0,145.0,2013-08-25
39,Mint KG,120.0,130.0,125.0,2013-08-25
40,Mombin KG,18.0,20.0,19.0,2013-08-25
41,Mushroom(Kanya) KG,180.0,200.0,190.0,2013-08-25
42,Mustard Leaf KG,50.0,55.0,53.0,2013-08-25
43,Neuro KG,50.0,60.0,55.0,2013-08-25
44,Okara KG,40.0,50.0,45.0,2013-08-25
45,Onion Dry (Indian) KG,75.0,80.0,78.0,2013-08-25
46,Onion Green KG,60.0,65.0,63.0,2013-08-25
47,Papaya(Nepali) KG,55.0,60.0,58.0,2013-08-25
48,Parseley KG,150.0,160.0,155.0,2013-08-25
49,Pineapple 1 Pc,60.0,70.0,65.0,2013-08-25
50,Pointed Gourd(Local) KG,40.0,42.0,41.0,2013-08-25
51,Pomegranate KG,190.0,200.0,197.0,2013-08-25
52,Potato Red KG,30.0,32.0,31.0,2013-08-25
53,Potato White KG,26.0,27.0,27.0,2013-08-25
54,Pumpkin KG,26.0,30.0,28.0,2013-08-25
55,Raddish White(Local) KG,25.0,30.0,28.0,2013-08-25
56,Red Cabbbage KG,70.0,80.0,75.0,2013-08-25
57,Smooth Gourd KG,25.0,30.0,28.0,2013-08-25
58,Snake Gourd KG,25.0,30.0,28.0,2013-08-25
59,Soyabean Green KG,40.0,45.0,43.0,2013-08-25
60,Spinach Leaf KG,60.0,65.0,63.0,2013-08-25
61,Sponge Gourd KG,25.0,30.0,28.0,2013-08-25
62,Squash(Long) KG,30.0,35.0,33.0,2013-08-25
63,Sugarbeet KG,50.0,60.0,55.0,2013-08-25
64,Sugarcane Per Piece,60.0,70.0,65.0,2013-08-25
65,Sweet Orange KG,80.0,90.0,85.0,2013-08-25
66,Tamarind KG,70.0,80.0,75.0,2013-08-25
67,Tofu KG,60.0,70.0,65.0,2013-08-25
68,Tomato Big(Nepali) KG,45.0,50.0,48.0,2013-08-25
69,Tomato Small(Local) KG,30.0,35.0,33.0,2013-08-25
70,Water Melon(Green) KG,40.0,45.0,43.0,2013-08-25
0,Apple(Jholey) KG,70.0,80.0,75.0,2013-08-26
1,Arum KG,35.0,40.0,38.0,2013-08-26
2,Asparagus KG,200.0,250.0,225.0,2013-08-26
3,Bamboo Shoot KG,60.0,70.0,65.0,2013-08-26
4,Banana Per Dozen,50.0,60.0,55.0,2013-08-26
5,Bitter Gourd KG,25.0,30.0,28.0,2013-08-26
6,Bottle Gourd KG,30.0,35.0,33.0,2013-08-26
7,Brd Leaf Mustard KG,60.0,65.0,63.0,2013-08-26
8,Brinjal Long KG,25.0,30.0,28.0,2013-08-26
9,Brinjal Round KG,35.0,40.0,38.0,2013-08-26
10,Brocauli KG,90.0,100.0,95.0,2013-08-26
11,Cabbage(Local) KG,40.0,44.0,42.0,2013-08-26
12,Capsicum KG,65.0,70.0,68.0,2013-08-26
13,Carrot(Local) KG,55.0,60.0,58.0,2013-08-26
14,Cauli Local KG,40.0,50.0,45.0,2013-08-26
15,Celery KG,120.0,130.0,125.0,2013-08-26
16,Chilli Dry KG,170.0,180.0,175.0,2013-08-26
17,Chilli Green KG,70.0,75.0,73.0,2013-08-26
18,Christophine KG,15.0,18.0,16.0,2013-08-26
19,Clive Dry KG,85.0,90.0,88.0,2013-08-26
20,Clive Green KG,50.0,60.0,55.0,2013-08-26
21,Coriander Green KG,120.0,130.0,125.0,2013-08-26
22,Cow pea(Long) KG,50.0,55.0,53.0,2013-08-26
23,Cress Leaf KG,60.0,65.0,63.0,2013-08-26
24,Cucumber(Local) KG,25.0,30.0,28.0,2013-08-26
25,Fennel Leaf KG,60.0,65.0,63.0,2013-08-26
26,Fenugreek Leaf KG,60.0,65.0,63.0,2013-08-26
27,Fish Fresh KG,220.0,240.0,230.0,2013-08-26
28,French Bean(Local) KG,55.0,60.0,58.0,2013-08-26
29,Garlic Dry Chinese KG,80.0,85.0,83.0,2013-08-26
30,Garlic Dry Nepali KG,55.0,60.0,58.0,2013-08-26
31,Garlic Green KG,55.0,60.0,58.0,2013-08-26
32,Ginger KG,170.0,180.0,175.0,2013-08-26
33,Guava KG,35.0,40.0,38.0,2013-08-26
34,Gundruk KG,180.0,200.0,190.0,2013-08-26
35,Jack Fruit KG,20.0,25.0,23.0,2013-08-26
36,Lettuce KG,45.0,50.0,48.0,2013-08-26
37,Lime KG,300.0,500.0,400.0,2013-08-26
38,Mango(Maldah) KG,140.0,150.0,145.0,2013-08-26
39,Mint KG,120.0,130.0,125.0,2013-08-26
40,Mombin KG,20.0,25.0,23.0,2013-08-26
41,Mushroom(Kanya) KG,180.0,200.0,190.0,2013-08-26
42,Mustard Leaf KG,45.0,50.0,48.0,2013-08-26
43,Neuro KG,50.0,60.0,55.0,2013-08-26
44,Okara KG,38.0,42.0,40.0,2013-08-26
45,Onion Dry (Indian) KG,75.0,80.0,78.0,2013-08-26
46,Onion Green KG,60.0,65.0,63.0,2013-08-26
47,Papaya(Nepali) KG,50.0,60.0,55.0,2013-08-26
48,Parseley KG,150.0,160.0,155.0,2013-08-26
49,Pineapple 1 Pc,70.0,75.0,73.0,2013-08-26
50,Pointed Gourd(Local) KG,40.0,42.0,41.0,2013-08-26
51,Pomegranate KG,200.0,210.0,205.0,2013-08-26
