,Product,Minimum,Maximum,Average,Date
50,Pomegranate KG,170.0,180.0,175.0,2019-01-01
51,Potato Red KG,30.0,34.0,32.0,2019-01-01
52,Potato White KG,20.0,25.0,22.0,2019-01-01
53,Pumpkin KG,20.0,25.0,23.0,2019-01-01
54,Raddish Red KG,20.0,25.0,22.0,2019-01-01
55,Raddish White(Local) KG,15.0,20.0,17.0,2019-01-01
56,Red Cabbbage KG,40.0,50.0,45.0,2019-01-01
57,Spinach Leaf KG,90.0,100.0,95.0,2019-01-01
58,Squash(Long) KG,35.0,40.0,37.0,2019-01-01
59,Sugarbeet KG,70.0,80.0,75.0,2019-01-01
60,Sweet Orange KG,100.0,110.0,105.0,2019-01-01
61,Sword Bean KG,45.0,50.0,48.0,2019-01-01
62,Tamarind KG,130.0,140.0,135.0,2019-01-01
63,Tofu KG,90.0,100.0,95.0,2019-01-01
64,Tomato Big(Nepali) KG,45.0,50.0,48.0,2019-01-01
65,Tomato Small(Local) KG,20.0,25.0,22.0,2019-01-01
66,Turnip A KG,40.0,50.0,45.0,2019-01-01
67,Water Melon(Green) KG,50.0,55.0,53.0,2019-01-01
68,Yam KG,35.0,40.0,38.0,2019-01-01
0,Apple(Jholey) KG,90.0,100.0,95.0,2019-01-02
1,Arum KG,45.0,50.0,48.0,2019-01-02
2,Bakula KG,75.0,80.0,78.0,2019-01-02
3,Bamboo Shoot KG,100.0,110.0,105.0,2019-01-02
4,Banana Per Dozen,70.0,80.0,75.0,2019-01-02
5,Bitter Gourd KG,110.0,120.0,115.0,2019-01-02
6,Bottle Gourd KG,55.0,60.0,58.0,2019-01-02
7,Brd Leaf Mustard KG,50.0,60.0,55.0,2019-01-02
8,Brinjal Long KG,35.0,40.0,37.0,2019-01-02
9,Brinjal Round KG,35.0,40.0,38.0,2019-01-02
10,Brocauli KG,40.0,45.0,42.0,2019-01-02
11,Cabbage(Local) KG,8.0,12.0,10.0,2019-01-02
12,Capsicum KG,75.0,80.0,78.0,2019-01-02
13,Carrot(Local) KG,55.0,60.0,58.0,2019-01-02
14,Cauli Local KG,30.0,35.0,33.0,2019-01-02
15,Cauli Terai KG,25.0,30.0,28.0,2019-01-02
16,Celery KG,170.0,180.0,175.0,2019-01-02
17,Chilli Dry KG,210.0,220.0,215.0,2019-01-02
18,Chilli Green KG,55.0,60.0,58.0,2019-01-02
19,Coriander Green KG,200.0,210.0,205.0,2019-01-02
20,Cress Leaf KG,140.0,150.0,145.0,2019-01-02
21,Cucumber(Local) KG,50.0,60.0,55.0,2019-01-02
22,Fennel Leaf KG,90.0,100.0,95.0,2019-01-02
23,Fenugreek Leaf KG,90.0,100.0,95.0,2019-01-02
24,Fish Fresh KG,260.0,265.0,263.0,2019-01-02
25,French Bean(Local) KG,65.0,70.0,67.0,2019-01-02
26,Garlic Dry Chinese KG,150.0,160.0,155.0,2019-01-02
27,Garlic Dry Nepali KG,120.0,130.0,125.0,2019-01-02
28,Garlic Green KG,90.0,100.0,95.0,2019-01-02
29,Ginger KG,110.0,120.0,115.0,2019-01-02
30,Grapes(Green) KG,150.0,180.0,165.0,2019-01-02
31,Green Peas KG,45.0,50.0,48.0,2019-01-02
32,Gundruk KG,230.0,240.0,235.0,2019-01-02
33,Knolkhol KG,40.0,50.0,45.0,2019-01-02
34,Lettuce KG,90.0,100.0,95.0,2019-01-02
35,Lime KG,130.0,150.0,140.0,2019-01-02
36,Mint KG,270.0,280.0,275.0,2019-01-02
37,Mombin KG,55.0,60.0,58.0,2019-01-02
38,Mushroom(Kanya) KG,170.0,180.0,175.0,2019-01-02
39,Okara KG,100.0,110.0,105.0,2019-01-02
40,Onion Dry (Indian) KG,26.0,28.0,27.0,2019-01-02
41,Onion Green KG,45.0,50.0,48.0,2019-01-02
42,Orange(Nepali) KG,90.0,100.0,95.0,2019-01-02
43,Papaya(Nepali) KG,80.0,90.0,85.0,2019-01-02
44,Parseley KG,170.0,180.0,175.0,2019-01-02
45,Pear(Local) KG,130.0,140.0,135.0,2019-01-02
46,Pineapple 1 Pc,100.0,110.0,105.0,2019-01-02
47,Pomegranate KG,170.0,180.0,175.0,2019-01-02
48,Potato Red KG,30.0,34.0,32.0,2019-01-02
49,Potato White KG,20.0,25.0,22.0,2019-01-02
50,Pumpkin KG,20.0,25.0,23.0,2019-01-02
51,Raddish Red KG,20.0,25.0,22.0,2019-01-02
52,Raddish White(Local) KG,15.0,20.0,18.0,2019-01-02
53,Red Cabbbage KG,45.0,50.0,48.0,2019-01-02
54,Spinach Leaf KG,90.0,100.0,95.0,2019-01-02
55,Squash(Long) KG,35.0,40.0,38.0,2019-01-02
56,Sugarbeet KG,70.0,80.0,75.0,2019-01-02
57,Sweet Orange KG,100.0,110.0,105.0,2019-01-02
58,Sword Bean KG,45.0,50.0,48.0,2019-01-02
59,Tamarind KG,130.0,140.0,135.0,2019-01-02
60,Tofu KG,90.0,100.0,95.0,2019-01-02
61,Tomato Big(Nepali) KG,45.0,50.0,48.0,2019-01-02
62,Tomato Small(Local) KG,20.0,25.0,22.0,2019-01-02
63,Turnip A KG,40.0,50.0,45.0,2019-01-02
64,Water Melon(Green) KG,50.0,55.0,53.0,2019-01-02
65,Yam KG,35.0,40.0,38.0,2019-01-02
0,Apple(Jholey) KG,90.0,100.0,95.0,2019-01-03
1,Arum KG,45.0,50.0,48.0,2019-01-03
2,Bakula KG,75.0,80.0,78.0,2019-01-03
3,Bamboo Shoot KG,110.0,120.0,115.0,2019-01-03
4,Banana Per Dozen,70.0,80.0,75.0,2019-01-03
5,Bitter Gourd KG,120.0,130.0,125.0,2019-01-03
6,Bottle Gourd KG,55.0,60.0,58.0,2019-01-03
7,Brd Leaf Mustard KG,40.0,50.0,45.0,2019-01-03
8,Brinjal Long KG,35.0,40.0,38.0,2019-01-03
9,Brinjal Round KG,35.0,40.0,38.0,2019-01-03
10,Brocauli KG,40.0,45.0,42.0,2019-01-03
11,Cabbage(Local) KG,8.0,10.0,9.0,2019-01-03
12,Capsicum KG,75.0,80.0,78.0,2019-01-03
13,Carrot(Local) KG,55.0,60.0,57.0,2019-01-03
14,Cauli Local KG,30.0,35.0,32.0,2019-01-03
15,Cauli Terai KG,25.0,30.0,28.0,2019-01-03
16,Celery KG,160.0,170.0,165.0,2019-01-03
17,Chilli Dry KG,210.0,220.0,215.0,2019-01-03
18,Chilli Green KG,55.0,60.0,58.0,2019-01-03
19,Christophine KG,55.0,60.0,57.0,2019-01-03
20,Coriander Green KG,240.0,250.0,245.0,2019-01-03
21,Cress Leaf KG,100.0,110.0,105.0,2019-01-03
22,Cucumber(Local) KG,55.0,60.0,57.0,2019-01-03
23,Fennel Leaf KG,90.0,100.0,95.0,2019-01-03
24,Fenugreek Leaf KG,90.0,100.0,95.0,2019-01-03
25,Fish Fresh KG,260.0,265.0,263.0,2019-01-03
26,French Bean(Local) KG,65.0,70.0,67.0,2019-01-03
27,Garlic Dry Chinese KG,150.0,160.0,155.0,2019-01-03
28,Garlic Dry Nepali KG,120.0,130.0,125.0,2019-01-03
29,Garlic Green KG,90.0,100.0,95.0,2019-01-03
30,Ginger KG,110.0,120.0,115.0,2019-01-03
31,Grapes(Green) KG,150.0,170.0,160.0,2019-01-03
32,Green Peas KG,45.0,50.0,47.0,2019-01-03
33,Gundruk KG,230.0,240.0,235.0,2019-01-03
34,Knolkhol KG,40.0,50.0,45.0,2019-01-03
35,Lettuce KG,90.0,100.0,95.0,2019-01-03
36,Lime KG,130.0,150.0,140.0,2019-01-03
37,Mint KG,270.0,280.0,275.0,2019-01-03
38,Mombin KG,55.0,60.0,58.0,2019-01-03
39,Mushroom(Kanya) KG,170.0,180.0,175.0,2019-01-03
40,Okara KG,110.0,120.0,115.0,2019-01-03
41,Onion Dry (Indian) KG,27.0,29.0,28.0,2019-01-03
42,Onion Green KG,50.0,60.0,55.0,2019-01-03
43,Orange(Nepali) KG,90.0,100.0,95.0,2019-01-03
44,Papaya(Nepali) KG,80.0,90.0,85.0,2019-01-03
45,Parseley KG,160.0,170.0,165.0,2019-01-03
46,Pear(Local) KG,130.0,140.0,135.0,2019-01-03
47,Pineapple 1 Pc,100.0,110.0,105.0,2019-01-03
48,Pointed Gourd(Local) KG,110.0,120.0,115.0,2019-01-03
49,Pomegranate KG,170.0,180.0,175.0,2019-01-03
50,Potato Red KG,30.0,34.0,31.0,2019-01-03
51,Potato White KG,23.0,25.0,24.0,2019-01-03
52,Pumpkin KG,20.0,25.0,23.0,2019-01-03
53,Raddish Red KG,20.0,25.0,22.0,2019-01-03
54,Raddish White(Local) KG,10.0,15.0,12.0,2019-01-03
55,Red Cabbbage KG,40.0,50.0,45.0,2019-01-03
56,Spinach Leaf KG,90.0,100.0,95.0,2019-01-03
57,Squash(Long) KG,35.0,40.0,38.0,2019-01-03
58,Sugarbeet KG,70.0,80.0,75.0,2019-01-03
59,Sweet Orange KG,100.0,110.0,105.0,2019-01-03
60,Sword Bean KG,45.0,50.0,47.0,2019-01-03
61,Tamarind KG,130.0,140.0,135.0,2019-01-03
62,Tofu KG,90.0,100.0,95.0,2019-01-03
63,Tomato Big(Nepali) KG,50.0,55.0,52.0,2019-01-03
64,Tomato Small(Local) KG,20.0,25.0,22.0,2019-01-03
65,Turnip A KG,40.0,50.0,45.0,2019-01-03
66,Water Melon(Green) KG,50.0,60.0,55.0,2019-01-03
67,Yam KG,35.0,40.0,38.0,2019-01-03
0,Apple(Jholey) KG,90.0,100.0,95.0,2019-01-04
1,Arum KG,45.0,50.0,48.0,2019-01-04
2,Bakula KG,75.0,80.0,78.0,2019-01-04
3,Bamboo Shoot KG,110.0,120.0,115.0,2019-01-04
4,Banana Per Dozen,70.0,80.0,75.0,2019-01-04
5,Bitter Gourd KG,110.0,120.0,115.0,2019-01-04
6,Bottle Gourd KG,55.0,60.0,58.0,2019-01-04
7,Brd Leaf Mustard KG,40.0,50.0,45.0,2019-01-04
8,Brinjal Long KG,35.0,40.0,38.0,2019-01-04
9,Brinjal Round KG,35.0,40.0,38.0,2019-01-04
10,Brocauli KG,40.0,45.0,42.0,2019-01-04
11,Cabbage(Local) KG,8.0,10.0,9.0,2019-01-04
12,Capsicum KG,75.0,80.0,78.0,2019-01-04
13,Carrot(Local) KG,55.0,60.0,58.0,2019-01-04
14,Cauli Local KG,30.0,35.0,33.0,2019-01-04
15,Cauli Terai KG,25.0,30.0,28.0,2019-01-04
16,Celery KG,160.0,170.0,165.0,2019-01-04
17,Chilli Dry KG,210.0,220.0,215.0,2019-01-04
18,Chilli Green KG,55.0,60.0,58.0,2019-01-04
19,Christophine KG,55.0,60.0,58.0,2019-01-04
20,Coriander Green KG,190.0,200.0,195.0,2019-01-04
21,Cress Leaf KG,100.0,110.0,105.0,2019-01-04
22,Cucumber(Local) KG,55.0,60.0,58.0,2019-01-04
23,Fennel Leaf KG,90.0,100.0,95.0,2019-01-04
24,Fenugreek Leaf KG,90.0,100.0,95.0,2019-01-04
25,Fish Fresh KG,260.0,265.0,263.0,2019-01-04
26,French Bean(Local) KG,75.0,80.0,78.0,2019-01-04
27,Garlic Dry Chinese KG,150.0,160.0,155.0,2019-01-04
28,Garlic Dry Nepali KG,120.0,130.0,125.0,2019-01-04
29,Garlic Green KG,80.0,90.0,85.0,2019-01-04
30,Ginger KG,110.0,120.0,115.0,2019-01-04
31,Grapes(Green) KG,140.0,150.0,145.0,2019-01-04
32,Green Peas KG,55.0,60.0,58.0,2019-01-04
33,Gundruk KG,230.0,240.0,235.0,2019-01-04
34,Knolkhol KG,40.0,50.0,45.0,2019-01-04
35,Lettuce KG,90.0,100.0,95.0,2019-01-04
36,Lime KG,140.0,160.0,150.0,2019-01-04
37,Mint KG,270.0,280.0,275.0,2019-01-04
38,Mombin KG,55.0,60.0,58.0,2019-01-04
39,Mushroom(Kanya) KG,170.0,180.0,175.0,2019-01-04
40,Okara KG,110.0,120.0,115.0,2019-01-04
41,Onion Dry (Indian) KG,27.0,29.0,28.0,2019-01-04
42,Onion Green KG,45.0,50.0,48.0,2019-01-04
43,Orange(Nepali) KG,90.0,100.0,95.0,2019-01-04
44,Papaya(Nepali) KG,80.0,90.0,85.0,2019-01-04
45,Parseley KG,160.0,170.0,165.0,2019-01-04
46,Pear(Local) KG,130.0,140.0,135.0,2019-01-04
47,Pineapple 1 Pc,100.0,110.0,105.0,2019-01-04
48,Pointed Gourd(Local) KG,110.0,120.0,115.0,2019-01-04
49,Pomegranate KG,170.0,180.0,175.0,2019-01-04
50,Potato Red KG,30.0,35.0,32.0,2019-01-04
51,Potato White KG,23.0,25.0,24.0,2019-01-04
52,Pumpkin KG,20.0,25.0,23.0,2019-01-04
53,Raddish Red KG,20.0,25.0,22.0,2019-01-04
54,Raddish White(Local) KG,10.0,15.0,12.0,2019-01-04
55,Red Cabbbage KG,45.0,50.0,48.0,2019-01-04
56,Spinach Leaf KG,90.0,100.0,95.0,2019-01-04
57,Squash(Long) KG,40.0,45.0,42.0,2019-01-04
58,Sugarbeet KG,70.0,80.0,75.0,2019-01-04
59,Sweet Orange KG,110.0,120.0,115.0,2019-01-04
60,Sword Bean KG,45.0,50.0,47.0,2019-01-04
61,Tamarind KG,130.0,140.0,135.0,2019-01-04
62,Tofu KG,90.0,100.0,95.0,2019-01-04
63,Tomato Big(Nepali) KG,55.0,60.0,58.0,2019-01-04
64,Tomato Small(Local) KG,20.0,25.0,22.0,2019-01-04
65,Turnip A KG,40.0,50.0,45.0,2019-01-04
66,Water Melon(Green) KG,50.0,55.0,53.0,2019-01-04
67,Yam KG,35.0,40.0,38.0,2019-01-04
0,Apple(Jholey) KG,90.0,100.0,95.0,2019-01-05
1,Arum KG,45.0,50.0,48.0,2019-01-05
2,Bakula KG,70.0,80.0,75.0,2019-01-05
3,Bamboo Shoot KG,110.0,120.0,115.0,2019-01-05
4,Banana Per Dozen,70.0,80.0,75.0,2019-01-05
5,Bitter Gourd KG,110.0,120.0,115.0,2019-01-05
6,Bottle Gourd KG,55.0,60.0,58.0,2019-01-05
7,Brd Leaf Mustard KG,90.0,100.0,95.0,2019-01-05
8,Brinjal Long KG,35.0,40.0,38.0,2019-01-05
9,Brinjal Round KG,35.0,40.0,38.0,2019-01-05
10,Brocauli KG,45.0,50.0,48.0,2019-01-05
11,Cabbage(Local) KG,8.0,10.0,9.0,2019-01-05
12,Capsicum KG,70.0,75.0,73.0,2019-01-05
13,Carrot(Local) KG,55.0,60.0,58.0,2019-01-05
14,Cauli Local KG,30.0,35.0,33.0,2019-01-05
15,Cauli Terai KG,20.0,25.0,23.0,2019-01-05
16,Celery KG,160.0,170.0,165.0,2019-01-05
17,Chilli Dry KG,210.0,220.0,215.0,2019-01-05
18,Chilli Green KG,45.0,50.0,48.0,2019-01-05
19,Christophine KG,55.0,60.0,58.0,2019-01-05
20,Coriander Green KG,190.0,200.0,195.0,2019-01-05
21,Cress Leaf KG,90.0,100.0,95.0,2019-01-05
22,Cucumber(Local) KG,55.0,60.0,58.0,2019-01-05
23,Fennel Leaf KG,90.0,100.0,95.0,2019-01-05
24,Fenugreek Leaf KG,90.0,100.0,95.0,2019-01-05
25,Fish Fresh KG,260.0,265.0,263.0,2019-01-05
26,French Bean(Local) KG,70.0,80.0,75.0,2019-01-05
27,Garlic Dry Chinese KG,150.0,160.0,155.0,2019-01-05
28,Garlic Dry Nepali KG,120.0,130.0,125.0,2019-01-05
29,Garlic Green KG,80.0,90.0,85.0,2019-01-05
30,Ginger KG,110.0,120.0,115.0,2019-01-05
31,Grapes(Green) KG,140.0,150.0,145.0,2019-01-05
32,Green Peas KG,55.0,60.0,58.0,2019-01-05
33,Gundruk KG,230.0,240.0,235.0,2019-01-05
34,Knolkhol KG,40.0,50.0,45.0,2019-01-05
35,Lettuce KG,90.0,100.0,95.0,2019-01-05
36,Lime KG,130.0,160.0,145.0,2019-01-05
37,Mint KG,270.0,280.0,275.0,2019-01-05
38,Mombin KG,55.0,60.0,58.0,2019-01-05
39,Mushroom(Kanya) KG,170.0,180.0,175.0,2019-01-05
40,Okara KG,100.0,110.0,105.0,2019-01-05
41,Onion Dry (Indian) KG,27.0,29.0,28.0,2019-01-05
42,Onion Green KG,45.0,50.0,48.0,2019-01-05
43,Orange(Nepali) KG,90.0,100.0,95.0,2019-01-05
44,Papaya(Nepali) KG,80.0,90.0,85.0,2019-01-05
45,Parseley KG,160.0,170.0,165.0,2019-01-05
46,Pear(Local) KG,130.0,140.0,135.0,2019-01-05
47,Pineapple 1 Pc,100.0,110.0,105.0,2019-01-05
48,Pointed Gourd(Local) KG,110.0,120.0,115.0,2019-01-05
49,Pomegranate KG,170.0,180.0,175.0,2019-01-05
50,Potato Red KG,30.0,35.0,33.0,2019-01-05
51,Potato White KG,23.0,25.0,24.0,2019-01-05
52,Pumpkin KG,20.0,25.0,23.0,2019-01-05
53,Raddish Red KG,20.0,25.0,23.0,2019-01-05
54,Raddish White(Local) KG,10.0,15.0,13.0,2019-01-05
55,Red Cabbbage KG,45.0,50.0,48.0,2019-01-05
56,Spinach Leaf KG,90.0,100.0,95.0,2019-01-05
57,Squash(Long) KG,45.0,50.0,48.0,2019-01-05
58,Sugarbeet KG,70.0,80.0,75.0,2019-01-05
59,Sweet Orange KG,100.0,120.0,110.0,2019-01-05
60,Sword Bean KG,45.0,50.0,48.0,2019-01-05
61,Tamarind KG,130.0,140.0,135.0,2019-01-05
62,Tofu KG,90.0,100.0,95.0,2019-01-05
63,Tomato Big(Nepali) KG,55.0,60.0,58.0,2019-01-05
64,Tomato Small(Local) KG,22.0,28.0,25.0,2019-01-05
65,Turnip A KG,40.0,50.0,45.0,2019-01-05
66,Water Melon(Green) KG,50.0,55.0,53.0,2019-01-05
67,Yam KG,35.0,40.0,38.0,2019-01-05
0,Apple(Jholey) KG,90.0,100.0,95.0,2019-01-06
1,Arum KG,45.0,50.0,48.0,2019-01-06
2,Bakula KG,75.0,80.0,78.0,2019-01-06
3,Bamboo Shoot KG,100.0,110.0,105.0,2019-01-06
4,Banana Per Dozen,70.0,80.0,75.0,2019-01-06
5,Barela KG,65.0,70.0,68.0,2019-01-06
6,Bitter Gourd KG,110.0,120.0,115.0,2019-01-06
7,Bottle Gourd KG,55.0,60.0,58.0,2019-01-06
8,Brd Leaf Mustard KG,45.0,50.0,48.0,2019-01-06
9,Brinjal Long KG,40.0,45.0,42.0,2019-01-06
10,Brinjal Round KG,40.0,45.0,42.0,2019-01-06
11,Brocauli KG,40.0,45.0,42.0,2019-01-06
12,Cabbage(Local) KG,8.0,10.0,9.0,2019-01-06
13,Capsicum KG,75.0,80.0,78.0,2019-01-06
14,Carrot(Local) KG,50.0,55.0,52.0,2019-01-06
15,Cauli Local KG,40.0,45.0,42.0,2019-01-06
16,Cauli Terai KG,30.0,35.0,33.0,2019-01-06
17,Celery KG,170.0,180.0,175.0,2019-01-06
18,Chilli Dry KG,210.0,220.0,215.0,2019-01-06
19,Chilli Green KG,45.0,50.0,48.0,2019-01-06
20,Christophine KG,55.0,60.0,58.0,2019-01-06
21,Coriander Green KG,120.0,130.0,125.0,2019-01-06
22,Cress Leaf KG,100.0,110.0,105.0,2019-01-06
23,Cucumber(Local) KG,45.0,50.0,48.0,2019-01-06
24,Fennel Leaf KG,90.0,100.0,95.0,2019-01-06
25,Fenugreek Leaf KG,90.0,100.0,95.0,2019-01-06
26,Fish Fresh KG,260.0,265.0,263.0,2019-01-06
27,French Bean(Local) KG,75.0,80.0,78.0,2019-01-06
28,Garlic Dry Chinese KG,150.0,160.0,155.0,2019-01-06
29,Garlic Dry Nepali KG,120.0,130.0,125.0,2019-01-06
30,Garlic Green KG,90.0,100.0,95.0,2019-01-06
31,Ginger KG,110.0,120.0,115.0,2019-01-06
32,Grapes(Green) KG,150.0,160.0,155.0,2019-01-06
33,Green Peas KG,50.0,55.0,52.0,2019-01-06
34,Gundruk KG,230.0,240.0,235.0,2019-01-06
35,Lettuce KG,90.0,100.0,95.0,2019-01-06
36,Lime KG,130.0,160.0,145.0,2019-01-06
37,Mint KG,270.0,280.0,275.0,2019-01-06
38,Mombin KG,55.0,60.0,58.0,2019-01-06
39,Mushroom(Kanya) KG,170.0,180.0,175.0,2019-01-06
40,Okara KG,110.0,120.0,115.0,2019-01-06
41,Onion Dry (Indian) KG,27.0,29.0,28.0,2019-01-06
42,Onion Green KG,50.0,60.0,55.0,2019-01-06
43,Orange(Nepali) KG,90.0,100.0,95.0,2019-01-06
44,Papaya(Nepali) KG,80.0,90.0,85.0,2019-01-06
45,Parseley KG,170.0,180.0,175.0,2019-01-06
46,Pear(Local) KG,130.0,140.0,135.0,2019-01-06
47,Pineapple 1 Pc,100.0,110.0,105.0,2019-01-06
48,Pointed Gourd(Local) KG,110.0,120.0,115.0,2019-01-06
49,Pomegranate KG,170.0,180.0,175.0,2019-01-06
50,Potato Red KG,30.0,35.0,33.0,2019-01-06
51,Potato White KG,25.0,27.0,26.0,2019-01-06
52,Pumpkin KG,20.0,25.0,23.0,2019-01-06
53,Raddish Red KG,20.0,25.0,22.0,2019-01-06
54,Raddish White(Local) KG,10.0,15.0,12.0,2019-01-06
55,Red Cabbbage KG,45.0,50.0,48.0,2019-01-06
56,Spinach Leaf KG,90.0,100.0,95.0,2019-01-06
57,Squash(Long) KG,40.0,45.0,42.0,2019-01-06
58,Sugarbeet KG,70.0,80.0,75.0,2019-01-06
59,Sweet Orange KG,100.0,110.0,105.0,2019-01-06
60,Sword Bean KG,45.0,50.0,48.0,2019-01-06
61,Tamarind KG,130.0,140.0,135.0,2019-01-06
62,Tofu KG,90.0,100.0,95.0,2019-01-06
63,Tomato Big(Nepali) KG,65.0,70.0,68.0,2019-01-06
64,Tomato Small(Local) KG,30.0,35.0,33.0,2019-01-06
65,Turnip A KG,40.0,50.0,45.0,2019-01-06
66,Water Melon(Green) KG,50.0,55.0,53.0,2019-01-06
67,Yam KG,45.0,50.0,48.0,2019-01-06
0,Apple(Jholey) KG,90.0,100.0,95.0,2019-01-07
1,Arum KG,45.0,50.0,48.0,2019-01-07
2,Bakula KG,75.0,80.0,78.0,2019-01-07
3,Bamboo Shoot KG,100.0,110.0,105.0,2019-01-07
4,Banana Per Dozen,70.0,80.0,75.0,2019-01-07
5,Barela KG,65.0,70.0,68.0,2019-01-07
6,Bitter Gourd KG,110.0,120.0,115.0,2019-01-07
7,Bottle Gourd KG,55.0,60.0,58.0,2019-01-07
8,Brd Leaf Mustard KG,35.0,40.0,38.0,2019-01-07
9,Brinjal Long KG,45.0,50.0,47.0,2019-01-07
10,Brinjal Round KG,45.0,50.0,48.0,2019-01-07
11,Brocauli KG,40.0,45.0,42.0,2019-01-07
12,Cabbage(Local) KG,8.0,10.0,9.0,2019-01-07
13,Capsicum KG,75.0,80.0,77.0,2019-01-07
14,Carrot(Local) KG,50.0,55.0,52.0,2019-01-07
15,Cauli Local KG,30.0,35.0,32.0,2019-01-07
16,Cauli Terai KG,25.0,30.0,28.0,2019-01-07
17,Celery KG,170.0,180.0,175.0,2019-01-07
18,Chilli Dry KG,210.0,220.0,215.0,2019-01-07
19,Chilli Green KG,45.0,50.0,47.0,2019-01-07
20,Christophine KG,55.0,60.0,58.0,2019-01-07
21,Coriander Green KG,150.0,160.0,155.0,2019-01-07
22,Cress Leaf KG,90.0,100.0,95.0,2019-01-07
23,Cucumber(Local) KG,45.0,50.0,48.0,2019-01-07
24,Fennel Leaf KG,90.0,100.0,95.0,2019-01-07
25,Fenugreek Leaf KG,90.0,100.0,95.0,2019-01-07
26,Fish Fresh KG,260.0,265.0,263.0,2019-01-07
27,French Bean(Local) KG,75.0,80.0,78.0,2019-01-07
28,Garlic Dry Chinese KG,150.0,160.0,155.0,2019-01-07
29,Garlic Dry Nepali KG,120.0,130.0,125.0,2019-01-07
30,Garlic Green KG,80.0,90.0,85.0,2019-01-07
31,Ginger KG,110.0,120.0,115.0,2019-01-07
32,Grapes(Green) KG,150.0,160.0,155.0,2019-01-07
33,Green Peas KG,45.0,50.0,48.0,2019-01-07
34,Gundruk KG,230.0,240.0,235.0,2019-01-07
35,Knolkhol KG,40.0,45.0,43.0,2019-01-07
36,Lettuce KG,90.0,100.0,95.0,2019-01-07
37,Lime KG,130.0,150.0,140.0,2019-01-07
38,Mint KG,270.0,280.0,275.0,2019-01-07
39,Mombin KG,50.0,55.0,52.0,2019-01-07
40,Mushroom(Kanya) KG,170.0,180.0,175.0,2019-01-07
41,Okara KG,110.0,120.0,115.0,2019-01-07
42,Onion Dry (Indian) KG,27.0,29.0,28.0,2019-01-07
43,Onion Green KG,50.0,60.0,55.0,2019-01-07
44,Orange(Nepali) KG,90.0,100.0,95.0,2019-01-07
