,Product,Minimum,Maximum,Average,Date
69,Onion Dry (Indian) KG,52.0,55.0,53.67,2022-01-02
70,Onion Green KG,50.0,60.0,55.0,2022-01-02
71,Orange(Indian) KG,90.0,100.0,95.0,2022-01-02
72,Orange(Nepali) KG,120.0,130.0,125.0,2022-01-02
73,Papaya(Indian) KG,80.0,90.0,85.0,2022-01-02
74,Papaya(Nepali) KG,70.0,80.0,75.0,2022-01-02
75,Parseley KG,500.0,600.0,550.0,2022-01-02
76,Pineapple 1 Pc,120.0,130.0,125.0,2022-01-02
77,Pointed Gourd(Local) KG,130.0,140.0,135.0,2022-01-02
78,Pomegranate KG,250.0,300.0,275.0,2022-01-02
79,Potato Red KG,35.0,40.0,37.67,2022-01-02
80,Potato Red(Indian) KG,25.0,30.0,27.67,2022-01-02
81,Potato White KG,22.0,25.0,23.67,2022-01-02
82,Pumpkin KG,25.0,30.0,27.67,2022-01-02
83,Raddish Red KG,50.0,60.0,55.0,2022-01-02
84,Raddish White(Hybrid) KG,40.0,50.0,45.0,2022-01-02
85,Raddish White(Local) KG,30.0,35.0,32.67,2022-01-02
86,Red Cabbbage KG,150.0,200.0,175.0,2022-01-02
87,Spinach Leaf KG,110.0,120.0,115.0,2022-01-02
88,Squash(Long) KG,30.0,40.0,35.0,2022-01-02
89,Squash(Round) KG,30.0,40.0,35.0,2022-01-02
90,Strawberry KG,500.0,600.0,550.0,2022-01-02
91,Sugarbeet KG,100.0,110.0,105.0,2022-01-02
92,Sugarcane Per Piece,90.0,100.0,95.0,2022-01-02
93,Sweet Orange KG,120.0,130.0,125.0,2022-01-02
94,Sweet Potato KG,60.0,70.0,65.0,2022-01-02
95,Sword Bean KG,30.0,40.0,35.0,2022-01-02
96,Tamarind KG,140.0,150.0,145.0,2022-01-02
97,Tofu KG,80.0,90.0,85.0,2022-01-02
98,Tomato Big(Indian) KG,110.0,120.0,115.0,2022-01-02
99,Tomato Big(Nepali) KG,110.0,120.0,115.0,2022-01-02
100,Tomato Small(Indian) KG,50.0,60.0,55.0,2022-01-02
101,Tomato Small(Local) KG,40.0,50.0,45.0,2022-01-02
102,Tomato Small(Terai) KG,60.0,70.0,65.0,2022-01-02
103,Turnip KG,60.0,70.0,65.0,2022-01-02
104,Turnip A KG,60.0,70.0,65.0,2022-01-02
105,Water Melon(Green) KG,110.0,120.0,115.0,2022-01-02
106,Yam KG,50.0,60.0,55.0,2022-01-02
0,Amla KG,80.0,90.0,86.67,2022-01-03
1,Apple(Fuji) KG,250.0,280.0,270.0,2022-01-03
2,Apple(Jholey) KG,180.0,200.0,193.33,2022-01-03
3,Arum KG,40.0,50.0,46.67,2022-01-03
4,Avocado KG,250.0,300.0,275.0,2022-01-03
5,Bakula KG,100.0,120.0,110.0,2022-01-03
6,Bamboo Shoot KG,90.0,100.0,96.67,2022-01-03
7,Banana Per Dozen,90.0,100.0,96.67,2022-01-03
8,Barela KG,60.0,70.0,66.67,2022-01-03
9,Bitter Gourd KG,90.0,100.0,96.67,2022-01-03
10,Bottle Gourd KG,50.0,60.0,56.67,2022-01-03
11,Brd Leaf Mustard KG,30.0,35.0,33.0,2022-01-03
12,Brinjal Long KG,30.0,40.0,35.0,2022-01-03
13,Brinjal Round KG,30.0,40.0,36.67,2022-01-03
14,Brocauli KG,60.0,70.0,66.67,2022-01-03
15,Cabbage KG,30.0,40.0,35.0,2022-01-03
16,Cabbage(Local) KG,30.0,40.0,36.0,2022-01-03
17,Capsicum KG,110.0,120.0,116.0,2022-01-03
18,Carrot(Local) KG,80.0,90.0,85.0,2022-01-03
19,Carrot(Terai) KG,80.0,90.0,86.67,2022-01-03
20,Cauli Local KG,35.0,45.0,40.0,2022-01-03
21,Cauli Local(Jyapu) KG,60.0,70.0,66.67,2022-01-03
22,Celery KG,300.0,350.0,325.0,2022-01-03
23,Chilli Dry KG,300.0,310.0,304.0,2022-01-03
24,Chilli Green KG,70.0,80.0,75.0,2022-01-03
25,Chilli Green(Akbare) KG,250.0,280.0,265.0,2022-01-03
26,Chilli Green(Bullet) KG,80.0,90.0,86.67,2022-01-03
27,Chilli Green(Machhe) KG,80.0,90.0,86.67,2022-01-03
28,Christophine KG,40.0,50.0,46.67,2022-01-03
29,Clive Dry KG,320.0,350.0,335.0,2022-01-03
30,Clive Green KG,90.0,100.0,95.0,2022-01-03
31,Coriander Green KG,100.0,120.0,112.0,2022-01-03
32,Cow pea(Long) KG,70.0,80.0,76.67,2022-01-03
33,Cowpea(Short) KG,50.0,60.0,56.67,2022-01-03
34,Cress Leaf KG,60.0,70.0,66.67,2022-01-03
35,Cucumber(Hybrid) KG,50.0,60.0,56.67,2022-01-03
36,Cucumber(Local) KG,70.0,90.0,80.0,2022-01-03
37,Drumstick KG,380.0,400.0,390.0,2022-01-03
38,Fennel Leaf KG,70.0,80.0,76.67,2022-01-03
39,Fenugreek Leaf KG,60.0,70.0,66.67,2022-01-03
40,Fish Fresh(Bachuwa) KG,235.0,250.0,245.0,2022-01-03
41,Fish Fresh(Chhadi) KG,230.0,250.0,243.33,2022-01-03
42,Fish Fresh(Mungari) KG,230.0,250.0,243.33,2022-01-03
43,Fish Fresh(Rahu) KG,285.0,300.0,295.0,2022-01-03
44,French Bean(Hybrid) KG,70.0,80.0,76.67,2022-01-03
45,French Bean(Local) KG,70.0,80.0,76.67,2022-01-03
46,French Bean(Rajma) KG,110.0,120.0,115.0,2022-01-03
47,Garlic Dry Chinese KG,300.0,310.0,304.0,2022-01-03
48,Garlic Dry Nepali KG,190.0,200.0,196.67,2022-01-03
49,Garlic Green KG,100.0,120.0,110.0,2022-01-03
50,Ginger KG,35.0,45.0,40.0,2022-01-03
51,Grapes(Black) KG,400.0,450.0,425.0,2022-01-03
52,Grapes(Green) KG,280.0,300.0,290.0,2022-01-03
53,Green Peas KG,70.0,80.0,76.0,2022-01-03
54,Guava KG,100.0,120.0,113.33,2022-01-03
55,Gundruk KG,200.0,250.0,225.0,2022-01-03
56,Jack Fruit KG,90.0,100.0,95.0,2022-01-03
57,Kinnow KG,120.0,150.0,135.0,2022-01-03
58,Kiwi KG,250.0,300.0,275.0,2022-01-03
59,Knolkhol KG,70.0,80.0,76.67,2022-01-03
60,Lemon KG,50.0,60.0,55.0,2022-01-03
61,Lettuce KG,300.0,350.0,325.0,2022-01-03
62,Lime KG,90.0,100.0,96.67,2022-01-03
63,Mint KG,700.0,800.0,750.0,2022-01-03
64,Mombin KG,80.0,90.0,86.67,2022-01-03
65,Mushroom(Button) KG,250.0,300.0,280.0,2022-01-03
66,Mushroom(Kanya) KG,120.0,150.0,134.0,2022-01-03
67,Mustard Leaf KG,30.0,40.0,35.0,2022-01-03
68,Okara KG,110.0,120.0,116.0,2022-01-03
69,Onion Dry (Indian) KG,52.0,55.0,53.8,2022-01-03
70,Onion Green KG,60.0,70.0,66.67,2022-01-03
71,Orange(Indian) KG,100.0,110.0,105.0,2022-01-03
72,Orange(Nepali) KG,130.0,150.0,140.0,2022-01-03
73,Papaya(Indian) KG,90.0,100.0,96.67,2022-01-03
74,Papaya(Nepali) KG,80.0,90.0,85.0,2022-01-03
75,Parseley KG,500.0,550.0,525.0,2022-01-03
76,Pear(Chinese) KG,220.0,250.0,235.0,2022-01-03
77,Pineapple 1 Pc,120.0,130.0,125.0,2022-01-03
78,Pointed Gourd(Terai) KG,130.0,150.0,140.0,2022-01-03
79,Pomegranate KG,250.0,300.0,275.0,2022-01-03
80,Potato Red KG,35.0,40.0,37.5,2022-01-03
81,Potato Red(Indian) KG,30.0,35.0,32.5,2022-01-03
82,Pumpkin KG,25.0,30.0,27.5,2022-01-03
83,Raddish Red KG,60.0,70.0,66.67,2022-01-03
84,Raddish White(Hybrid) KG,30.0,40.0,36.67,2022-01-03
85,Raddish White(Local) KG,20.0,30.0,25.0,2022-01-03
86,Red Cabbbage KG,180.0,200.0,190.0,2022-01-03
87,Spinach Leaf KG,60.0,70.0,63.33,2022-01-03
88,Squash(Long) KG,30.0,40.0,36.0,2022-01-03
89,Squash(Round) KG,30.0,40.0,36.67,2022-01-03
90,Strawberry KG,500.0,600.0,550.0,2022-01-03
91,Sugarbeet KG,100.0,110.0,105.0,2022-01-03
92,Sweet Orange KG,120.0,130.0,125.0,2022-01-03
93,Sweet Potato KG,60.0,70.0,66.67,2022-01-03
94,Sword Bean KG,35.0,45.0,40.0,2022-01-03
95,Tamarind KG,150.0,160.0,153.33,2022-01-03
96,Tofu KG,90.0,100.0,96.67,2022-01-03
97,Tomato Big(Indian) KG,90.0,100.0,95.0,2022-01-03
98,Tomato Big(Nepali) KG,90.0,100.0,95.0,2022-01-03
99,Tomato Small(Indian) KG,55.0,65.0,61.0,2022-01-03
100,Tomato Small(Local) KG,35.0,45.0,40.0,2022-01-03
101,Tomato Small(Terai) KG,50.0,60.0,56.0,2022-01-03
102,Tomato Small(Tunnel) KG,50.0,60.0,54.0,2022-01-03
103,Turnip KG,70.0,80.0,76.67,2022-01-03
104,Turnip A KG,70.0,80.0,76.67,2022-01-03
105,Water Melon(Green) KG,100.0,120.0,113.33,2022-01-03
106,Yam KG,50.0,60.0,56.67,2022-01-03
0,Amla KG,70.0,80.0,76.67,2022-01-04
1,Apple(Fuji) KG,250.0,280.0,270.0,2022-01-04
2,Apple(Jholey) KG,180.0,200.0,190.0,2022-01-04
3,Arum KG,40.0,50.0,46.67,2022-01-04
4,Avocado KG,250.0,300.0,275.0,2022-01-04
5,Bakula KG,90.0,100.0,96.67,2022-01-04
6,Bamboo Shoot KG,90.0,100.0,96.67,2022-01-04
7,Banana Per Dozen,90.0,100.0,96.67,2022-01-04
8,Barela KG,60.0,70.0,66.67,2022-01-04
9,Bitter Gourd KG,120.0,140.0,130.0,2022-01-04
10,Bottle Gourd KG,50.0,60.0,56.67,2022-01-04
11,Brd Leaf Mustard KG,20.0,30.0,26.67,2022-01-04
12,Brinjal Long KG,30.0,40.0,36.0,2022-01-04
13,Brinjal Round KG,30.0,40.0,36.67,2022-01-04
14,Brocauli KG,50.0,60.0,56.67,2022-01-04
15,Cabbage KG,30.0,40.0,36.67,2022-01-04
16,Cabbage(Local) KG,25.0,35.0,30.0,2022-01-04
17,Cabbage(Terai) KG,25.0,35.0,30.0,2022-01-04
18,Capsicum KG,120.0,140.0,130.0,2022-01-04
19,Carrot(Local) KG,70.0,80.0,75.0,2022-01-04
20,Carrot(Terai) KG,60.0,70.0,65.0,2022-01-04
21,Cauli Local KG,30.0,40.0,37.0,2022-01-04
22,Cauli Local(Jyapu) KG,50.0,60.0,56.67,2022-01-04
23,Cauli Terai KG,25.0,35.0,30.0,2022-01-04
24,Celery KG,300.0,350.0,325.0,2022-01-04
25,Chilli Dry KG,300.0,320.0,310.0,2022-01-04
26,Chilli Green KG,70.0,80.0,75.0,2022-01-04
27,Chilli Green(Akbare) KG,250.0,300.0,283.33,2022-01-04
28,Chilli Green(Machhe) KG,70.0,80.0,76.67,2022-01-04
29,Christophine KG,40.0,50.0,46.67,2022-01-04
30,Clive Dry KG,320.0,350.0,340.0,2022-01-04
31,Coriander Green KG,80.0,100.0,90.0,2022-01-04
32,Cow pea(Long) KG,70.0,80.0,76.67,2022-01-04
33,Cowpea(Short) KG,50.0,60.0,56.67,2022-01-04
34,Cress Leaf KG,60.0,70.0,66.67,2022-01-04
35,Cucumber(Hybrid) KG,40.0,50.0,46.67,2022-01-04
36,Cucumber(Local) KG,90.0,100.0,96.67,2022-01-04
37,Drumstick KG,380.0,400.0,390.0,2022-01-04
38,Fennel Leaf KG,60.0,70.0,66.67,2022-01-04
39,Fenugreek Leaf KG,60.0,70.0,66.67,2022-01-04
40,Fish Fresh(Bachuwa) KG,235.0,250.0,245.0,2022-01-04
41,Fish Fresh(Chhadi) KG,230.0,250.0,243.33,2022-01-04
42,Fish Fresh(Mungari) KG,230.0,250.0,243.33,2022-01-04
43,Fish Fresh(Rahu) KG,285.0,300.0,295.0,2022-01-04
44,French Bean(Hybrid) KG,70.0,80.0,76.67,2022-01-04
45,French Bean(Local) KG,70.0,80.0,76.0,2022-01-04
46,French Bean(Rajma) KG,120.0,130.0,125.0,2022-01-04
47,Garlic Dry Chinese KG,290.0,300.0,296.0,2022-01-04
48,Garlic Dry Nepali KG,190.0,200.0,196.67,2022-01-04
49,Garlic Green KG,100.0,110.0,106.0,2022-01-04
50,Ginger KG,35.0,45.0,40.0,2022-01-04
51,Grapes(Black) KG,400.0,450.0,425.0,2022-01-04
52,Grapes(Green) KG,280.0,300.0,290.0,2022-01-04
53,Green Peas KG,60.0,70.0,66.0,2022-01-04
54,Guava KG,100.0,120.0,110.0,2022-01-04
55,Gundruk KG,200.0,250.0,225.0,2022-01-04
56,Jack Fruit KG,90.0,100.0,95.0,2022-01-04
57,Kinnow KG,120.0,150.0,135.0,2022-01-04
58,Kiwi KG,250.0,300.0,275.0,2022-01-04
59,Knolkhol KG,70.0,80.0,76.67,2022-01-04
60,Lemon KG,50.0,60.0,55.0,2022-01-04
61,Lettuce KG,150.0,200.0,175.0,2022-01-04
62,Lime KG,100.0,110.0,106.67,2022-01-04
63,Mint KG,700.0,800.0,750.0,2022-01-04
64,Mombin KG,90.0,100.0,96.67,2022-01-04
65,Mushroom(Button) KG,250.0,300.0,275.0,2022-01-04
66,Mushroom(Kanya) KG,120.0,150.0,135.0,2022-01-04
67,Mustard Leaf KG,40.0,50.0,45.0,2022-01-04
68,Okara KG,100.0,120.0,112.0,2022-01-04
69,Onion Dry (Indian) KG,54.0,56.0,55.0,2022-01-04
70,Onion Green KG,60.0,70.0,66.67,2022-01-04
71,Orange(Indian) KG,100.0,110.0,105.0,2022-01-04
72,Orange(Nepali) KG,130.0,150.0,142.0,2022-01-04
73,Papaya(Indian) KG,80.0,100.0,90.0,2022-01-04
74,Papaya(Nepali) KG,70.0,80.0,76.67,2022-01-04
75,Parseley KG,450.0,500.0,475.0,2022-01-04
76,Pear(Chinese) KG,220.0,250.0,235.0,2022-01-04
77,Pineapple 1 Pc,120.0,130.0,125.0,2022-01-04
78,Pointed Gourd(Terai) KG,130.0,140.0,135.0,2022-01-04
79,Pomegranate KG,250.0,300.0,283.33,2022-01-04
80,Potato Red KG,35.0,38.0,36.4,2022-01-04
81,Potato Red(Indian) KG,32.0,35.0,34.0,2022-01-04
82,Pumpkin KG,25.0,30.0,28.33,2022-01-04
83,Raddish Red KG,60.0,70.0,66.67,2022-01-04
84,Raddish White(Hybrid) KG,30.0,40.0,36.67,2022-01-04
85,Raddish White(Local) KG,25.0,30.0,27.5,2022-01-04
86,Red Cabbbage KG,150.0,200.0,175.0,2022-01-04
87,Spinach Leaf KG,60.0,70.0,63.33,2022-01-04
88,Squash(Long) KG,30.0,40.0,36.0,2022-01-04
89,Squash(Round) KG,30.0,40.0,36.67,2022-01-04
90,Strawberry KG,500.0,600.0,550.0,2022-01-04
91,Sugarbeet KG,100.0,110.0,106.67,2022-01-04
92,Sweet Orange KG,120.0,130.0,125.0,2022-01-04
93,Sweet Potato KG,60.0,70.0,66.67,2022-01-04
94,Sword Bean KG,35.0,45.0,40.0,2022-01-04
95,Tamarind KG,150.0,160.0,156.67,2022-01-04
96,Tofu KG,90.0,100.0,96.67,2022-01-04
97,Tomato Big(Indian) KG,90.0,100.0,96.67,2022-01-04
98,Tomato Big(Nepali) KG,90.0,100.0,96.67,2022-01-04
99,Tomato Small(Indian) KG,45.0,55.0,50.0,2022-01-04
100,Tomato Small(Local) KG,30.0,40.0,35.0,2022-01-04
101,Tomato Small(Terai) KG,45.0,55.0,50.0,2022-01-04
102,Tomato Small(Tunnel) KG,25.0,30.0,27.5,2022-01-04
103,Turnip KG,60.0,70.0,66.67,2022-01-04
104,Turnip A KG,70.0,80.0,76.67,2022-01-04
105,Water Melon(Green) KG,100.0,120.0,113.33,2022-01-04
106,Yam KG,50.0,60.0,56.67,2022-01-04
0,Amla KG,80.0,90.0,86.67,2022-01-05
1,Apple(Fuji) KG,250.0,280.0,265.0,2022-01-05
2,Apple(Jholey) KG,180.0,200.0,190.0,2022-01-05
3,Arum KG,40.0,50.0,46.67,2022-01-05
4,Avocado KG,250.0,300.0,275.0,2022-01-05
5,Bakula KG,100.0,110.0,106.67,2022-01-05
6,Bamboo Shoot KG,90.0,100.0,93.33,2022-01-05
7,Banana Per Dozen,90.0,100.0,96.67,2022-01-05
8,Barela KG,60.0,70.0,66.67,2022-01-05
9,Bitter Gourd KG,110.0,120.0,116.0,2022-01-05
10,Bottle Gourd KG,50.0,60.0,56.67,2022-01-05
11,Brd Leaf Mustard KG,30.0,40.0,36.67,2022-01-05
