,Product,Minimum,Maximum,Average,Date
29,Garlic Dry Nepali KG,140.0,150.0,145.0,2018-01-03
30,Garlic Green KG,90.0,100.0,95.0,2018-01-03
31,Ginger KG,40.0,45.0,42.0,2018-01-03
32,Green Peas KG,65.0,70.0,68.0,2018-01-03
33,Gundruk KG,150.0,160.0,155.0,2018-01-03
34,Knolkhol KG,40.0,45.0,43.0,2018-01-03
35,Lettuce KG,100.0,110.0,105.0,2018-01-03
36,Lime KG,450.0,500.0,475.0,2018-01-03
37,Mint KG,120.0,130.0,125.0,2018-01-03
38,Mombin KG,45.0,50.0,48.0,2018-01-03
39,Mushroom(Kanya) KG,110.0,120.0,115.0,2018-01-03
40,Mustard Leaf KG,50.0,55.0,53.0,2018-01-03
41,Okara KG,100.0,110.0,105.0,2018-01-03
42,Onion Dry (Indian) KG,75.0,80.0,78.0,2018-01-03
43,Onion Green KG,70.0,80.0,75.0,2018-01-03
44,Orange(Nepali) KG,110.0,115.0,113.0,2018-01-03
45,Papaya(Nepali) KG,70.0,80.0,75.0,2018-01-03
46,Parseley KG,100.0,110.0,105.0,2018-01-03
47,Pear(Local) KG,90.0,100.0,95.0,2018-01-03
48,Pineapple 1 Pc,90.0,100.0,95.0,2018-01-03
49,Pomegranate KG,150.0,160.0,155.0,2018-01-03
50,Potato Red KG,30.0,33.0,32.0,2018-01-03
51,Potato White KG,28.0,30.0,29.0,2018-01-03
52,Pumpkin KG,20.0,22.0,21.0,2018-01-03
53,Raddish Red KG,25.0,30.0,28.0,2018-01-03
54,Raddish White(Local) KG,25.0,30.0,28.0,2018-01-03
55,Spinach Leaf KG,35.0,40.0,38.0,2018-01-03
56,Squash(Long) KG,30.0,35.0,33.0,2018-01-03
57,Sugarbeet KG,70.0,80.0,75.0,2018-01-03
58,Sweet Orange KG,90.0,100.0,95.0,2018-01-03
59,Sword Bean KG,35.0,40.0,38.0,2018-01-03
60,Tamarind KG,120.0,130.0,125.0,2018-01-03
61,Tofu KG,70.0,80.0,75.0,2018-01-03
62,Tomato Big(Nepali) KG,40.0,45.0,42.0,2018-01-03
63,Tomato Small(Local) KG,25.0,30.0,28.0,2018-01-03
64,Turnip A KG,40.0,45.0,43.0,2018-01-03
65,Water Melon(Green) KG,40.0,45.0,43.0,2018-01-03
66,Yam KG,35.0,40.0,38.0,2018-01-03
0,Apple(Jholey) KG,90.0,100.0,95.0,2018-01-04
1,Arum KG,45.0,50.0,48.0,2018-01-04
2,Bakula KG,55.0,60.0,58.0,2018-01-04
3,Bamboo Shoot KG,120.0,130.0,125.0,2018-01-04
4,Banana Per Dozen,40.0,45.0,43.0,2018-01-04
5,Barela KG,35.0,40.0,38.0,2018-01-04
6,Bitter Gourd KG,55.0,60.0,58.0,2018-01-04
7,Bottle Gourd KG,35.0,40.0,38.0,2018-01-04
8,Brd Leaf Mustard KG,35.0,40.0,38.0,2018-01-04
9,Brinjal Long KG,30.0,35.0,33.0,2018-01-04
10,Brinjal Round KG,30.0,35.0,33.0,2018-01-04
11,Brocauli KG,40.0,45.0,42.0,2018-01-04
12,Cabbage(Local) KG,25.0,30.0,28.0,2018-01-04
13,Capsicum KG,65.0,70.0,68.0,2018-01-04
14,Carrot(Local) KG,40.0,45.0,42.0,2018-01-04
15,Cauli Local KG,25.0,30.0,28.0,2018-01-04
16,Cauli Terai KG,20.0,25.0,22.0,2018-01-04
17,Celery KG,100.0,110.0,105.0,2018-01-04
18,Chilli Dry KG,190.0,200.0,195.0,2018-01-04
19,Chilli Green KG,60.0,65.0,62.0,2018-01-04
20,Coriander Green KG,60.0,70.0,65.0,2018-01-04
21,Cow pea(Long) KG,55.0,60.0,58.0,2018-01-04
22,Cress Leaf KG,50.0,55.0,53.0,2018-01-04
23,Cucumber(Local) KG,35.0,40.0,38.0,2018-01-04
24,Fennel Leaf KG,50.0,55.0,53.0,2018-01-04
25,Fenugreek Leaf KG,50.0,55.0,53.0,2018-01-04
26,Fish Fresh KG,240.0,250.0,245.0,2018-01-04
27,French Bean(Local) KG,40.0,45.0,42.0,2018-01-04
28,Garlic Dry Chinese KG,150.0,160.0,155.0,2018-01-04
29,Garlic Dry Nepali KG,140.0,150.0,145.0,2018-01-04
30,Garlic Green KG,90.0,100.0,95.0,2018-01-04
31,Ginger KG,40.0,45.0,42.0,2018-01-04
32,Green Peas KG,65.0,70.0,68.0,2018-01-04
33,Gundruk KG,150.0,160.0,155.0,2018-01-04
34,Knolkhol KG,40.0,45.0,43.0,2018-01-04
35,Lettuce KG,100.0,110.0,105.0,2018-01-04
36,Lime KG,450.0,500.0,475.0,2018-01-04
37,Mint KG,120.0,130.0,125.0,2018-01-04
38,Mombin KG,45.0,50.0,48.0,2018-01-04
39,Mushroom(Kanya) KG,110.0,120.0,115.0,2018-01-04
40,Mustard Leaf KG,50.0,55.0,53.0,2018-01-04
41,Okara KG,95.0,100.0,98.0,2018-01-04
42,Onion Dry (Indian) KG,75.0,80.0,78.0,2018-01-04
43,Onion Green KG,70.0,80.0,75.0,2018-01-04
44,Orange(Nepali) KG,90.0,95.0,93.0,2018-01-04
45,Papaya(Nepali) KG,70.0,80.0,75.0,2018-01-04
46,Parseley KG,100.0,110.0,105.0,2018-01-04
47,Pear(Local) KG,90.0,100.0,95.0,2018-01-04
48,Pineapple 1 Pc,90.0,100.0,95.0,2018-01-04
49,Pomegranate KG,150.0,160.0,155.0,2018-01-04
50,Potato Red KG,30.0,32.0,31.0,2018-01-04
51,Potato White KG,28.0,30.0,29.0,2018-01-04
52,Pumpkin KG,20.0,22.0,21.0,2018-01-04
53,Raddish Red KG,30.0,35.0,33.0,2018-01-04
54,Raddish White(Local) KG,25.0,30.0,28.0,2018-01-04
55,Spinach Leaf KG,35.0,40.0,38.0,2018-01-04
56,Squash(Long) KG,30.0,35.0,33.0,2018-01-04
57,Sugarbeet KG,70.0,80.0,75.0,2018-01-04
58,Sweet Orange KG,90.0,100.0,95.0,2018-01-04
59,Sword Bean KG,35.0,40.0,38.0,2018-01-04
60,Tamarind KG,120.0,130.0,125.0,2018-01-04
61,Tofu KG,70.0,80.0,75.0,2018-01-04
62,Tomato Big(Nepali) KG,40.0,45.0,42.0,2018-01-04
63,Tomato Small(Local) KG,25.0,30.0,28.0,2018-01-04
64,Turnip A KG,40.0,45.0,43.0,2018-01-04
65,Water Melon(Green) KG,40.0,45.0,43.0,2018-01-04
66,Yam KG,35.0,40.0,38.0,2018-01-04
0,Apple(Jholey) KG,90.0,100.0,95.0,2018-01-05
1,Arum KG,45.0,50.0,48.0,2018-01-05
2,Bakula KG,55.0,60.0,58.0,2018-01-05
3,Bamboo Shoot KG,120.0,130.0,125.0,2018-01-05
4,Banana Per Dozen,40.0,45.0,43.0,2018-01-05
5,Barela KG,35.0,40.0,38.0,2018-01-05
6,Bitter Gourd KG,60.0,65.0,62.0,2018-01-05
7,Bottle Gourd KG,30.0,35.0,33.0,2018-01-05
8,Brd Leaf Mustard KG,35.0,40.0,38.0,2018-01-05
9,Brinjal Long KG,30.0,35.0,33.0,2018-01-05
10,Brinjal Round KG,30.0,35.0,33.0,2018-01-05
11,Brocauli KG,45.0,50.0,48.0,2018-01-05
12,Cabbage(Local) KG,25.0,30.0,28.0,2018-01-05
13,Capsicum KG,60.0,65.0,62.0,2018-01-05
14,Carrot(Local) KG,40.0,45.0,42.0,2018-01-05
15,Cauli Local KG,25.0,30.0,28.0,2018-01-05
16,Cauli Terai KG,18.0,20.0,19.0,2018-01-05
17,Celery KG,100.0,110.0,105.0,2018-01-05
18,Chilli Dry KG,190.0,200.0,195.0,2018-01-05
19,Chilli Green KG,55.0,60.0,58.0,2018-01-05
20,Coriander Green KG,60.0,70.0,65.0,2018-01-05
21,Cow pea(Long) KG,55.0,60.0,58.0,2018-01-05
22,Cress Leaf KG,50.0,55.0,53.0,2018-01-05
23,Cucumber(Local) KG,35.0,40.0,38.0,2018-01-05
24,Fennel Leaf KG,50.0,55.0,53.0,2018-01-05
25,Fenugreek Leaf KG,50.0,55.0,53.0,2018-01-05
26,Fish Fresh KG,240.0,250.0,245.0,2018-01-05
27,French Bean(Local) KG,45.0,50.0,48.0,2018-01-05
28,Garlic Dry Chinese KG,150.0,160.0,155.0,2018-01-05
29,Garlic Dry Nepali KG,140.0,150.0,145.0,2018-01-05
30,Garlic Green KG,90.0,100.0,95.0,2018-01-05
31,Ginger KG,40.0,45.0,42.0,2018-01-05
32,Green Peas KG,60.0,65.0,62.0,2018-01-05
33,Gundruk KG,150.0,160.0,155.0,2018-01-05
34,Knolkhol KG,40.0,45.0,43.0,2018-01-05
35,Lettuce KG,100.0,110.0,105.0,2018-01-05
36,Lime KG,450.0,500.0,475.0,2018-01-05
37,Mint KG,120.0,130.0,125.0,2018-01-05
38,Mombin KG,45.0,50.0,48.0,2018-01-05
39,Mushroom(Kanya) KG,110.0,120.0,115.0,2018-01-05
40,Mustard Leaf KG,50.0,55.0,53.0,2018-01-05
41,Okara KG,95.0,100.0,98.0,2018-01-05
42,Onion Dry (Indian) KG,75.0,80.0,78.0,2018-01-05
43,Onion Green KG,70.0,80.0,75.0,2018-01-05
44,Orange(Nepali) KG,100.0,110.0,105.0,2018-01-05
45,Papaya(Nepali) KG,70.0,80.0,75.0,2018-01-05
46,Parseley KG,100.0,110.0,105.0,2018-01-05
47,Pear(Local) KG,90.0,100.0,95.0,2018-01-05
48,Pineapple 1 Pc,90.0,100.0,95.0,2018-01-05
49,Pomegranate KG,150.0,160.0,155.0,2018-01-05
50,Potato Red KG,30.0,32.0,31.0,2018-01-05
51,Potato White KG,28.0,30.0,29.0,2018-01-05
52,Pumpkin KG,20.0,25.0,22.0,2018-01-05
53,Raddish Red KG,30.0,35.0,33.0,2018-01-05
54,Raddish White(Local) KG,25.0,30.0,28.0,2018-01-05
55,Spinach Leaf KG,35.0,40.0,38.0,2018-01-05
56,Squash(Long) KG,35.0,40.0,38.0,2018-01-05
57,Sugarbeet KG,70.0,80.0,75.0,2018-01-05
58,Sweet Orange KG,90.0,100.0,95.0,2018-01-05
59,Sword Bean KG,35.0,40.0,38.0,2018-01-05
60,Tamarind KG,120.0,130.0,125.0,2018-01-05
61,Tofu KG,70.0,80.0,75.0,2018-01-05
62,Tomato Big(Nepali) KG,40.0,45.0,42.0,2018-01-05
63,Tomato Small(Local) KG,30.0,35.0,33.0,2018-01-05
64,Turnip A KG,40.0,45.0,43.0,2018-01-05
65,Water Melon(Green) KG,40.0,45.0,43.0,2018-01-05
66,Yam KG,35.0,40.0,38.0,2018-01-05
0,Apple(Jholey) KG,90.0,100.0,95.0,2018-01-06
1,Arum KG,45.0,50.0,48.0,2018-01-06
2,Bakula KG,55.0,60.0,58.0,2018-01-06
3,Bamboo Shoot KG,120.0,130.0,125.0,2018-01-06
4,Banana Per Dozen,40.0,45.0,43.0,2018-01-06
5,Barela KG,35.0,40.0,38.0,2018-01-06
6,Bitter Gourd KG,60.0,65.0,63.0,2018-01-06
7,Bottle Gourd KG,30.0,35.0,33.0,2018-01-06
8,Brd Leaf Mustard KG,35.0,40.0,38.0,2018-01-06
9,Brinjal Long KG,30.0,35.0,33.0,2018-01-06
10,Brinjal Round KG,30.0,35.0,33.0,2018-01-06
11,Brocauli KG,45.0,50.0,48.0,2018-01-06
12,Cabbage(Local) KG,24.0,26.0,25.0,2018-01-06
13,Capsicum KG,60.0,65.0,63.0,2018-01-06
14,Carrot(Local) KG,40.0,45.0,42.0,2018-01-06
15,Cauli Local KG,24.0,26.0,25.0,2018-01-06
16,Cauli Terai KG,18.0,20.0,19.0,2018-01-06
17,Celery KG,100.0,110.0,105.0,2018-01-06
18,Chilli Dry KG,190.0,200.0,195.0,2018-01-06
19,Chilli Green KG,55.0,60.0,58.0,2018-01-06
20,Coriander Green KG,60.0,70.0,65.0,2018-01-06
21,Cow pea(Long) KG,55.0,60.0,58.0,2018-01-06
22,Cress Leaf KG,50.0,55.0,53.0,2018-01-06
23,Cucumber(Local) KG,35.0,40.0,38.0,2018-01-06
24,Fennel Leaf KG,50.0,55.0,53.0,2018-01-06
25,Fenugreek Leaf KG,50.0,55.0,53.0,2018-01-06
26,Fish Fresh KG,240.0,250.0,245.0,2018-01-06
27,French Bean(Local) KG,45.0,50.0,49.0,2018-01-06
28,Garlic Dry Chinese KG,150.0,160.0,156.0,2018-01-06
29,Garlic Dry Nepali KG,140.0,150.0,146.0,2018-01-06
30,Garlic Green KG,90.0,100.0,95.0,2018-01-06
31,Ginger KG,40.0,45.0,43.0,2018-01-06
32,Green Peas KG,60.0,65.0,62.0,2018-01-06
33,Gundruk KG,150.0,160.0,155.0,2018-01-06
34,Knolkhol KG,40.0,45.0,43.0,2018-01-06
35,Lettuce KG,100.0,110.0,105.0,2018-01-06
36,Lime KG,450.0,500.0,475.0,2018-01-06
37,Mint KG,120.0,130.0,125.0,2018-01-06
38,Mombin KG,45.0,50.0,48.0,2018-01-06
39,Mushroom(Kanya) KG,110.0,120.0,115.0,2018-01-06
40,Mustard Leaf KG,50.0,55.0,53.0,2018-01-06
41,Okara KG,95.0,100.0,98.0,2018-01-06
42,Onion Dry (Indian) KG,75.0,80.0,78.0,2018-01-06
43,Onion Green KG,70.0,80.0,75.0,2018-01-06
44,Orange(Nepali) KG,100.0,110.0,105.0,2018-01-06
45,Papaya(Nepali) KG,70.0,80.0,75.0,2018-01-06
46,Parseley KG,100.0,110.0,105.0,2018-01-06
47,Pear(Local) KG,90.0,100.0,95.0,2018-01-06
48,Pineapple 1 Pc,90.0,100.0,95.0,2018-01-06
49,Pomegranate KG,150.0,160.0,155.0,2018-01-06
50,Potato Red KG,30.0,32.0,31.0,2018-01-06
51,Potato White KG,28.0,30.0,29.0,2018-01-06
52,Pumpkin KG,20.0,25.0,23.0,2018-01-06
53,Raddish Red KG,30.0,35.0,33.0,2018-01-06
54,Raddish White(Local) KG,25.0,30.0,28.0,2018-01-06
55,Spinach Leaf KG,35.0,40.0,38.0,2018-01-06
56,Squash(Long) KG,35.0,40.0,38.0,2018-01-06
57,Sugarbeet KG,70.0,80.0,75.0,2018-01-06
58,Sweet Orange KG,90.0,100.0,95.0,2018-01-06
59,Sword Bean KG,35.0,40.0,38.0,2018-01-06
60,Tamarind KG,120.0,130.0,125.0,2018-01-06
61,Tofu KG,70.0,80.0,75.0,2018-01-06
62,Tomato Big(Nepali) KG,38.0,40.0,39.0,2018-01-06
63,Tomato Small(Local) KG,35.0,40.0,38.0,2018-01-06
64,Turnip A KG,40.0,45.0,43.0,2018-01-06
65,Water Melon(Green) KG,40.0,45.0,43.0,2018-01-06
66,Yam KG,35.0,40.0,38.0,2018-01-06
0,Apple(Jholey) KG,90.0,100.0,95.0,2018-01-07
1,Arum KG,40.0,45.0,42.0,2018-01-07
2,Bakula KG,55.0,60.0,58.0,2018-01-07
3,Bamboo Shoot KG,120.0,130.0,125.0,2018-01-07
4,Banana Per Dozen,40.0,45.0,43.0,2018-01-07
5,Barela KG,35.0,40.0,38.0,2018-01-07
6,Bitter Gourd KG,65.0,70.0,68.0,2018-01-07
7,Bottle Gourd KG,35.0,40.0,38.0,2018-01-07
8,Brd Leaf Mustard KG,35.0,40.0,38.0,2018-01-07
9,Brinjal Long KG,25.0,30.0,28.0,2018-01-07
10,Brinjal Round KG,25.0,30.0,28.0,2018-01-07
11,Brocauli KG,45.0,50.0,48.0,2018-01-07
12,Cabbage(Local) KG,25.0,28.0,26.0,2018-01-07
13,Capsicum KG,60.0,65.0,62.0,2018-01-07
14,Carrot(Local) KG,50.0,55.0,52.0,2018-01-07
15,Cauli Local KG,20.0,25.0,22.0,2018-01-07
16,Cauli Terai KG,18.0,20.0,19.0,2018-01-07
17,Celery KG,100.0,110.0,105.0,2018-01-07
18,Chilli Dry KG,190.0,200.0,195.0,2018-01-07
19,Chilli Green KG,50.0,55.0,52.0,2018-01-07
20,Coriander Green KG,90.0,100.0,95.0,2018-01-07
21,Cress Leaf KG,50.0,55.0,53.0,2018-01-07
22,Cucumber(Local) KG,25.0,30.0,28.0,2018-01-07
23,Fennel Leaf KG,50.0,55.0,53.0,2018-01-07
24,Fenugreek Leaf KG,50.0,55.0,53.0,2018-01-07
25,Fish Fresh KG,240.0,250.0,245.0,2018-01-07
26,French Bean(Local) KG,55.0,60.0,58.0,2018-01-07
27,Garlic Dry Chinese KG,150.0,160.0,155.0,2018-01-07
28,Garlic Dry Nepali KG,140.0,150.0,145.0,2018-01-07
29,Garlic Green KG,90.0,100.0,95.0,2018-01-07
30,Ginger KG,45.0,50.0,48.0,2018-01-07
31,Green Peas KG,65.0,70.0,68.0,2018-01-07
32,Gundruk KG,150.0,160.0,155.0,2018-01-07
33,Knolkhol KG,40.0,45.0,43.0,2018-01-07
34,Lettuce KG,100.0,110.0,105.0,2018-01-07
35,Lime KG,450.0,500.0,475.0,2018-01-07
36,Mint KG,120.0,130.0,125.0,2018-01-07
37,Mombin KG,45.0,50.0,48.0,2018-01-07
38,Mushroom(Kanya) KG,110.0,120.0,115.0,2018-01-07
39,Mustard Leaf KG,50.0,55.0,53.0,2018-01-07
40,Okara KG,95.0,100.0,98.0,2018-01-07
41,Onion Dry (Indian) KG,80.0,85.0,82.0,2018-01-07
42,Onion Green KG,70.0,80.0,75.0,2018-01-07
43,Orange(Nepali) KG,105.0,110.0,108.0,2018-01-07
44,Papaya(Nepali) KG,70.0,80.0,75.0,2018-01-07
45,Parseley KG,100.0,110.0,105.0,2018-01-07
46,Pear(Local) KG,90.0,100.0,95.0,2018-01-07
47,Pineapple 1 Pc,90.0,100.0,95.0,2018-01-07
48,Pomegranate KG,150.0,160.0,155.0,2018-01-07
49,Potato Red KG,28.0,30.0,29.0,2018-01-07
