,Product,Minimum,Maximum,Average,Date
40,Garlic Dry Chinese KG,210.0,220.0,215.0,2020-01-01
41,Garlic Dry Nepali KG,210.0,220.0,215.0,2020-01-01
42,Garlic Green KG,120.0,130.0,125.0,2020-01-01
43,Ginger KG,110.0,120.0,115.0,2020-01-01
44,Green Peas KG,75.0,80.0,78.0,2020-01-01
45,Gundruk KG,280.0,290.0,285.0,2020-01-01
46,Lettuce KG,60.0,70.0,65.0,2020-01-01
47,Lime KG,100.0,110.0,105.0,2020-01-01
48,Mint KG,270.0,280.0,275.0,2020-01-01
49,Mombin KG,50.0,60.0,55.0,2020-01-01
50,Mushroom(Button) KG,330.0,340.0,335.0,2020-01-01
51,Mushroom(Kanya) KG,140.0,150.0,145.0,2020-01-01
52,Okara KG,90.0,100.0,95.0,2020-01-01
53,Onion Dry (Chinese) KG,110.0,115.0,112.0,2020-01-01
54,Onion Dry (Indian) KG,160.0,165.0,162.0,2020-01-01
55,Onion Green KG,130.0,140.0,135.0,2020-01-01
56,Orange(Nepali) KG,100.0,110.0,105.0,2020-01-01
57,Papaya(Indian) KG,110.0,120.0,115.0,2020-01-01
58,Parseley KG,270.0,280.0,275.0,2020-01-01
59,Pear(Chinese) KG,140.0,150.0,145.0,2020-01-01
60,Pineapple 1 Pc,110.0,120.0,115.0,2020-01-01
61,Pointed Gourd(Terai) KG,75.0,80.0,78.0,2020-01-01
62,Pomegranate KG,270.0,280.0,275.0,2020-01-01
63,Potato Red KG,48.0,50.0,49.0,2020-01-01
64,Potato Red(Indian) KG,40.0,42.0,41.0,2020-01-01
65,Pumpkin KG,40.0,45.0,42.0,2020-01-01
66,Raddish White(Hybrid) KG,30.0,35.0,32.0,2020-01-01
67,Raddish White(Local) KG,30.0,35.0,33.0,2020-01-01
68,Spinach Leaf KG,90.0,100.0,95.0,2020-01-01
69,Squash(Long) KG,25.0,30.0,28.0,2020-01-01
70,Squash(Round) KG,50.0,60.0,55.0,2020-01-01
71,Sugarbeet KG,80.0,90.0,85.0,2020-01-01
72,Sweet Orange KG,140.0,150.0,145.0,2020-01-01
73,Sword Bean KG,75.0,80.0,78.0,2020-01-01
74,Tamarind KG,130.0,140.0,135.0,2020-01-01
75,Tofu KG,90.0,100.0,95.0,2020-01-01
76,Tomato Big(Indian) KG,60.0,65.0,62.0,2020-01-01
77,Tomato Big(Nepali) KG,60.0,65.0,62.0,2020-01-01
78,Tomato Small(Indian) KG,40.0,45.0,42.0,2020-01-01
79,Tomato Small(Local) KG,35.0,45.0,40.0,2020-01-01
80,Tomato Small(Terai) KG,40.0,45.0,42.0,2020-01-01
81,Tomato Small(Tunnel) KG,35.0,45.0,40.0,2020-01-01
82,Turnip A KG,60.0,70.0,65.0,2020-01-01
83,Water Melon(Green) KG,55.0,60.0,58.0,2020-01-01
84,Yam KG,50.0,60.0,55.0,2020-01-01
0,Apple(Jholey) KG,90.0,100.0,95.0,2020-01-02
1,Arum KG,45.0,50.0,48.0,2020-01-02
2,Bakula KG,75.0,80.0,78.0,2020-01-02
3,Bamboo Shoot KG,110.0,120.0,115.0,2020-01-02
4,Banana Per Dozen,80.0,90.0,85.0,2020-01-02
5,Barela KG,75.0,80.0,78.0,2020-01-02
6,Bitter Gourd KG,110.0,120.0,115.0,2020-01-02
7,Bottle Gourd KG,45.0,50.0,48.0,2020-01-02
8,Brd Leaf Mustard KG,30.0,40.0,35.0,2020-01-02
9,Brinjal Long KG,60.0,65.0,62.0,2020-01-02
10,Brinjal Round KG,60.0,65.0,62.0,2020-01-02
11,Brocauli KG,75.0,80.0,78.0,2020-01-02
12,Cabbage KG,35.0,40.0,38.0,2020-01-02
13,Cabbage(Local) KG,35.0,40.0,38.0,2020-01-02
14,Cabbage(Terai) KG,35.0,40.0,38.0,2020-01-02
15,Capsicum KG,75.0,80.0,78.0,2020-01-02
16,Carrot(Local) KG,60.0,65.0,62.0,2020-01-02
17,Carrot(Terai) KG,55.0,60.0,58.0,2020-01-02
18,Cauli Local KG,75.0,80.0,78.0,2020-01-02
19,Cauli Local(Jyapu) KG,95.0,100.0,98.0,2020-01-02
20,Cauli Terai KG,60.0,65.0,62.0,2020-01-02
21,Celery KG,270.0,280.0,275.0,2020-01-02
22,Chilli Dry KG,390.0,400.0,395.0,2020-01-02
23,Chilli Green KG,50.0,60.0,55.0,2020-01-02
24,Chilli Green(Bullet) KG,50.0,60.0,55.0,2020-01-02
25,Christophine KG,50.0,60.0,55.0,2020-01-02
26,Coriander Green KG,80.0,90.0,85.0,2020-01-02
27,Cow pea(Long) KG,75.0,80.0,78.0,2020-01-02
28,Cowpea(Short) KG,75.0,80.0,78.0,2020-01-02
29,Cress Leaf KG,90.0,100.0,95.0,2020-01-02
30,Cucumber(Hybrid) KG,70.0,75.0,72.0,2020-01-02
31,Cucumber(Local) KG,100.0,110.0,105.0,2020-01-02
32,Fennel Leaf KG,90.0,100.0,95.0,2020-01-02
33,Fenugreek Leaf KG,90.0,100.0,95.0,2020-01-02
34,Fish Fresh(Bachuwa) KG,220.0,225.0,223.0,2020-01-02
35,Fish Fresh(Chhadi) KG,210.0,215.0,213.0,2020-01-02
36,Fish Fresh(Mungari) KG,240.0,245.0,243.0,2020-01-02
37,Fish Fresh(Rahu) KG,285.0,290.0,288.0,2020-01-02
38,French Bean(Hybrid) KG,95.0,100.0,98.0,2020-01-02
39,French Bean(Local) KG,95.0,100.0,98.0,2020-01-02
40,French Bean(Rajma) KG,75.0,80.0,78.0,2020-01-02
41,Garlic Dry Chinese KG,210.0,220.0,215.0,2020-01-02
42,Garlic Dry Nepali KG,210.0,220.0,215.0,2020-01-02
43,Garlic Green KG,120.0,130.0,125.0,2020-01-02
44,Ginger KG,110.0,120.0,115.0,2020-01-02
45,Green Peas KG,95.0,100.0,98.0,2020-01-02
46,Gundruk KG,280.0,290.0,285.0,2020-01-02
47,Lettuce KG,60.0,70.0,65.0,2020-01-02
48,Lime KG,100.0,110.0,105.0,2020-01-02
49,Mint KG,270.0,280.0,275.0,2020-01-02
50,Mombin KG,50.0,60.0,55.0,2020-01-02
51,Mushroom(Button) KG,330.0,340.0,335.0,2020-01-02
52,Mushroom(Kanya) KG,140.0,150.0,145.0,2020-01-02
53,Okara KG,75.0,80.0,78.0,2020-01-02
54,Onion Dry (Chinese) KG,110.0,120.0,115.0,2020-01-02
55,Onion Dry (Indian) KG,160.0,165.0,162.0,2020-01-02
56,Onion Green KG,130.0,140.0,135.0,2020-01-02
57,Orange(Nepali) KG,100.0,110.0,105.0,2020-01-02
58,Papaya(Indian) KG,110.0,120.0,115.0,2020-01-02
59,Parseley KG,270.0,280.0,275.0,2020-01-02
60,Pear(Chinese) KG,140.0,150.0,145.0,2020-01-02
61,Pineapple 1 Pc,110.0,120.0,115.0,2020-01-02
62,Pointed Gourd(Terai) KG,95.0,100.0,98.0,2020-01-02
63,Pomegranate KG,170.0,180.0,175.0,2020-01-02
64,Potato Red KG,48.0,50.0,49.0,2020-01-02
65,Potato Red(Indian) KG,40.0,45.0,42.0,2020-01-02
66,Pumpkin KG,40.0,45.0,42.0,2020-01-02
67,Raddish White(Hybrid) KG,25.0,30.0,28.0,2020-01-02
68,Raddish White(Local) KG,25.0,30.0,28.0,2020-01-02
69,Spinach Leaf KG,90.0,100.0,95.0,2020-01-02
70,Squash(Long) KG,25.0,30.0,28.0,2020-01-02
71,Squash(Round) KG,50.0,60.0,55.0,2020-01-02
72,Sugarbeet KG,80.0,90.0,85.0,2020-01-02
73,Sweet Orange KG,140.0,150.0,145.0,2020-01-02
74,Sword Bean KG,75.0,80.0,78.0,2020-01-02
75,Tamarind KG,130.0,140.0,135.0,2020-01-02
76,Tofu KG,90.0,100.0,95.0,2020-01-02
77,Tomato Big(Indian) KG,65.0,70.0,68.0,2020-01-02
78,Tomato Big(Nepali) KG,65.0,70.0,68.0,2020-01-02
79,Tomato Small(Indian) KG,40.0,50.0,45.0,2020-01-02
80,Tomato Small(Local) KG,40.0,50.0,45.0,2020-01-02
81,Tomato Small(Terai) KG,45.0,55.0,50.0,2020-01-02
82,Tomato Small(Tunnel) KG,40.0,50.0,45.0,2020-01-02
83,Turnip A KG,60.0,70.0,65.0,2020-01-02
84,Water Melon(Green) KG,55.0,60.0,58.0,2020-01-02
85,Yam KG,50.0,60.0,55.0,2020-01-02
0,Apple(Jholey) KG,90.0,100.0,95.0,2020-01-03
1,Arum KG,45.0,50.0,48.0,2020-01-03
2,Bakula KG,75.0,80.0,78.0,2020-01-03
3,Bamboo Shoot KG,110.0,120.0,115.0,2020-01-03
4,Banana Per Dozen,80.0,90.0,85.0,2020-01-03
5,Barela KG,75.0,80.0,78.0,2020-01-03
6,Bitter Gourd KG,110.0,120.0,115.0,2020-01-03
7,Bottle Gourd KG,45.0,50.0,48.0,2020-01-03
8,Brd Leaf Mustard KG,40.0,50.0,45.0,2020-01-03
9,Brinjal Long KG,65.0,70.0,68.0,2020-01-03
10,Brinjal Round KG,65.0,70.0,68.0,2020-01-03
11,Brocauli KG,75.0,80.0,78.0,2020-01-03
12,Cabbage KG,40.0,45.0,42.0,2020-01-03
13,Cabbage(Local) KG,40.0,45.0,42.0,2020-01-03
14,Cabbage(Terai) KG,40.0,45.0,42.0,2020-01-03
15,Capsicum KG,70.0,80.0,75.0,2020-01-03
16,Carrot(Local) KG,65.0,70.0,68.0,2020-01-03
17,Carrot(Terai) KG,60.0,65.0,62.0,2020-01-03
18,Cauli Local KG,75.0,80.0,78.0,2020-01-03
19,Cauli Local(Jyapu) KG,95.0,100.0,98.0,2020-01-03
20,Cauli Terai KG,65.0,70.0,68.0,2020-01-03
21,Celery KG,270.0,280.0,275.0,2020-01-03
22,Chilli Dry KG,390.0,400.0,395.0,2020-01-03
23,Chilli Green KG,50.0,60.0,55.0,2020-01-03
24,Chilli Green(Bullet) KG,50.0,60.0,55.0,2020-01-03
25,Christophine KG,50.0,60.0,55.0,2020-01-03
26,Coriander Green KG,70.0,80.0,75.0,2020-01-03
27,Cow pea(Long) KG,75.0,80.0,78.0,2020-01-03
28,Cowpea(Short) KG,75.0,80.0,78.0,2020-01-03
29,Cress Leaf KG,90.0,100.0,95.0,2020-01-03
30,Cucumber(Hybrid) KG,70.0,80.0,75.0,2020-01-03
31,Cucumber(Local) KG,110.0,120.0,115.0,2020-01-03
32,Fennel Leaf KG,90.0,100.0,95.0,2020-01-03
33,Fenugreek Leaf KG,90.0,100.0,95.0,2020-01-03
34,Fish Fresh(Bachuwa) KG,220.0,225.0,223.0,2020-01-03
35,Fish Fresh(Chhadi) KG,210.0,215.0,213.0,2020-01-03
36,Fish Fresh(Mungari) KG,240.0,245.0,243.0,2020-01-03
37,Fish Fresh(Rahu) KG,285.0,290.0,288.0,2020-01-03
38,French Bean(Hybrid) KG,100.0,110.0,105.0,2020-01-03
39,French Bean(Local) KG,100.0,110.0,105.0,2020-01-03
40,Garlic Dry Chinese KG,210.0,220.0,215.0,2020-01-03
41,Garlic Dry Nepali KG,210.0,220.0,215.0,2020-01-03
42,Garlic Green KG,120.0,130.0,125.0,2020-01-03
43,Ginger KG,110.0,120.0,115.0,2020-01-03
44,Green Peas KG,75.0,80.0,78.0,2020-01-03
45,Gundruk KG,270.0,280.0,275.0,2020-01-03
46,Lettuce KG,60.0,70.0,65.0,2020-01-03
47,Lime KG,100.0,110.0,105.0,2020-01-03
48,Mint KG,270.0,280.0,275.0,2020-01-03
49,Mombin KG,50.0,60.0,55.0,2020-01-03
50,Mushroom(Button) KG,340.0,350.0,345.0,2020-01-03
51,Mushroom(Kanya) KG,140.0,150.0,145.0,2020-01-03
52,Okara KG,75.0,80.0,78.0,2020-01-03
53,Onion Dry (Chinese) KG,110.0,120.0,115.0,2020-01-03
54,Onion Dry (Indian) KG,160.0,165.0,162.0,2020-01-03
55,Onion Green KG,170.0,180.0,175.0,2020-01-03
56,Orange(Nepali) KG,100.0,110.0,105.0,2020-01-03
57,Papaya(Indian) KG,110.0,120.0,115.0,2020-01-03
58,Parseley KG,270.0,280.0,275.0,2020-01-03
59,Pear(Chinese) KG,140.0,150.0,145.0,2020-01-03
60,Pineapple 1 Pc,110.0,120.0,115.0,2020-01-03
61,Pointed Gourd(Terai) KG,95.0,100.0,98.0,2020-01-03
62,Pomegranate KG,170.0,180.0,175.0,2020-01-03
63,Potato Red KG,48.0,50.0,49.0,2020-01-03
64,Potato Red(Indian) KG,40.0,45.0,42.0,2020-01-03
65,Pumpkin KG,40.0,45.0,42.0,2020-01-03
66,Raddish White(Hybrid) KG,30.0,35.0,33.0,2020-01-03
67,Raddish White(Local) KG,30.0,35.0,33.0,2020-01-03
68,Spinach Leaf KG,90.0,100.0,95.0,2020-01-03
69,Squash(Long) KG,25.0,30.0,28.0,2020-01-03
70,Squash(Round) KG,50.0,60.0,55.0,2020-01-03
71,Sugarbeet KG,80.0,90.0,85.0,2020-01-03
72,Sweet Orange KG,140.0,150.0,145.0,2020-01-03
73,Sweet Potato KG,50.0,60.0,55.0,2020-01-03
74,Sword Bean KG,75.0,80.0,78.0,2020-01-03
75,Tamarind KG,130.0,140.0,135.0,2020-01-03
76,Tofu KG,90.0,100.0,95.0,2020-01-03
77,Tomato Big(Indian) KG,75.0,80.0,78.0,2020-01-03
78,Tomato Big(Nepali) KG,75.0,80.0,78.0,2020-01-03
79,Tomato Small(Indian) KG,45.0,50.0,48.0,2020-01-03
80,Tomato Small(Local) KG,43.0,50.0,46.0,2020-01-03
81,Tomato Small(Terai) KG,50.0,60.0,55.0,2020-01-03
82,Tomato Small(Tunnel) KG,45.0,50.0,48.0,2020-01-03
83,Turnip A KG,60.0,70.0,65.0,2020-01-03
84,Water Melon(Green) KG,55.0,60.0,58.0,2020-01-03
85,Yam KG,50.0,60.0,55.0,2020-01-03
0,Apple(Jholey) KG,90.0,100.0,95.0,2020-01-04
1,Arum KG,45.0,50.0,48.0,2020-01-04
2,Bamboo Shoot KG,110.0,120.0,115.0,2020-01-04
3,Banana Per Dozen,80.0,90.0,85.0,2020-01-04
4,Barela KG,75.0,80.0,78.0,2020-01-04
5,Bitter Gourd KG,110.0,120.0,115.0,2020-01-04
6,Bottle Gourd KG,45.0,50.0,48.0,2020-01-04
7,Brd Leaf Mustard KG,40.0,50.0,45.0,2020-01-04
8,Brinjal Long KG,75.0,80.0,78.0,2020-01-04
9,Brinjal Round KG,75.0,80.0,78.0,2020-01-04
10,Brocauli KG,75.0,80.0,78.0,2020-01-04
11,Cabbage KG,40.0,45.0,42.0,2020-01-04
12,Cabbage(Local) KG,40.0,45.0,42.0,2020-01-04
13,Cabbage(Terai) KG,40.0,45.0,42.0,2020-01-04
14,Capsicum KG,75.0,80.0,78.0,2020-01-04
15,Carrot(Local) KG,60.0,65.0,62.0,2020-01-04
16,Carrot(Terai) KG,55.0,60.0,58.0,2020-01-04
17,Cauli Local KG,95.0,100.0,98.0,2020-01-04
18,Cauli Local(Jyapu) KG,110.0,120.0,115.0,2020-01-04
19,Cauli Terai KG,80.0,85.0,82.0,2020-01-04
20,Celery KG,270.0,280.0,275.0,2020-01-04
21,Chilli Dry KG,390.0,400.0,395.0,2020-01-04
22,Chilli Green KG,50.0,60.0,55.0,2020-01-04
23,Chilli Green(Bullet) KG,50.0,60.0,55.0,2020-01-04
24,Christophine KG,50.0,60.0,55.0,2020-01-04
25,Coriander Green KG,70.0,80.0,75.0,2020-01-04
26,Cow pea(Long) KG,75.0,80.0,78.0,2020-01-04
27,Cowpea(Short) KG,75.0,80.0,78.0,2020-01-04
28,Cress Leaf KG,90.0,100.0,95.0,2020-01-04
29,Cucumber(Hybrid) KG,50.0,60.0,55.0,2020-01-04
30,Cucumber(Local) KG,110.0,120.0,115.0,2020-01-04
31,Fennel Leaf KG,90.0,100.0,95.0,2020-01-04
32,Fenugreek Leaf KG,90.0,100.0,95.0,2020-01-04
33,Fish Fresh(Bachuwa) KG,220.0,225.0,223.0,2020-01-04
34,Fish Fresh(Chhadi) KG,210.0,215.0,213.0,2020-01-04
35,Fish Fresh(Mungari) KG,240.0,245.0,243.0,2020-01-04
36,Fish Fresh(Rahu) KG,285.0,290.0,288.0,2020-01-04
37,French Bean(Hybrid) KG,110.0,120.0,115.0,2020-01-04
38,French Bean(Local) KG,110.0,120.0,115.0,2020-01-04
39,French Bean(Rajma) KG,95.0,100.0,98.0,2020-01-04
40,Garlic Dry Chinese KG,210.0,220.0,215.0,2020-01-04
41,Garlic Dry Nepali KG,210.0,220.0,215.0,2020-01-04
42,Garlic Green KG,120.0,130.0,125.0,2020-01-04
43,Ginger KG,110.0,120.0,115.0,2020-01-04
44,Green Peas KG,95.0,100.0,98.0,2020-01-04
45,Gundruk KG,290.0,300.0,295.0,2020-01-04
46,Lettuce KG,60.0,70.0,65.0,2020-01-04
47,Lime KG,100.0,110.0,105.0,2020-01-04
48,Mint KG,270.0,280.0,275.0,2020-01-04
49,Mombin KG,50.0,60.0,55.0,2020-01-04
50,Mushroom(Button) KG,320.0,330.0,325.0,2020-01-04
51,Mushroom(Kanya) KG,130.0,140.0,135.0,2020-01-04
52,Okara KG,75.0,80.0,78.0,2020-01-04
53,Onion Dry (Chinese) KG,110.0,120.0,115.0,2020-01-04
54,Onion Dry (Indian) KG,160.0,165.0,162.0,2020-01-04
55,Onion Green KG,160.0,170.0,165.0,2020-01-04
56,Orange(Nepali) KG,100.0,110.0,105.0,2020-01-04
57,Papaya(Indian) KG,110.0,120.0,115.0,2020-01-04
58,Parseley KG,270.0,280.0,275.0,2020-01-04
59,Pear(Chinese) KG,140.0,150.0,145.0,2020-01-04
60,Pineapple 1 Pc,110.0,120.0,115.0,2020-01-04
61,Pomegranate KG,170.0,180.0,175.0,2020-01-04
62,Potato Red KG,48.0,50.0,49.0,2020-01-04
63,Potato Red(Indian) KG,40.0,45.0,42.0,2020-01-04
64,Pumpkin KG,40.0,45.0,42.0,2020-01-04
65,Raddish White(Hybrid) KG,25.0,30.0,28.0,2020-01-04
66,Raddish White(Local) KG,25.0,30.0,28.0,2020-01-04
67,Spinach Leaf KG,90.0,100.0,95.0,2020-01-04
68,Squash(Long) KG,25.0,30.0,28.0,2020-01-04
69,Squash(Round) KG,50.0,60.0,55.0,2020-01-04
70,Sugarbeet KG,80.0,90.0,85.0,2020-01-04
71,Sweet Orange KG,140.0,150.0,145.0,2020-01-04
72,Sweet Potato KG,50.0,60.0,55.0,2020-01-04
73,Sword Bean KG,75.0,80.0,78.0,2020-01-04
74,Tamarind KG,130.0,140.0,135.0,2020-01-04
75,Tofu KG,90.0,100.0,95.0,2020-01-04
76,Tomato Big(Indian) KG,75.0,80.0,78.0,2020-01-04
77,Tomato Big(Nepali) KG,75.0,80.0,78.0,2020-01-04
78,Tomato Small(Indian) KG,45.0,55.0,50.0,2020-01-04
79,Tomato Small(Local) KG,45.0,55.0,50.0,2020-01-04
80,Tomato Small(Terai) KG,50.0,60.0,55.0,2020-01-04
81,Tomato Small(Tunnel) KG,50.0,60.0,55.0,2020-01-04
82,Turnip A KG,60.0,70.0,65.0,2020-01-04
83,Water Melon(Green) KG,55.0,60.0,58.0,2020-01-04
84,Yam KG,50.0,60.0,55.0,2020-01-04
0,Apple(Jholey) KG,90.0,100.0,95.0,2020-01-05
1,Arum KG,45.0,50.0,48.0,2020-01-05
2,Bamboo Shoot KG,110.0,120.0,115.0,2020-01-05
3,Banana Per Dozen,80.0,90.0,85.0,2020-01-05
4,Barela KG,75.0,80.0,78.0,2020-01-05
5,Bitter Gourd KG,110.0,120.0,115.0,2020-01-05
6,Bottle Gourd KG,45.0,50.0,48.0,2020-01-05
7,Brd Leaf Mustard KG,40.0,50.0,45.0,2020-01-05
8,Brinjal Long KG,65.0,70.0,68.0,2020-01-05
9,Brinjal Round KG,65.0,70.0,68.0,2020-01-05
10,Brocauli KG,65.0,70.0,68.0,2020-01-05
11,Cabbage KG,40.0,45.0,42.0,2020-01-05
12,Cabbage(Local) KG,40.0,45.0,42.0,2020-01-05
13,Cabbage(Terai) KG,40.0,45.0,42.0,2020-01-05
14,Capsicum KG,60.0,65.0,62.0,2020-01-05
15,Carrot(Local) KG,60.0,65.0,62.0,2020-01-05
16,Carrot(Terai) KG,55.0,60.0,58.0,2020-01-05
17,Cauli Local KG,65.0,70.0,68.0,2020-01-05
18,Cauli Local(Jyapu) KG,80.0,90.0,85.0,2020-01-05
19,Cauli Terai KG,50.0,60.0,55.0,2020-01-05
20,Celery KG,270.0,280.0,275.0,2020-01-05
21,Chilli Dry KG,390.0,400.0,395.0,2020-01-05
22,Chilli Green KG,50.0,60.0,55.0,2020-01-05
23,Chilli Green(Bullet) KG,50.0,60.0,55.0,2020-01-05
24,Christophine KG,50.0,60.0,55.0,2020-01-05
25,Coriander Green KG,110.0,120.0,115.0,2020-01-05
26,Cow pea(Long) KG,75.0,80.0,78.0,2020-01-05
27,Cowpea(Short) KG,75.0,80.0,78.0,2020-01-05
28,Cress Leaf KG,90.0,100.0,95.0,2020-01-05
29,Cucumber(Hybrid) KG,50.0,60.0,55.0,2020-01-05
30,Cucumber(Local) KG,110.0,120.0,115.0,2020-01-05
31,Fennel Leaf KG,90.0,100.0,95.0,2020-01-05
32,Fenugreek Leaf KG,90.0,100.0,95.0,2020-01-05
33,Fish Fresh(Bachuwa) KG,220.0,225.0,223.0,2020-01-05
34,Fish Fresh(Chhadi) KG,210.0,215.0,213.0,2020-01-05
35,Fish Fresh(Mungari) KG,240.0,250.0,245.0,2020-01-05
36,Fish Fresh(Rahu) KG,285.0,290.0,288.0,2020-01-05
37,French Bean(Hybrid) KG,110.0,120.0,115.0,2020-01-05
38,French Bean(Local) KG,110.0,120.0,115.0,2020-01-05
39,French Bean(Rajma) KG,95.0,100.0,98.0,2020-01-05
40,Garlic Dry Chinese KG,210.0,220.0,215.0,2020-01-05
41,Garlic Dry Nepali KG,210.0,220.0,215.0,2020-01-05
42,Garlic Green KG,120.0,130.0,125.0,2020-01-05
43,Ginger KG,110.0,120.0,115.0,2020-01-05
44,Green Peas KG,95.0,100.0,98.0,2020-01-05
45,Gundruk KG,280.0,290.0,285.0,2020-01-05
46,Lettuce KG,60.0,70.0,65.0,2020-01-05
47,Lime KG,100.0,110.0,105.0,2020-01-05
48,Mint KG,270.0,280.0,275.0,2020-01-05
49,Mombin KG,50.0,60.0,55.0,2020-01-05
50,Mushroom(Button) KG,300.0,310.0,305.0,2020-01-05
51,Mushroom(Kanya) KG,130.0,140.0,135.0,2020-01-05
52,Okara KG,75.0,80.0,78.0,2020-01-05
53,Onion Dry (Chinese) KG,100.0,110.0,105.0,2020-01-05
54,Onion Dry (Indian) KG,135.0,140.0,138.0,2020-01-05
55,Onion Green KG,170.0,180.0,175.0,2020-01-05
56,Orange(Nepali) KG,100.0,110.0,105.0,2020-01-05
57,Papaya(Indian) KG,110.0,120.0,115.0,2020-01-05
58,Parseley KG,270.0,280.0,275.0,2020-01-05
59,Pear(Chinese) KG,140.0,150.0,145.0,2020-01-05
60,Pineapple 1 Pc,100.0,110.0,105.0,2020-01-05
61,Pomegranate KG,170.0,180.0,175.0,2020-01-05
62,Potato Red KG,48.0,50.0,49.0,2020-01-05
63,Potato Red(Indian) KG,40.0,45.0,42.0,2020-01-05
64,Pumpkin KG,40.0,45.0,42.0,2020-01-05
65,Raddish White(Hybrid) KG,25.0,30.0,28.0,2020-01-05
66,Raddish White(Local) KG,25.0,30.0,28.0,2020-01-05
67,Spinach Leaf KG,90.0,100.0,95.0,2020-01-05
68,Squash(Long) KG,25.0,30.0,28.0,2020-01-05
69,Squash(Round) KG,50.0,60.0,55.0,2020-01-05
70,Sugarbeet KG,80.0,90.0,85.0,2020-01-05
71,Sweet Orange KG,140.0,150.0,145.0,2020-01-05
72,Sweet Potato KG,50.0,60.0,55.0,2020-01-05
73,Sword Bean KG,75.0,80.0,78.0,2020-01-05
74,Tamarind KG,130.0,140.0,135.0,2020-01-05
75,Tofu KG,90.0,100.0,95.0,2020-01-05
76,Tomato Big(Indian) KG,85.0,90.0,88.0,2020-01-05
77,Tomato Big(Nepali) KG,85.0,90.0,88.0,2020-01-05
78,Tomato Small(Indian) KG,45.0,50.0,48.0,2020-01-05
79,Tomato Small(Local) KG,40.0,50.0,45.0,2020-01-05
80,Tomato Small(Terai) KG,45.0,50.0,48.0,2020-01-05
81,Tomato Small(Tunnel) KG,40.0,50.0,45.0,2020-01-05
82,Turnip A KG,60.0,70.0,65.0,2020-01-05
83,Water Melon(Green) KG,55.0,60.0,58.0,2020-01-05
84,Yam KG,50.0,60.0,55.0,2020-01-05
0,Apple(Jholey) KG,90.0,100.0,95.0,2020-01-06
1,Arum KG,45.0,50.0,48.0,2020-01-06
2,Bamboo Shoot KG,110.0,120.0,115.0,2020-01-06
3,Banana Per Dozen,80.0,90.0,85.0,2020-01-06
4,Bitter Gourd KG,110.0,120.0,115.0,2020-01-06
5,Bottle Gourd KG,45.0,50.0,48.0,2020-01-06
6,Brd Leaf Mustard KG,40.0,50.0,45.0,2020-01-06
7,Brinjal Long KG,75.0,80.0,78.0,2020-01-06
8,Brinjal Round KG,75.0,80.0,78.0,2020-01-06
9,Brocauli KG,65.0,70.0,68.0,2020-01-06
